"","player","player_id","position","player_game_count","team_name","targets","receptions","caught_percent","yards","touchdowns","grades_offense","grades_pass_route","grades_hands_drop","grades_hands_fumble","grades_pass_block","yards_per_reception","yards_after_catch","yards_after_catch_per_reception","longest","first_downs","drops","interceptions","fumbles","avoided_tackles","targeted_qb_rating","penalties","declined_penalties","season","ï..season","Team","Cap.Number","Cash.Spent","snap_counts_offense","Year","experience"
"81","Brandon Lloyd",1436,"WR",16,"DEN",147,77,52.4,1448,11,90.7,90.6,82.8,81.9,73.3,18.8,195,2.5,71,72,4,4,0,2,100.4,1,0,"2010",NA,NA,NA,NA,239,2003,"8"
"82","Brandon Lloyd",1436,"WR",14,"SF",33,14,42.4,294,1,63.3,63.8,80.6,72.7,NA,21,73,5.2,80,11,1,2,0,1,59.4,3,0,"2014",2014,"49ers",1005000,1005000,85,2003,"12"
"83","Brandon Lloyd",1436,"WR",15,"SL",144,70,48.6,966,5,82.4,83.1,58.9,59.4,NA,13.8,146,2.1,44,46,7,7,1,1,61.9,2,0,"2011",NA,NA,NA,NA,261,2003,"9"
"84","Brandon Marshall",3064,"WR",16,"NYJ",167,109,65.3,1502,14,85.4,85.8,56.1,26.2,62.4,13.8,439,4,69,77,11,9,3,14,99.4,6,0,"2015",2015,"Jets",9e+06,9e+06,392,2006,"10"
"85","Brandon Marshall",3064,"WR",16,"CHI",158,100,63.3,1295,12,91.6,90,35.3,87.4,55.9,13,283,2.8,44,70,15,4,0,13,103.7,2,0,"2013",2013,"Bears",9300000,9300000,350,2006,"8"
"86","Brandon Marshall",3064,"WR",14,"MIA",132,86,65.2,1014,3,77.1,75.7,36.1,63.4,NA,11.8,231,2.7,46,57,13,7,2,9,73.9,5,1,"2010",2010,"Dolphins",5100000,9500000,297,2006,"5"
"87","Brandon Marshall",3064,"WR",5,"NYG",32,18,56.3,154,0,62.2,60.5,55.6,73.9,NA,8.6,45,2.5,18,11,2,1,0,3,56,0,0,"2017",2017,"Giants",4468750,5156250,73,2006,"12"
"88","Brandon Marshall",3064,"WR",16,"CHI",181,118,65.2,1508,11,90.4,90.2,48.9,39.6,NA,12.8,369,3.1,56,75,13,7,2,17,95.3,2,0,"2012",2012,"Jaguars",440125,590500,389,2006,"7"
"89","Brandon Marshall",3064,"WR",15,"NYJ",121,59,48.8,788,3,69.2,68.5,52.3,83.3,68.5,13.4,187,3.2,41,43,7,9,0,3,47.1,4,2,"2016",2016,"Jets",9500000,9500000,323,2006,"11"
"90","Brandon Marshall",3064,"WR",16,"MIA",138,81,58.7,1214,6,77.1,77.5,29.2,53,NA,15,311,3.8,65,54,14,3,1,9,93.1,3,0,"2011",2011,"Dolphins",8550000,9700000,354,2006,"6"
"91","Brandon Marshall",3064,"WR",16,"CHI",181,118,65.2,1508,11,90.4,90.2,48.9,39.6,NA,12.8,369,3.1,56,75,13,7,2,17,95.3,2,0,"2012",2012,"Bears",9500000,9500000,389,2006,"7"
"92","Brandon Marshall",3064,"WR",13,"CHI",101,61,60.4,721,8,74.8,71.9,60.3,45.8,77,11.8,228,3.7,47,41,6,4,1,10,92.1,6,1,"2014",2014,"Bears",9375000,1.5e+07,241,2006,"9"
"93","Brandon Marshall",3064,"WR",7,"NO",22,11,50,136,1,54.9,54.9,31.6,71.9,NA,12.4,20,1.8,27,7,3,1,0,0,65.7,1,0,"2018",NA,NA,NA,NA,84,2006,"13"
"94","Brandon Tate",5006,"WR",16,"NE",43,24,55.8,432,3,60.4,59,51.8,27.5,NA,18,145,6,65,15,3,1,1,3,104,1,0,"2010",2010,"Bengals",508750,320000,181,2009,"2"
"95","Brandon Tate",5006,"WR",11,"CIN",2,1,50,6,0,54.7,51.6,64.7,64,NA,6,0,0,6,0,0,0,0,0,56.3,0,0,"2013",2013,"Bengals",966000,966000,40,2009,"5"
"96","Brandon Tate",5006,"WR",15,"CIN",27,17,63,193,1,64.2,59.5,82.7,51.4,65.6,11.4,72,4.2,50,12,0,1,0,2,81.3,0,0,"2014",2014,"Bengals",1024000,1024000,196,2009,"6"
"97","Brandon Tate",5006,"WR",15,"CIN",24,13,54.2,211,1,62.6,61.2,80,72.9,71.5,16.2,71,5.5,44,6,0,1,0,3,80.4,0,0,"2012",2012,"Bengals",753750,565000,93,2009,"4"
"98","Brandon Tate",5006,"WR",11,"BUF",11,8,72.7,117,0,57.2,56.9,28.8,88.8,NA,14.6,51,6.4,34,6,2,0,0,0,107,1,0,"2016",2016,"Bills",760000,760000,42,2009,"8"
"99","Brandon Tate",5006,"WR",9,"BUF",14,6,42.9,81,1,65,61,49.2,87.1,NA,13.5,37,6.2,24,5,1,1,0,1,56,0,0,"2017",2017,"Bills",695000,980000,50,2009,"9"
"100","Brandon Tate",5006,"WR",3,"CIN",3,2,66.7,59,1,91.9,90.6,68.3,86.7,NA,29.5,10,5,55,1,0,0,0,0,149.3,0,0,"2015",2015,"Bengals",665000,825000,4,2009,"7"
"101","Braylon Edwards",2220,"WR",16,"NYJ",93,53,57,904,7,69,69,67.4,40.2,68.7,17.1,289,5.5,74,40,4,3,1,3,101.7,8,2,"2010",NA,NA,NA,NA,373,2005,"6"
"102","Braylon Edwards",2220,"WR",9,"SF",32,15,46.9,181,0,59.7,60.6,51.2,73,NA,12.1,48,3.2,24,9,2,1,0,4,51.7,3,1,"2011",NA,NA,NA,NA,73,2005,"7"
"103","Braylon Edwards",2220,"WR",13,"NYJ",34,18,52.9,199,1,67.4,64.3,62.3,73.9,NA,11.1,38,2.1,19,12,2,2,0,0,55.9,2,0,"2012",NA,NA,NA,NA,102,2005,"8"
"104","Brett Swain",4531,"WR",4,"SF",5,2,40,15,0,57.3,56.8,68.3,64,NA,7.5,11,5.5,9,1,0,0,0,0,47.9,0,0,"2011",NA,NA,NA,NA,24,2008,"4"
"105","Brett Swain",4531,"WR",10,"GB",9,6,66.7,72,0,61.8,61.4,74.6,68.8,NA,12,58,9.7,31,3,0,0,0,2,91,0,0,"2010",NA,NA,NA,NA,17,2008,"3"
"106","Brian Hartline",5031,"WR",12,"MIA",68,43,63.2,615,1,69.8,67.8,60.8,34.4,NA,14.3,221,5.1,54,26,4,4,1,3,72.9,0,0,"2010",2010,"Dolphins",521243,395000,194,2009,"2"
"107","Brian Hartline",5031,"WR",16,"MIA",118,74,62.7,1083,1,77.4,77.4,65.7,50.5,NA,14.6,252,3.4,80,49,5,3,1,2,84.8,3,0,"2012",2012,"Dolphins",1434246,1308000,340,2009,"4"
"108","Brian Hartline",5031,"WR",16,"MIA",62,39,62.9,477,2,63,63.2,58.4,78.1,NA,12.2,130,3.3,35,27,5,1,0,1,90.6,2,0,"2014",2014,"Dolphins",6210000,4810000,298,2009,"6"
"109","Brian Hartline",5031,"WR",16,"MIA",127,76,59.8,1016,4,77.9,76.4,72.7,51.5,NA,13.4,309,4.1,50,53,5,4,0,6,82.7,1,0,"2013",2013,"Dolphins",2115000,7715000,273,2009,"5"
"110","Brian Hartline",5031,"WR",12,"CLV",73,46,63,523,2,68.2,66.8,41.8,47.9,NA,11.4,167,3.6,41,30,7,3,1,1,76.5,1,0,"2015",2015,"Browns",2250000,3e+06,126,2009,"7"
"111","Brian Hartline",5031,"WR",16,"MIA",66,35,53,549,1,67.1,67.2,31,77.7,NA,15.7,94,2.7,41,31,7,6,0,0,48.1,1,0,"2011",2011,"Dolphins",651243,525000,236,2009,"3"
"112","Brian Robiskie",4959,"WR",5,"DET",6,4,66.7,44,1,60.3,59.7,42.1,67,NA,11,11,2.8,21,2,1,0,0,0,127.8,0,0,"2012",NA,NA,NA,NA,40,2009,"4"
"113","Brian Robiskie",4959,"WR",6,"JAX",8,3,37.5,25,0,55.6,51.1,70.5,65.8,NA,8.3,5,1.7,14,2,0,0,0,0,46.4,0,0,"2011",NA,NA,NA,NA,62,2009,"3"
"114","Brian Robiskie",4959,"WR",1,"ATL",2,0,0,0,0,56.3,57.7,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,39.6,0,0,"2013",NA,NA,NA,NA,NA,2009,"5"
"115","Brian Robiskie",4959,"WR",14,"CLV",49,29,59.2,310,3,59.6,58,58.1,76.5,62.3,10.7,58,2,46,12,3,2,0,2,81.2,2,0,"2010",NA,NA,NA,NA,175,2009,"2"
"116","Bryant Johnson",1333,"WR",14,"DET",48,18,37.5,210,0,48.8,47.4,27.5,74.1,NA,11.7,56,3.1,24,11,7,1,0,4,42.9,0,0,"2010",NA,NA,NA,NA,169,2003,"8"
"117","Bryant Johnson",1333,"WR",14,"HST",10,6,60,90,1,66.4,61.2,74.6,69.8,67.2,15,9,1.5,40,4,0,0,0,1,122.9,1,0,"2011",NA,NA,NA,NA,114,2003,"9"
"118","Calvin Johnson",3618,"WR",16,"DET",151,96,63.6,1685,16,90.1,89.7,75.4,57.2,NA,17.6,547,5.7,73,77,7,4,1,14,125.8,2,0,"2011",2011,"Lions",13956946,11375000,301,2007,"5"
"119","Calvin Johnson",3618,"WR",16,"DET",142,88,62,1214,9,88.6,86,77.4,57.7,NA,13.8,304,3.5,57,65,5,4,1,2,98.7,1,0,"2015",2015,"Lions",20558000,12500000,312,2007,"9"
"120","Calvin Johnson",3618,"WR",13,"DET",124,71,57.3,1077,8,89.8,88.2,58.9,81.4,NA,15.2,241,3.4,67,59,7,4,0,1,94.1,2,0,"2014",2014,"Lions",13058000,5e+06,201,2007,"8"
"121","Calvin Johnson",3618,"WR",14,"DET",148,84,56.8,1492,12,89.9,89.5,53.7,53.2,NA,17.8,475,5.7,87,69,10,9,1,13,93.1,1,0,"2013",2013,"Lions",8773000,2.5e+07,328,2007,"7"
"122","Calvin Johnson",3618,"WR",15,"DET",131,77,58.8,1120,12,83.2,82.4,73.7,54.2,NA,14.5,337,4.4,87,57,6,6,1,6,98.1,1,0,"2010",2010,"Lions",11136108,11500000,340,2007,"4"
"123","Calvin Johnson",3618,"WR",16,"DET",199,122,61.3,1964,5,89.9,89.5,54.3,40.8,NA,16.1,514,4.2,53,95,14,5,3,12,92.2,3,1,"2012",2012,"Lions",11531946,21750000,356,2007,"6"
"124","Carlton Mitchell",5700,"WR",2,"CLV",1,0,0,0,0,64.6,58.2,NA,61.9,NA,NA,0,NA,0,0,0,0,0,0,39.6,0,0,"2010",NA,NA,NA,NA,8,2010,"1"
"125","Carlton Mitchell",5700,"WR",6,"CLV",4,3,75,31,0,59,58.7,36.2,65.8,NA,10.3,3,1,19,2,1,0,0,1,96.9,0,0,"2011",NA,NA,NA,NA,14,2010,"2"
"126","Chad Johnson",806,"WR",15,"NE",31,15,48.4,276,1,65.1,65.1,66.7,73.3,NA,18.4,47,3.1,53,13,1,1,0,0,76.8,2,0,"2011",NA,NA,NA,NA,81,2001,"11"
"127","Chad Johnson",806,"WR",14,"CIN",120,67,55.8,831,4,70.2,70.1,51.1,81.2,NA,12.4,195,2.9,42,47,9,3,0,4,78.2,3,0,"2010",NA,NA,NA,NA,291,2001,"10"
"128","Chansi Stuckey",3851,"WR",9,"ARZ",8,4,50,39,0,48.9,48.9,72.1,15,NA,9.8,11,2.8,12,3,0,0,1,0,64.1,0,0,"2011",NA,NA,NA,NA,8,2007,"5"
"129","Chansi Stuckey",3851,"WR",16,"CLV",57,40,70.2,347,0,61.8,61.7,67.6,23.8,NA,8.7,206,5.2,25,22,3,3,2,6,64,1,0,"2010",NA,NA,NA,NA,86,2007,"4"
"130","Chaz Schilens",4540,"WR",15,"OAK",34,23,67.6,271,2,67.7,66.1,62.5,75.3,62.3,11.8,46,2,30,13,2,1,0,0,99,2,1,"2011",NA,NA,NA,NA,147,2008,"4"
"131","Chaz Schilens",4540,"WR",5,"OAK",9,5,55.6,40,1,72.3,68.3,73.4,68,NA,8,14,2.8,11,4,0,0,0,0,103.9,0,0,"2010",NA,NA,NA,NA,35,2008,"3"
"132","Chaz Schilens",4540,"WR",14,"NYJ",41,28,68.3,289,2,63.1,62,66,27,NA,10.3,54,1.9,25,17,2,1,1,0,94.5,1,0,"2012",NA,NA,NA,NA,251,2008,"5"
"133","Chris Chambers",821,"WR",13,"KC",41,22,53.7,213,1,55.7,54.6,60.5,74.9,NA,9.7,49,2.2,26,13,1,2,0,1,56.3,2,1,"2010",NA,NA,NA,NA,194,2001,"10"
"134","Craig Davis",3646,"WR",7,"SD",37,21,56.8,259,1,64.4,63.9,37.6,74.6,NA,12.3,99,4.7,49,14,3,0,0,0,87.6,0,0,"2010",NA,NA,NA,NA,60,2007,"4"
"135","Damian Williams",5601,"WR",15,"TEN",89,45,50.6,592,5,65.3,65.3,53.9,78.6,NA,13.2,222,4.9,54,27,5,1,0,4,86,1,0,"2011",2011,"Titans",655812,450000,232,2010,"2"
"136","Damian Williams",5601,"WR",13,"TEN",26,16,61.5,219,0,69.7,69.3,82.2,74,NA,13.7,45,2.8,39,10,0,0,0,2,88.5,0,0,"2010",2010,"Titans",525812,1143250,66,2010,"1"
"137","Damian Williams",5601,"WR",1,"SL",1,1,100,14,0,88.1,78.3,64.7,61.2,NA,14,2,2,14,1,0,0,0,0,118.8,0,0,"2014",NA,NA,NA,NA,NA,2010,"5"
"138","Damian Williams",5601,"WR",13,"TEN",45,30,66.7,324,0,63.7,63.4,60,76.8,NA,10.8,83,2.8,27,18,3,3,0,1,59.9,1,0,"2012",2012,"Titans",745812,540000,119,2010,"3"
"139","Damian Williams",5601,"WR",9,"TEN",23,15,65.2,178,0,70,67.9,51.5,77.6,70.2,11.9,48,3.2,32,10,2,0,0,0,88.7,0,0,"2013",2013,"Titans",1528814,1323000,96,2010,"4"
"140","Darrius Heyward-Bey",4930,"WR",16,"PIT",37,21,56.8,314,2,60.6,60.5,71.5,74.6,NA,15,84,4,66,11,2,2,0,1,80.2,2,0,"2015",2015,"Steelers",665000,825000,137,2009,"7"
"141","Darrius Heyward-Bey",4930,"WR",15,"OAK",77,41,53.2,606,5,68.9,66.1,44.1,78.7,30.5,14.8,237,5.8,59,25,6,2,0,10,90.1,1,0,"2012",2012,"Raiders",8159000,5529000,270,2009,"4"
"142","Darrius Heyward-Bey",4930,"WR",11,"PIT",3,2,66.7,47,0,67.8,60.2,68.3,67.8,NA,23.5,22,11,44,1,0,0,0,0,109.7,0,0,"2017",2017,"Steelers",1333333,1200000,52,2009,"9"
"143","Darrius Heyward-Bey",4930,"WR",15,"OAK",60,26,43.3,366,1,52.8,51.2,27.9,27.7,NA,14.1,107,4.1,69,17,8,1,0,3,62.2,2,1,"2010",2010,"Raiders",3025000,13545000,311,2009,"2"
"144","Darrius Heyward-Bey",4930,"WR",16,"IND",58,29,50,309,1,53.7,50.9,28,77.6,NA,10.7,137,4.7,27,16,9,1,0,1,64.5,2,0,"2013",2013,"Colts",2500000,2500000,192,2009,"5"
"145","Darrius Heyward-Bey",4930,"WR",12,"PIT",5,3,60,33,0,41.8,43.5,36.8,14.2,NA,11,0,0,17,2,1,1,1,0,40,1,0,"2014",2014,"Steelers",635000,795000,46,2009,"6"
"146","Darrius Heyward-Bey",4930,"WR",9,"PIT",19,6,31.6,114,2,55.6,51.2,31.8,70.3,66.6,19,21,3.5,46,4,2,1,0,0,66.6,1,0,"2016",2016,"Steelers",1133333,1400000,79,2009,"8"
"147","Darrius Heyward-Bey",4930,"WR",15,"OAK",106,64,60.4,975,4,77.9,77.6,47.3,46.3,NA,15.2,301,4.7,58,45,6,4,1,8,87.6,1,0,"2011",2011,"Raiders",11415000,8785000,334,2009,"3"
"148","Darrius Heyward-Bey",4930,"WR",9,"PIT",2,1,50,9,0,55.3,53.9,64.7,64.6,NA,9,10,10,9,0,0,0,0,0,62.5,0,0,"2018",2018,"Steelers",1333334,1200000,34,2009,"10"
"149","David Anderson",3196,"WR",9,"HST",18,11,61.1,117,0,57.3,54,44.2,71.5,NA,10.6,52,4.7,35,5,1,0,0,2,80.1,0,0,"2010",NA,NA,NA,NA,55,2006,"5"
"150","David Anderson",3196,"WR",6,"WAS",14,7,50,79,1,57.2,56.4,31.8,69.5,NA,11.3,17,2.4,23,5,2,0,0,1,91.1,0,0,"2011",NA,NA,NA,NA,37,2006,"6"
"151","David Clowney",3773,"WR",13,"CAR",16,7,43.8,124,0,64.5,63.4,52.1,69.5,NA,17.7,44,6.3,31,4,1,0,0,1,70.8,1,0,"2010",NA,NA,NA,NA,32,2007,"4"
"152","David Gettis",5721,"WR",15,"CAR",66,37,56.1,508,3,64.4,63.1,72.2,78.3,68.2,13.7,169,4.6,88,24,2,4,0,1,70.8,3,0,"2010",NA,NA,NA,NA,239,2010,"1"
"153","David Reed",5679,"WR",5,"IND",3,1,33.3,2,0,49.9,50.1,68.3,83.4,NA,2,2,2,2,0,0,0,0,0,42.4,0,0,"2013",NA,NA,NA,NA,8,2010,"4"
"154","David Reed",5679,"WR",3,"BLT",2,0,0,0,0,56.3,53.1,NA,61.9,NA,NA,0,NA,0,0,0,0,0,0,39.6,0,0,"2011",NA,NA,NA,NA,4,2010,"2"
"155","David Reed",5679,"WR",2,"BLT",6,5,83.3,66,0,63.5,63,73.4,68,NA,13.2,23,4.6,23,2,0,0,0,0,112.5,0,0,"2012",NA,NA,NA,NA,38,2010,"3"
"156","David Reed",5679,"WR",3,"BLT",1,0,0,0,0,61.4,55.8,NA,61.9,NA,NA,0,NA,0,0,0,0,0,0,39.6,0,0,"2010",NA,NA,NA,NA,6,2010,"1"
"157","Deion Branch",1072,"WR",15,"NE",85,51,60,702,5,68.7,68.1,79.3,79.3,NA,13.8,341,6.7,63,37,2,3,0,5,91.4,2,0,"2011",NA,NA,NA,NA,278,2002,"10"
"158","Deion Branch",1072,"WR",10,"NE",28,16,57.1,145,0,55.2,52.4,66.7,73.3,NA,9.1,49,3.1,25,10,1,1,0,0,56.4,1,1,"2012",NA,NA,NA,NA,168,2002,"11"
"159","Deion Branch",1072,"WR",15,"NE",90,61,67.8,818,6,76.6,75.1,76.9,43.8,NA,13.4,295,4.8,79,44,3,1,1,5,114,2,0,"2010",NA,NA,NA,NA,236,2002,"9"
"160","Delanie Walker",3120,"TE",15,"TEN",100,63,63,890,4,74,70.1,53.1,26.2,72.4,14.1,414,6.6,68,35,6,7,2,18,75.8,2,0,"2014",NA,NA,NA,NA,264,2006,"9"
"161","Delanie Walker",3120,"TE",15,"TEN",79,60,75.9,571,6,68,64.2,57.8,80.4,49.3,9.5,181,3,33,30,5,1,1,6,115.5,6,0,"2013",NA,NA,NA,NA,257,2006,"8"
"162","Delanie Walker",3120,"TE",15,"TEN",130,94,72.3,1088,6,88,84.8,79,83.2,77.2,11.6,398,4.2,61,52,5,4,0,16,99.8,2,1,"2015",NA,NA,NA,NA,175,2006,"10"
"163","Delanie Walker",3120,"TE",1,"TEN",7,4,57.1,52,0,79.5,81.2,72.1,67,NA,13,19,4.8,16,4,0,1,0,2,41.1,1,0,"2018",NA,NA,NA,NA,12,2006,"13"
"164","Delanie Walker",3120,"TE",16,"TEN",104,74,71.2,807,3,78,76.9,77.5,28.1,75.4,10.9,253,3.4,42,43,3,4,2,4,87.3,3,1,"2017",NA,NA,NA,NA,273,2006,"12"
"165","Delanie Walker",3120,"TE",14,"SF",41,29,70.7,331,0,69.4,65.9,47.7,28.1,53.3,11.4,172,5.9,38,13,4,0,1,6,94.7,3,0,"2010",NA,NA,NA,NA,170,2006,"5"
"166","Delanie Walker",3120,"TE",15,"TEN",96,65,67.7,800,7,76,77.1,73.5,46.9,76.4,12.3,263,4,47,35,4,3,1,11,104.5,7,0,"2016",NA,NA,NA,NA,246,2006,"11"
"167","Delanie Walker",3120,"TE",16,"SF",37,21,56.8,344,3,67.8,52.9,26.6,24.6,83.9,16.4,60,2.9,45,14,9,1,1,2,103.9,4,0,"2012",NA,NA,NA,NA,316,2006,"7"
"168","Delanie Walker",3120,"TE",7,"TEN",30,21,70,215,2,64,66.2,72.1,25,23.3,10.2,70,3.3,29,11,1,1,1,2,98.6,1,0,"2019",NA,NA,NA,NA,40,2006,"14"
"169","Delanie Walker",3120,"TE",15,"SF",29,19,65.5,198,3,66.1,55.7,49.1,75.9,64.1,10.4,68,3.6,29,9,2,0,0,2,119.6,4,0,"2011",NA,NA,NA,NA,293,2006,"6"
"170","Demaryius Thomas",5547,"WR",15,"HST",87,59,67.8,677,5,71.5,71.3,51.3,80.3,NA,11.5,279,4.7,45,37,7,2,0,5,100.6,4,0,"2018",2018,"Texans",4500000,4500000,269,2010,"9"
"171","Demaryius Thomas",5547,"WR",10,"DEN",37,22,59.5,283,2,79.2,82.7,60.3,25.9,65.7,12.9,148,6.7,31,15,2,1,1,6,90.3,2,0,"2010",2010,"Broncos",1310000,1310000,56,2010,"1"
"172","Demaryius Thomas",5547,"WR",16,"DEN",169,105,62.1,1304,6,79.3,78.4,47.2,33.6,NA,12.4,492,4.7,72,64,12,7,2,19,80.6,5,0,"2015",2015,"Broncos",13200000,2.2e+07,309,2010,"6"
"173","Demaryius Thomas",5547,"WR",11,"NYJ",55,36,65.5,433,1,65.9,67.9,48,78.1,62.4,12,176,4.9,47,21,5,3,0,3,72.8,2,1,"2019",2019,"Jets",2818015,2724265,149,2010,"10"
"174","Demaryius Thomas",5547,"WR",16,"DEN",178,111,62.4,1619,11,89.9,89.9,63.4,84.4,NA,14.6,668,6,86,69,9,6,0,11,98.5,4,0,"2014",2014,"Broncos",4700000,2943750,397,2010,"5"
"175","Demaryius Thomas",5547,"WR",11,"DEN",65,32,49.2,551,4,72.2,72.5,37.7,77.2,NA,17.2,126,3.9,47,24,5,1,0,4,92.5,1,0,"2011",2011,"Broncos",1556250,4875000,258,2010,"2"
"176","Demaryius Thomas",5547,"WR",16,"DEN",138,94,68.1,1430,10,87.7,85.8,49.8,30,NA,15.2,547,5.8,71,62,11,0,3,13,126.2,1,0,"2012",2012,"Broncos",3660250,3854000,411,2010,"3"
"177","Demaryius Thomas",5547,"WR",16,"DEN",138,92,66.7,1430,14,81.5,79.5,54.7,58.5,NA,15.5,706,7.7,78,66,9,4,1,10,122.6,1,0,"2013",2013,"Broncos",2592750,836500,409,2010,"4"
"178","Demaryius Thomas",5547,"WR",16,"DEN",141,90,63.8,1083,5,80.4,78.6,68.2,29.8,NA,12,330,3.7,55,50,7,2,2,6,93.2,4,1,"2016",2016,"Broncos",15200000,1.3e+07,292,2010,"7"
"179","Demaryius Thomas",5547,"WR",16,"DEN",136,83,61,949,5,74.1,73,45,53.1,NA,11.4,291,3.5,40,53,10,9,1,9,66.7,3,0,"2017",2017,"Broncos",12033333,12500000,310,2010,"8"
"180","Demetrius Williams",3056,"WR",2,"CLV",2,0,0,0,0,41.5,41.8,28,NA,NA,NA,0,NA,0,0,1,0,0,0,39.6,0,0,"2010",NA,NA,NA,NA,10,2006,"5"
"181","Deon Butler",5014,"WR",5,"SEA",7,6,85.7,51,0,82.5,83.4,75.6,69.5,NA,8.5,11,1.8,15,3,0,0,0,2,97,0,0,"2011",NA,NA,NA,NA,44,2009,"3"
"182","Deon Butler",5014,"WR",13,"SEA",69,36,52.2,385,4,60.4,59.9,39.6,78,62.4,10.7,119,3.3,63,20,6,2,0,5,76.1,1,0,"2010",NA,NA,NA,NA,183,2009,"2"
"183","Derek Hagan",3027,"WR",13,"OAK",34,20,58.8,259,0,68.5,67.1,59.7,74.6,NA,13,76,3.8,38,14,1,1,0,1,70.6,1,0,"2012",NA,NA,NA,NA,68,2006,"7"
"184","Derek Hagan",3027,"WR",7,"NYG",39,24,61.5,223,1,68.1,66.6,53.1,75.5,NA,9.3,33,1.4,17,15,3,4,0,1,46.2,0,0,"2010",NA,NA,NA,NA,110,2006,"5"
"185","Derek Hagan",3027,"WR",16,"TEN",31,19,61.3,254,1,58.9,57.9,45.1,74.1,74.3,13.4,35,1.8,38,10,3,0,0,0,98.1,1,1,"2014",2014,"Titans",57000,855000,102,2006,"9"
"186","Derek Hagan",3027,"WR",10,"BUF",40,24,60,252,1,62.4,62.6,51.6,75.3,74.4,10.5,43,1.8,29,15,3,2,0,0,65.8,2,1,"2011",NA,NA,NA,NA,100,2006,"6"
"187","Derrick Williams",5005,"WR",6,"DET",5,3,60,30,0,45.5,45.3,36.2,65.8,NA,10,8,2.7,17,1,1,0,0,0,77.1,2,1,"2010",NA,NA,NA,NA,51,2009,"2"
"188","DeSean Jackson",4363,"WR",11,"PHI",75,46,61.3,709,2,76.2,75.7,84.8,36.9,NA,15.4,249,5.4,77,30,1,3,1,8,84.8,0,0,"2012",2012,"Eagles",3e+06,1.1e+07,226,2008,"5"
"189","DeSean Jackson",4363,"WR",15,"WAS",89,56,62.9,1005,4,73,72,61.2,79.9,NA,17.9,277,4.9,80,35,6,2,0,3,107.2,0,0,"2016",2016,"Redskins",9250000,8e+06,192,2008,"9"
"190","DeSean Jackson",4363,"WR",14,"PHI",92,47,51.1,1056,6,61.6,61,28,57,65.7,22.5,352,7.5,91,35,11,2,2,2,105.2,3,1,"2010",2010,"Eagles",818250,480000,209,2008,"3"
"191","DeSean Jackson",4363,"WR",9,"WAS",44,30,68.2,528,4,77.1,75.9,88,26.6,NA,17.6,155,5.2,77,15,0,1,0,2,129.7,0,0,"2015",2015,"Redskins",9250000,7500000,98,2008,"8"
"192","DeSean Jackson",4363,"WR",15,"WAS",87,56,64.4,1169,6,74.9,76.6,68.7,81,NA,20.9,476,8.5,81,35,4,3,0,4,116.4,2,0,"2014",2014,"Redskins",4250000,8e+06,239,2008,"7"
"193","DeSean Jackson",4363,"WR",16,"PHI",119,82,68.9,1332,9,83.8,84.5,75.1,62.1,NA,16.2,489,6,61,60,5,2,1,9,124.4,1,0,"2013",2013,"Eagles",9e+06,7e+06,405,2008,"6"
"194","DeSean Jackson",4363,"WR",15,"PHI",95,58,61.1,961,4,70.3,69.1,38.4,81.3,NA,16.6,251,4.3,62,39,8,7,0,1,78.4,1,0,"2011",2011,"Eagles",938250,6e+05,274,2008,"4"
"195","DeSean Jackson",4363,"WR",14,"TB",87,50,57.5,668,3,76.8,76.8,86.6,79.9,NA,13.4,190,3.8,41,36,1,4,0,1,74.3,0,0,"2017",2017,"Buccaneers",12500000,12500000,141,2008,"10"
"196","DeSean Jackson",4363,"WR",12,"TB",72,41,56.9,774,4,79.4,80.8,74.8,81,NA,18.9,177,4.3,75,31,2,7,0,2,73.3,2,1,"2018",2018,"Buccaneers",1.1e+07,1.1e+07,85,2008,"11"
"197","DeSean Jackson",4363,"WR",3,"PHI",10,9,90,159,2,81.7,83,56.7,70.6,NA,17.7,18,2,53,6,1,0,0,0,158.3,1,0,"2019",2019,"Eagles",3164000,8675000,25,2008,"12"
"198","Devery Henderson",1771,"WR",15,"NO",44,22,50,316,1,50.5,47.1,28.8,75.2,74.1,14.4,80,3.6,41,10,5,3,1,2,52.8,2,0,"2012",NA,NA,NA,NA,229,2004,"9"
"199","Devery Henderson",1771,"WR",16,"NO",48,32,66.7,503,2,59.6,57,69,77.1,67.2,15.7,165,5.2,79,22,2,2,1,5,97.8,1,0,"2011",NA,NA,NA,NA,238,2004,"8"
"200","Devery Henderson",1771,"WR",16,"NO",60,34,56.7,464,1,59.3,57.3,29.8,77.9,64.5,13.6,140,4.1,57,21,6,4,0,1,59.3,0,0,"2010",NA,NA,NA,NA,184,2004,"7"
"201","Devin Aromashodu",3178,"WR",15,"MIN",21,11,52.4,182,0,64.6,60.1,78.7,71.5,NA,16.5,37,3.4,31,10,0,1,0,2,62,0,0,"2012",NA,NA,NA,NA,112,2006,"7"
"202","Devin Aromashodu",3178,"WR",16,"MIN",78,26,33.3,468,1,63.3,60.8,37.7,76.1,NA,18,119,4.6,60,21,5,6,0,1,27.1,0,0,"2011",NA,NA,NA,NA,261,2006,"6"
"203","Devin Aromashodu",3178,"WR",13,"CHI",21,10,47.6,149,0,66,64.9,31.3,71.9,NA,14.9,52,5.2,34,8,3,0,0,0,71.3,0,0,"2010",NA,NA,NA,NA,121,2006,"5"
