player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Ryan Kerrigan,6168,ED,16,WAS,1064,586,349,129,70.0,51.9,65.6,75.6,68.7,69,9,9,51,5,38,7,5,41,2,21,17,119,7.0,105,18,1,1,1,86.3,5,1
Corey Liuget,6170,DI,16,SD,716,450,266,0,65.5,65.4,60.8,62.7,70.9,33,7,6,20,8,33,6,5,28,1,0,0,0,,0,,0,0,0,0.0,4,0
Prince Amukamara,6171,CB,13,NYG,728,0,281,447,69.9,68.7,68.6,,71.1,0,0,0,0,0,49,7,6,11,0,63,33,375,11.4,114,62,2,1,4,74.5,4,0
Adrian Clayborn,6172,ED,3,TB,176,123,50,3,51.0,52.9,24.1,54.3,57.1,5,0,0,5,0,2,0,2,2,0,1,0,0,,0,,0,0,0,39.6,0,0
Phil Taylor Sr.,6173,DI,8,CLV,263,134,127,2,61.6,60.7,31.2,63.8,58.0,8,1,1,6,0,15,1,3,14,0,0,0,0,,0,,0,0,0,0.0,1,0
Cameron Jordan,6176,ED,16,NO,1038,604,421,13,70.6,76.4,64.7,66.4,51.8,45,8,5,32,3,51,12,5,42,3,3,3,32,10.7,29,15,0,0,0,111.1,5,2
Jimmy Smith,6179,CB,10,BLT,463,0,188,275,44.9,55.4,40.5,,44.5,0,0,0,0,0,31,0,8,7,0,39,27,320,11.9,40,49,0,0,1,94.0,7,1
Muhammad Wilkerson,6182,DI,16,NYJ,910,473,434,3,89.6,88.6,68.4,74.8,64.7,37,5,10,22,4,57,14,3,54,3,0,0,0,,0,,0,0,0,0.0,4,0
Cameron Heyward,6183,DI,16,PIT,262,151,110,1,66.2,75.2,77.1,52.0,60.8,8,2,1,5,0,16,5,0,11,0,0,0,0,,0,,0,0,0,0.0,0,0
Ras-I Dowling,6185,CB,6,NE,83,0,11,72,58.1,62.6,38.4,,57.3,0,0,0,0,0,5,1,2,3,0,9,7,49,7.0,34,17,0,0,1,89.4,3,1
Aaron Williams,6186,CB,11,BUF,547,0,238,309,53.0,56.2,62.7,,51.9,0,0,0,0,0,23,4,4,6,0,43,24,341,14.2,60,43,5,0,4,120.4,3,0
Jabaal Sheard,6189,ED,16,CLV,986,576,391,19,68.8,74.4,64.7,57.2,77.3,37,7,4,26,3,36,9,4,38,1,4,4,2,0.5,12,5,0,0,0,79.2,6,1
Akeem Ayers,6191,LB,16,TEN,861,133,402,326,59.7,67.0,52.2,74.7,46.7,21,7,4,10,2,70,16,15,45,1,47,35,384,11.0,249,46,4,1,4,117.7,7,2
Bruce Carter,6192,LB,11,DAL,607,33,268,306,72.0,76.5,86.7,61.1,64.4,4,0,2,2,0,64,6,3,30,0,41,32,308,9.6,178,59,2,0,2,114.2,2,0
Jarvis Jenkins,6193,DI,16,WAS,544,331,212,1,56.4,63.1,57.3,54.1,61.2,17,0,4,13,0,17,3,2,12,0,0,0,0,,0,,0,0,0,0.0,3,0
Brooks Reed,6194,ED,12,HST,585,308,209,68,73.8,70.7,68.7,65.4,72.2,24,3,3,18,2,17,3,3,15,1,6,4,32,8.0,16,13,0,0,1,79.9,0,0
Rahim Moore,6197,S,16,DEN,1043,7,386,650,72.3,81.7,89.9,61.5,69.8,1,1,0,0,0,69,12,8,17,0,27,19,218,11.5,72,58,1,1,3,91.3,2,0
Marcus Gilchrist,6202,CB,16,SD,621,54,149,418,59.0,75.2,65.7,67.6,55.9,9,1,2,6,2,49,4,7,16,0,55,46,465,10.1,203,54,4,0,2,126.1,2,1
Da'Quan Bowers,6203,ED,10,TB,281,200,65,16,71.1,77.9,63.6,58.0,67.1,17,3,5,9,0,11,1,3,11,0,2,1,4,4.0,0,4,0,0,1,56.3,1,0
Marvin Austin,6204,DI,8,NYG,102,52,49,1,64.1,63.7,71.0,58.7,60.0,2,0,0,2,0,4,1,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Stephen Paea,6205,DI,15,CHI,595,375,220,0,63.6,50.1,38.2,69.5,62.7,23,4,2,17,2,15,6,3,14,0,0,0,0,,0,,0,0,0,0.0,0,0
Brandon Harris,6212,CB,6,HST,176,3,40,133,50.9,76.9,75.7,70.1,47.7,1,0,0,1,0,11,1,1,4,0,20,10,228,22.8,107,63,1,0,4,107.9,5,0
Jonas Mouton,6213,LB,2,SD,5,1,4,0,92.5,71.3,74.9,60.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Terrell McClain,6217,DI,4,HST,21,14,7,0,62.3,65.7,,54.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Dontay Moch,6218,LB,1,CIN,4,4,0,0,53.3,,,54.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Nate Irving,6219,LB,8,DEN,36,4,15,17,56.9,71.7,28.8,56.1,47.2,1,0,1,0,0,1,0,1,1,0,1,0,0,,0,,0,0,0,39.6,0,0
Kelvin Sheppard,6220,LB,16,BUF,503,24,301,178,69.8,61.7,84.9,85.3,69.5,8,2,2,4,0,48,15,4,24,0,18,13,85,6.5,49,12,1,0,1,100.5,1,0
Justin Houston,6222,ED,16,KC,993,352,468,173,81.6,73.6,78.8,76.1,75.6,44,10,7,27,3,50,13,3,40,1,25,17,190,11.2,154,42,1,1,1,87.1,1,0
Martez Wilson,6224,ED,16,NO,270,206,32,32,68.8,54.5,74.1,73.3,68.9,23,3,5,15,0,6,9,1,6,1,3,2,23,11.5,8,12,0,0,1,89.6,3,0
Jurrell Casey,6229,DI,16,TEN,779,407,361,11,79.2,83.7,74.0,62.6,59.6,13,3,3,7,0,44,4,1,33,1,0,0,0,,0,,0,0,0,0.0,2,1
Chris Culliver,6232,CB,16,SF,670,0,147,523,75.0,76.4,66.9,,75.4,0,0,0,0,0,36,5,4,6,0,73,36,471,13.1,94,53,4,2,8,76.9,5,0
Mason Foster,6236,LB,16,TB,737,67,333,337,63.8,64.7,77.7,57.4,62.8,6,2,1,3,0,82,20,7,46,0,36,28,230,8.2,139,17,2,1,1,100.2,2,0
Allen Bailey,6238,DI,8,KC,164,105,56,3,46.7,53.2,72.3,46.5,60.8,2,0,0,2,0,3,1,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Drake Nevis,6239,DI,9,IND,259,150,109,0,65.7,70.3,75.2,55.2,,7,1,2,4,0,6,7,0,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Johnny Patrick,6240,CB,15,NO,215,7,47,161,39.4,88.3,58.4,40.7,36.8,0,0,0,0,0,22,1,4,3,0,35,24,339,14.1,97,34,5,0,1,139.2,2,0
Shareece Wright,6241,CB,9,SD,116,3,22,91,73.8,69.2,66.5,48.0,74.4,1,0,0,1,0,11,0,2,6,1,16,8,70,8.8,40,23,0,0,2,62.0,1,0
Curtis Marsh,6242,CB,12,PHI,62,0,26,36,52.8,66.9,36.4,,49.0,0,0,0,0,0,4,0,1,1,0,5,4,58,14.5,15,25,0,0,1,115.0,1,0
Akeem Dent,6243,LB,16,ATL,498,32,244,222,68.3,72.2,73.1,56.0,63.1,3,0,2,1,0,50,14,5,26,0,20,18,211,11.7,161,53,2,0,2,144.0,2,1
Chris Conte,6245,S,15,CHI,855,14,316,525,60.2,62.6,68.2,46.6,61.5,1,0,0,1,0,61,7,10,8,0,26,16,237,14.8,38,30,0,2,3,59.3,4,0
Kenrick Ellis,6246,DI,12,NYJ,232,82,150,0,55.0,56.5,63.2,56.3,60.0,2,0,0,2,0,14,4,1,12,0,0,0,0,,0,,0,0,0,0.0,1,0
Curtis Brown,6247,CB,8,PIT,80,0,7,73,36.5,63.6,48.7,,34.2,0,0,0,0,0,9,1,2,1,0,15,11,126,11.5,40,39,1,0,0,120.4,1,1
Sione Fua,6249,DI,13,CAR,252,139,112,1,39.8,34.2,56.1,55.5,62.9,5,0,1,4,0,7,3,1,5,1,0,0,0,,0,,0,0,0,0.0,1,0
K.J. Wright,6251,LB,15,SEA,865,97,301,467,64.5,63.6,84.0,64.6,63.7,13,1,3,9,0,78,19,5,37,0,78,57,506,8.9,355,24,1,1,3,88.9,2,0
Da'Norris Searcy,6252,S,13,BUF,272,6,124,142,67.5,88.0,90.1,44.7,58.8,0,0,0,0,0,23,7,1,8,2,5,3,75,25.0,9,44,0,0,1,104.2,1,0
Sam Acho,6255,ED,16,ARZ,997,383,448,166,62.0,54.6,68.3,59.4,75.0,34,4,9,21,0,42,4,3,37,2,19,13,67,5.2,66,13,0,2,0,34.2,3,1
Christian Ballard,6258,DI,16,MIN,378,235,141,2,63.9,60.4,47.3,64.4,69.4,18,1,5,12,0,11,3,4,10,0,0,0,0,,0,,0,0,0,0.0,2,0
Quinton Carter,6260,S,2,DEN,14,1,3,10,60.6,60.0,,57.3,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Colin McCarthy,6261,LB,7,TEN,385,26,155,204,40.2,39.8,56.9,45.2,49.6,1,0,0,1,0,33,2,7,19,0,21,18,271,15.1,160,47,0,1,0,98.9,0,0
Chimdi Chekwa,6265,CB,2,OAK,12,0,2,10,75.7,59.5,45.9,,79.7,0,0,0,0,0,1,0,1,1,0,2,1,7,7.0,5,7,0,0,1,58.3,0,0
Casey Matthews,6268,LB,9,PHI,42,2,29,11,53.1,61.0,75.8,56.4,45.8,0,0,0,0,0,4,0,0,3,0,3,1,5,5.0,8,5,0,0,0,42.4,0,0
Jalil Brown,6270,CB,9,KC,363,0,145,218,46.5,56.1,55.2,,46.3,0,0,0,0,0,20,0,3,5,0,38,21,322,15.3,110,30,3,0,2,109.8,3,0
Chris Prosinski,6273,S,16,JAX,674,2,278,394,53.9,56.4,53.0,53.4,54.5,0,0,0,0,0,46,6,10,9,0,23,19,274,14.4,79,40,5,1,3,137.8,1,0
Roc Carmichael,6279,CB,2,HST,42,0,6,36,60.3,60.1,78.8,,59.7,0,0,0,0,0,5,0,0,1,0,6,3,60,20.0,22,49,0,0,1,85.4,0,0
Cortez Allen,6280,CB,15,PIT,543,24,160,359,84.3,68.2,65.1,62.3,84.7,5,0,4,1,0,35,3,5,11,2,77,45,448,10.0,157,31,1,2,9,68.5,3,1
Davon House,6283,CB,8,GB,311,1,86,224,72.6,54.6,65.9,81.9,72.4,1,1,0,0,0,18,1,2,5,0,45,23,295,12.8,78,37,4,0,5,101.6,2,1
Buster Skrine,6289,CB,16,CLV,722,11,226,485,63.0,72.7,59.8,55.1,60.4,1,0,1,0,0,71,2,11,22,1,93,68,751,11.0,251,64,5,0,10,114.6,9,1
Brandon Burton,6291,CB,2,MIN,6,0,4,2,53.2,60.0,,,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Karl Klug,6294,DI,16,TEN,250,175,75,0,67.4,57.2,37.4,71.6,,17,4,2,11,0,2,4,3,5,0,0,0,0,,0,,0,0,0,0.0,1,0
Josh Thomas,6295,CB,13,CAR,515,0,139,376,61.0,73.3,74.9,,59.7,0,0,0,0,0,26,3,2,11,0,51,32,424,13.3,157,46,2,0,6,102.1,4,0
Shiloh Keo,6296,S,7,HST,48,3,18,27,65.7,66.8,82.0,50.2,69.3,0,0,0,0,0,3,0,0,1,0,1,1,7,7.0,0,7,0,1,0,56.3,1,1
DeJon Gomes,6298,S,12,WAS,385,17,103,265,60.0,48.9,58.9,46.9,65.8,2,0,1,1,0,29,4,6,8,0,22,12,183,15.3,84,73,1,1,3,78.4,2,0
Ahmad Black,6303,S,16,TB,416,15,65,336,66.2,61.3,61.8,78.6,63.7,5,0,3,2,0,25,7,5,3,0,15,9,191,21.2,96,80,3,2,3,104.2,1,0
Richard Sherman,6306,CB,16,SEA,951,1,333,617,92.5,64.4,71.3,86.3,92.6,1,1,0,0,0,56,8,6,13,3,86,40,632,15.8,135,56,2,8,15,40.5,5,1
Chris Carter,6314,ED,4,PIT,103,35,41,27,62.8,53.7,77.1,53.0,78.7,0,0,0,0,0,3,2,0,1,0,2,1,-3,-3.0,4,-3,0,0,1,56.3,0,0
Chykie Brown,6316,CB,9,BLT,242,5,70,167,54.6,67.3,72.7,45.8,53.6,0,0,0,0,0,14,2,1,6,0,26,15,180,12.0,44,44,1,0,4,91.8,1,0
Pernell McPhee,6317,DI,12,BLT,423,270,152,1,61.9,69.6,77.5,55.5,62.7,21,2,8,11,0,15,2,1,15,0,0,0,0,,0,,0,0,0,0.0,1,0
Chris White,6321,ED,1,BUF,8,1,2,5,48.9,64.2,78.0,59.6,46.8,0,0,0,0,0,2,0,0,0,0,2,2,32,16.0,28,23,0,0,0,118.8,0,0
Mistral Raymond,6322,S,10,MIN,377,4,141,232,29.8,56.0,59.1,50.8,30.8,0,0,0,0,0,14,2,3,1,0,12,7,107,15.3,24,33,2,0,1,127.4,2,0
Byron Maxwell,6325,CB,4,SEA,144,0,29,115,73.1,74.0,79.9,,71.8,0,0,0,0,0,6,0,0,1,0,14,5,69,13.8,20,21,0,0,1,52.4,1,0
David Carter,6336,DI,15,ARZ,289,147,142,0,53.0,49.7,51.4,60.8,60.0,7,0,1,6,1,10,5,2,6,0,0,0,0,,0,,0,0,0,0.0,1,0
D.J. Smith,6338,LB,6,GB,369,55,140,174,64.2,58.0,76.1,62.3,67.8,8,2,1,5,0,31,6,3,14,0,21,14,145,10.4,58,23,2,0,3,118.2,2,0
Colin Jones,6342,S,1,CAR,22,0,3,19,68.5,60.8,78.2,,65.3,0,0,0,0,0,1,1,0,0,0,2,0,0,,0,,0,0,0,39.6,0,0
Brian Rolle,6345,LB,2,PHI,18,2,13,3,35.1,48.3,75.1,56.7,45.3,0,0,0,0,0,2,0,0,0,0,1,1,7,7.0,4,7,0,0,0,95.8,0,0
J.T. Thomas,6347,LB,2,CHI,8,1,3,4,64.2,61.0,,60.0,63.9,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Tyler Sash,6350,S,3,NYG,36,0,9,27,54.5,56.7,80.1,,57.8,0,0,0,0,0,2,1,0,0,0,2,2,17,8.5,10,13,0,0,0,102.1,0,0
Jerrell Powe,6351,DI,9,KC,125,55,70,0,52.9,56.7,74.2,55.9,,1,0,0,1,0,5,1,1,5,0,0,0,0,,0,,0,0,0,0.0,1,0
Jacquian Williams,6354,LB,10,NYG,286,44,83,159,58.6,66.0,88.2,58.8,54.3,7,1,0,6,0,23,3,0,8,0,18,14,169,12.1,84,36,0,0,0,105.8,0,0
Pep Levingston,6357,DI,3,TB,36,14,22,0,69.8,68.0,68.7,61.3,,0,0,0,0,0,2,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Justin Rogers,6358,CB,15,BUF,537,5,148,384,48.4,73.9,66.9,47.4,44.4,0,0,0,0,0,31,3,4,8,0,62,41,477,11.6,260,41,2,1,4,93.3,2,0
D'Aundre Reed,6367,ED,5,MIN,21,13,7,1,60.6,62.3,,60.9,59.5,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Anthony Gaitor,6374,CB,4,TB,123,4,26,93,55.0,39.5,27.1,47.0,59.8,0,0,0,0,0,8,0,5,7,0,25,17,170,10.0,87,23,2,0,5,113.8,1,0
Markus White,6376,ED,3,TB,20,16,3,1,56.3,59.9,,55.4,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Cliff Matthews,6382,ED,7,ATL,80,33,47,0,71.4,68.3,70.2,65.0,,4,0,0,4,0,3,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Frank Kearse,6383,DI,8,CAR,157,75,82,0,56.0,52.5,27.9,60.4,60.0,4,1,0,3,0,6,0,2,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Lawrence Guy,6385,DI,9,IND,184,87,97,0,61.7,63.5,76.0,55.4,,4,1,1,2,0,15,3,0,13,0,0,0,0,,0,,0,0,0,0.0,0,0
Andrew Gachkar,6386,LB,5,SD,83,8,33,42,56.2,63.0,67.2,64.7,50.7,2,1,0,1,0,10,1,2,4,0,5,5,43,8.6,21,16,1,0,0,142.1,0,0
Jimmy Wilson,6387,CB,15,MIA,589,46,166,377,55.0,56.9,69.3,49.6,57.1,5,2,1,2,1,32,5,5,14,0,64,42,498,11.9,287,38,2,0,3,99.6,2,0
Malcolm Smith,6394,LB,7,SEA,166,12,74,80,70.9,74.9,74.2,50.2,65.5,1,0,0,1,0,16,3,1,10,0,9,6,46,7.7,29,11,0,0,1,78.9,0,0
Eric Hagg,6400,S,11,CLV,352,4,125,223,63.9,61.8,47.9,85.2,61.3,2,0,1,1,0,21,0,6,8,0,22,16,179,11.2,62,44,1,0,1,111.7,1,0
Tommie Campbell,6403,CB,4,TEN,68,1,18,49,70.8,27.7,55.1,60.0,81.4,0,0,0,0,0,6,0,1,2,0,7,3,19,6.3,6,8,0,0,1,50.3,0,0
Cheta Ozougwu,6406,LB,2,CHI,23,9,14,0,57.6,50.3,72.2,54.5,72.1,0,0,0,0,0,3,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Spencer Paysinger,6419,LB,9,NYG,134,5,83,46,64.9,66.8,64.1,55.9,59.7,0,0,0,0,0,14,4,2,9,0,10,10,89,8.9,51,23,0,0,0,103.7,0,0
Alex Albright,6431,LB,11,DAL,179,14,85,80,58.2,67.7,69.8,55.6,50.5,1,0,0,1,0,13,2,3,8,0,10,6,49,8.2,31,14,3,0,0,112.1,0,0
Matt Asiata,6432,FB,1,MIN,1,0,1,0,60.4,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Mario Harvey,6447,LB,5,IND,24,1,23,0,70.7,68.2,75.2,59.8,,0,0,0,0,0,2,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Chris Harris Jr.,6457,CB,15,DEN,903,64,318,521,90.4,91.1,81.5,50.0,89.6,9,3,0,6,0,58,3,6,29,0,75,44,450,10.2,216,46,2,3,3,68.2,1,0
Ian Williams,6472,DI,3,SF,32,18,14,0,60.6,53.7,70.8,56.3,65.9,1,0,0,1,0,2,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Jeff Tarpinian,6478,LB,1,NE,6,0,3,3,72.4,65.1,74.9,,63.0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Sealver Siliga,6483,DI,1,DEN,4,2,2,0,78.0,67.7,68.6,59.0,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Larry Dean,6487,LB,4,MIN,9,0,9,0,67.5,64.8,71.7,,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Josh Bynes,6503,LB,7,BLT,211,14,107,90,67.4,79.0,79.3,53.9,52.4,1,0,1,0,0,23,4,1,12,1,9,8,100,12.5,56,28,0,0,0,113.0,0,0
Bryan Hall,6504,DI,4,BLT,71,50,21,0,56.7,54.5,26.8,65.9,60.0,4,0,3,1,0,2,1,2,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Josh Victorian,6509,CB,4,PIT,132,1,39,92,55.6,52.5,27.0,58.0,56.5,0,0,0,0,0,9,0,5,0,0,17,11,131,11.9,36,19,1,0,4,107.7,1,0
Nick Bellore,6515,LB,1,NYJ,5,1,0,4,63.3,,,60.0,62.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Darrin Walls,6553,CB,3,NYJ,81,1,32,48,69.9,65.9,75.2,59.0,69.9,0,0,0,0,0,2,0,0,0,0,5,1,37,37.0,0,37,0,0,1,57.9,1,0
Mario Addison,6558,ED,11,CAR,113,69,36,8,73.8,65.5,73.9,70.2,63.4,5,1,0,4,0,3,0,0,4,1,0,0,0,,0,,0,0,0,0.0,0,0
Jordan Miller,6568,DI,1,GB,15,13,2,0,60.8,60.2,,59.5,,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Anthony Walters,6575,S,4,CHI,110,1,29,80,51.6,33.9,48.4,57.8,59.7,0,0,0,0,0,7,1,2,3,0,4,4,31,7.8,5,21,0,0,0,99.0,0,0
Kevin Rutland,6605,CB,6,JAX,103,0,42,61,58.0,74.1,50.1,,53.6,0,0,0,0,0,7,1,2,3,0,10,8,143,17.9,57,51,1,0,0,152.1,0,0
Cedric Thornton,6607,DI,16,PHI,395,180,215,0,53.1,54.0,53.9,64.4,60.0,10,1,1,8,0,19,7,2,15,0,0,0,0,,0,,0,0,0,0.0,4,1
Jeron Johnson,6621,S,16,SEA,125,26,17,82,66.5,70.4,85.2,55.4,65.1,3,2,1,0,0,2,1,0,3,1,3,2,0,0.0,4,1,1,0,0,109.7,0,0
Michael Morgan,6623,LB,8,SEA,104,4,43,57,65.5,62.1,81.9,55.0,66.9,0,0,0,0,0,9,2,0,4,0,8,7,49,7.0,35,13,0,0,0,92.2,0,0
Ron Parker,6625,CB,2,SEA,26,0,6,20,68.8,60.0,,,68.8,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,39.6,0,0
Vince Agnew,6629,CB,4,DAL,11,0,2,9,33.4,60.0,,,35.1,0,0,0,0,0,0,0,0,0,0,2,2,34,17.0,17,21,0,0,0,118.8,0,0
Jonathan Freeny,6633,LB,4,MIA,38,0,23,15,60.7,62.6,59.7,,57.3,0,0,0,0,0,4,1,1,3,0,2,1,8,8.0,5,8,0,0,0,60.4,0,0
Demarcus Dobbs,6655,DI,10,SF,44,17,25,2,81.5,87.7,74.0,51.3,60.5,0,0,0,0,0,3,4,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Mana Silva,6662,S,4,BUF,53,2,19,32,48.3,65.5,82.0,55.4,47.9,0,0,0,0,0,4,0,0,1,0,0,0,0,,0,,0,0,0,0.0,1,0
David Sims,6667,S,2,PHI,62,0,30,32,54.6,37.9,39.7,,64.8,0,0,0,0,0,7,1,3,2,0,4,3,27,9.0,5,9,0,0,1,92.7,0,0
Mister Alexander,6697,LB,3,HST,16,0,13,3,69.2,65.6,,,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Bryan Braman,6699,ED,8,HST,61,22,39,0,55.6,59.2,45.3,51.0,60.0,0,0,0,0,0,4,0,2,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Isa Abdul-Quddus,6722,S,12,NO,473,11,122,340,72.5,35.7,54.9,39.7,82.3,0,0,0,0,0,30,6,8,3,0,16,7,88,12.6,29,25,0,2,6,21.9,0,0
Bront Bird,6731,LB,4,SD,110,10,27,73,82.8,64.9,81.3,63.2,85.2,1,0,0,1,1,8,1,0,4,0,10,5,32,6.4,14,10,0,1,0,17.5,0,0
Damik Scafe,6741,DI,2,SD,14,9,5,0,56.4,53.5,,62.7,,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
M.D. Jennings,6752,S,15,GB,561,12,174,375,62.5,59.2,76.4,41.8,64.2,0,0,0,0,0,37,8,5,6,0,19,8,53,6.6,18,14,3,1,1,67.3,0,0
Jamari Lattimore,6754,LB,1,GB,8,8,0,0,52.1,,,52.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Brandian Ross,6755,CB,7,OAK,175,4,76,95,72.4,75.8,87.5,67.6,67.7,1,0,1,0,0,16,2,0,8,0,19,12,111,9.3,68,34,1,0,0,96.6,0,0
Vic So'oto,6759,LB,1,WAS,2,2,0,0,57.4,,,57.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Mark Herzlich,6767,LB,11,NYG,175,5,110,60,57.5,55.7,68.7,66.0,59.2,1,0,0,1,0,13,8,3,4,0,8,7,64,9.1,22,24,1,0,0,139.6,0,0
Ricardo Silva,6773,S,8,DET,414,3,164,247,58.2,64.2,49.0,53.0,56.0,0,0,0,0,0,28,3,7,5,0,15,8,120,15.0,39,31,0,1,2,52.1,0,0
Joe Young,6786,S,9,IND,343,6,150,187,64.1,65.4,71.4,60.2,65.7,1,0,0,1,0,20,0,2,6,0,3,3,37,12.3,42,20,0,0,0,118.1,2,0
Mario Butler,6797,CB,1,DAL,7,0,2,5,63.2,60.0,,,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Orie Lemon,6800,LB,3,DAL,25,0,16,9,52.0,44.6,78.2,,67.5,0,0,0,0,0,3,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
LeQuan Lewis,6810,CB,4,TB,69,0,22,47,71.6,28.9,33.9,,80.9,0,0,0,0,0,6,0,2,1,0,9,6,94,15.7,26,29,0,1,1,61.6,0,0
James Dockery,6814,CB,4,CAR,158,0,34,124,64.3,71.8,85.2,,62.7,0,0,0,0,0,15,3,0,3,0,16,12,148,12.3,25,30,0,0,1,103.1,0,0
Ricky Lumpkin,6837,DI,1,ARZ,6,2,4,0,70.2,66.9,68.6,59.2,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Thomas Keiser,6852,ED,4,CAR,106,62,41,3,56.7,63.8,39.9,55.3,56.1,4,1,1,2,0,2,1,1,1,0,1,1,11,11.0,6,11,0,0,0,112.5,0,0
Sterling Moore,6871,CB,13,DAL,327,0,83,244,58.9,61.5,79.5,,58.0,0,0,0,0,0,24,0,1,9,0,35,27,452,16.7,158,44,1,0,2,128.0,2,1
Tracy Wilson,6945,CB,1,TEN,4,0,2,2,62.2,60.0,,,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Michael Wilhoite,6989,LB,2,SF,10,0,3,7,64.4,60.7,,,62.3,0,0,0,0,0,0,0,0,0,0,1,1,-4,-4.0,1,-4,0,0,0,79.2,0,0
Will Hill III,6999,S,9,NYG,212,9,60,143,71.3,85.7,90.3,66.1,63.8,2,0,2,0,0,23,4,0,6,1,13,10,91,9.1,47,23,2,0,0,134.9,0,0
Craig Robertson,7003,LB,16,CLV,612,55,167,390,61.3,50.8,49.4,61.7,66.0,4,1,2,1,0,67,9,13,27,0,70,54,582,10.8,398,55,1,2,1,93.9,0,0
Morris Claiborne,7012,CB,15,DAL,879,3,377,499,64.3,48.0,64.9,43.9,69.0,0,0,0,0,0,52,5,7,10,1,69,48,571,11.9,227,38,4,1,7,107.8,8,2
Mark Barron,7013,S,16,TB,1072,27,367,678,55.3,81.2,70.5,55.6,43.3,4,0,0,4,0,77,12,13,15,1,48,31,451,14.5,124,33,4,1,7,114.1,3,0
Luke Kuechly,7015,LB,16,CAR,921,30,379,512,72.5,78.2,87.5,56.0,64.3,2,1,1,0,0,125,36,11,67,0,68,54,502,9.3,240,25,2,2,4,95.0,1,0
Stephon Gilmore,7016,CB,16,BUF,1055,0,436,619,61.3,69.5,75.9,,61.4,0,0,0,0,0,62,3,4,11,3,87,49,736,15.0,244,41,3,1,8,91.0,12,0
Dontari Poe,7017,DI,16,KC,743,403,340,0,55.5,57.0,69.5,51.5,70.4,12,0,3,9,3,34,4,3,29,0,0,0,0,,0,,0,0,0,0.0,0,0
Fletcher Cox,7018,DI,15,PHI,509,303,205,1,71.0,61.0,77.6,66.9,67.8,24,4,6,14,1,24,6,1,21,1,0,0,0,,0,,0,0,1,0.0,1,0
Michael Brockers,7020,DI,13,SL,602,320,263,19,61.9,66.8,59.5,62.9,51.9,18,5,4,9,1,21,4,2,21,0,3,2,15,7.5,1,8,1,0,0,118.1,2,1
