player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Osi Umenyiora,1371,ED,16,ATL,730,441,263,26,70.8,70.3,72.2,63.8,70.7,40,7,4,29,1,28,5,1,23,2,1,1,17,17.0,6,17,0,1,1,79.2,2,1
Cory Redding,1381,DI,15,IND,627,369,257,1,65.8,72.9,54.3,55.7,63.0,31,5,6,20,2,22,12,6,20,0,0,0,0,,0,,0,0,0,0.0,1,0
Lance Briggs,1383,LB,9,CHI,557,47,246,264,58.0,59.1,48.3,71.6,55.0,7,3,3,1,0,57,10,18,35,2,45,33,328,9.9,232,29,1,0,4,101.0,1,0
Chris Crocker,1399,CB,12,CIN,513,24,143,346,73.1,76.2,65.1,55.7,73.6,7,1,1,5,0,29,8,7,12,0,45,26,177,6.8,107,21,1,2,2,55.5,4,1
Jarret Johnson,1421,ED,11,SD,433,152,193,88,71.0,76.0,53.7,61.4,61.5,15,4,1,10,2,28,3,4,26,2,15,13,134,10.3,93,30,0,0,1,103.9,1,0
Asante Samuel,1432,CB,11,ATL,500,2,220,278,63.6,61.2,65.9,54.9,63.2,1,0,0,1,0,27,0,3,8,1,35,26,444,17.1,116,59,1,1,2,113.7,1,0
Ike Taylor,1437,CB,16,PIT,1056,1,415,640,53.6,71.4,41.9,60.0,49.6,0,0,0,0,0,55,6,13,9,0,113,71,1043,14.7,328,81,6,0,12,110.6,5,1
Robert Mathis,1447,ED,16,IND,844,481,323,40,90.6,69.1,75.2,90.7,83.5,63,19,5,39,2,35,3,7,45,7,3,2,22,11.0,11,14,0,0,0,88.2,2,0
Aubrayo Franklin,1455,DI,16,IND,337,129,204,4,58.6,57.2,78.8,56.4,62.0,4,0,0,4,2,22,3,0,16,0,0,0,0,,0,,0,0,0,0.0,0,0
Yeremiah Bell,1513,S,16,ARZ,1074,59,357,658,65.5,75.9,77.0,47.0,65.3,8,1,2,5,0,64,13,7,19,0,58,36,441,12.3,145,61,7,2,6,110.7,3,0
Chris Clemons,1585,ED,14,SEA,573,368,184,21,54.8,48.2,63.1,65.4,71.4,41,5,8,28,3,15,3,4,11,1,0,0,0,,0,,0,0,0,0.0,5,1
Colin Cole,1589,DI,15,CAR,311,166,144,1,51.0,52.3,75.2,51.6,63.1,6,1,1,4,0,12,2,3,11,0,0,0,0,,0,,0,0,0,0.0,1,1
Israel Idonije,1632,ED,15,DET,335,212,121,2,62.0,63.1,74.0,59.8,60.3,26,1,2,23,0,9,1,1,9,0,0,0,0,,0,,0,0,0,0.0,1,0
Cullen Jenkins,1637,DI,16,NYG,701,466,232,3,62.0,60.0,67.1,60.1,62.5,38,5,6,27,0,16,5,8,18,2,0,0,0,,0,,0,0,0,0.0,1,1
Quintin Mikell,1662,S,14,CAR,677,26,250,401,65.8,61.0,71.7,92.2,61.1,6,3,0,3,1,46,7,8,19,2,30,21,254,12.1,76,39,6,0,4,135.3,1,0
DeAngelo Hall,1729,CB,16,WAS,998,1,417,580,68.4,63.9,41.4,60.0,71.0,0,0,0,0,0,68,10,18,16,2,94,60,727,12.1,301,35,4,4,9,84.0,4,0
Dunta Robinson,1731,CB,8,KC,268,10,79,179,52.8,52.8,29.7,57.3,54.8,2,0,0,2,0,14,1,6,8,0,26,18,257,14.3,130,69,1,0,4,113.8,1,0
Jonathan Vilma,1733,LB,1,NO,12,1,7,4,33.7,49.0,74.9,59.2,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
D.J. Williams,1738,LB,6,CHI,213,16,101,96,59.9,55.8,65.2,71.6,60.0,3,2,0,1,0,22,7,5,14,1,13,9,55,6.1,47,22,1,0,0,103.0,1,0
Vince Wilfork,1742,DI,4,NE,174,100,73,1,53.4,60.2,72.5,48.0,60.0,3,0,0,3,0,5,2,1,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Jason Babin,1748,ED,16,JAX,770,474,272,24,61.8,57.8,63.9,71.2,67.3,59,8,17,34,0,27,5,4,25,1,2,2,6,3.0,9,4,0,0,0,79.2,10,1
Karlos Dansby,1754,LB,16,ARZ,1083,158,357,568,81.1,66.6,71.8,65.4,87.5,23,8,4,11,4,103,7,12,63,1,80,52,520,10.0,333,47,3,4,10,75.0,2,0
Daryl Smith,1760,LB,16,BLT,1076,88,433,555,72.2,54.1,82.7,74.9,81.2,18,6,2,10,0,67,34,7,34,2,73,43,415,9.7,212,23,4,3,8,76.0,2,0
Dwan Edwards,1772,DI,11,CAR,335,233,98,4,60.9,49.7,75.6,66.5,62.2,24,3,7,14,0,9,8,0,9,0,0,0,0,,0,,0,0,0,0.0,1,0
Darnell Dockett,1785,DI,16,ARZ,870,578,291,1,56.8,59.0,67.1,51.1,73.3,40,5,13,22,2,35,3,5,30,0,1,0,0,,0,,0,0,0,39.6,5,0
Randy Starks,1792,DI,16,MIA,729,407,313,9,78.7,78.6,63.7,70.9,54.3,40,4,6,30,1,39,9,5,35,1,0,0,0,,0,,0,0,0,0.0,2,0
Shaun Phillips,1819,ED,16,DEN,772,478,248,46,73.5,71.5,74.5,62.2,87.1,47,11,4,32,4,26,1,8,28,2,4,3,18,6.0,32,13,0,1,0,43.8,1,0
Isaac Sopoaga,1825,DI,14,NE,357,178,178,1,54.5,50.9,76.4,58.9,60.3,10,2,1,7,1,9,3,0,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Will Allen,1832,S,13,PIT,539,12,138,389,57.2,72.4,54.0,47.5,53.2,2,0,0,2,0,34,6,9,11,1,38,27,415,15.4,148,70,3,2,2,111.2,0,0
Robert Geathers,1838,ED,2,CIN,22,11,11,0,54.3,57.9,,53.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jared Allen,1847,ED,16,MIN,1063,686,363,14,65.8,66.4,44.2,66.1,51.3,65,13,18,34,5,32,4,8,32,2,3,2,34,17.0,25,19,0,0,0,104.9,2,0
Antonio Smith,1856,DI,15,HST,744,445,298,1,63.9,52.2,46.4,75.7,59.1,46,8,9,29,0,19,5,6,21,1,0,0,0,,0,,0,0,0,0.0,5,1
Mike Adams,1972,S,15,DEN,695,22,231,442,61.7,77.4,88.0,47.4,57.3,6,0,2,4,1,47,15,3,13,0,36,20,325,16.3,140,43,2,1,2,92.9,1,0
Jabari Greer,2057,CB,10,NO,544,3,202,339,62.6,77.3,81.0,54.0,59.0,1,0,0,1,0,26,1,1,6,0,52,28,438,15.6,162,44,3,1,6,93.3,0,0
Tommy Kelly,2093,DI,5,NE,220,130,90,0,64.5,60.1,76.1,63.6,,14,3,5,6,0,13,2,0,10,0,0,0,0,,0,,0,0,0,0.0,0,0
George Wilson,2210,S,15,TEN,411,19,152,240,77.9,85.3,74.8,59.8,70.9,2,0,1,1,0,24,1,3,9,0,23,14,168,12.0,71,25,0,1,2,65.1,1,0
Adam Jones,2223,CB,16,CIN,986,0,323,663,79.3,68.1,41.0,,79.0,0,0,0,0,0,52,4,13,18,1,100,56,763,13.6,381,69,4,3,9,81.4,2,0
Antrel Rolle,2225,S,16,NYG,1132,21,446,665,81.7,79.0,58.5,85.6,81.5,3,2,0,1,0,74,12,11,29,1,62,39,339,8.7,174,24,1,6,2,43.1,5,1
Carlos Rogers,2226,CB,16,SF,1053,18,388,647,63.7,72.0,58.5,50.0,61.0,4,0,0,4,0,44,4,8,16,0,93,57,684,12.0,300,59,2,2,4,82.0,3,0
DeMarcus Ware,2228,ED,13,DAL,634,374,244,16,77.2,72.6,81.4,68.0,90.1,48,6,8,34,0,26,5,0,28,0,0,0,0,,0,,0,1,0,0.0,2,0
Thomas Davis Sr.,2231,LB,16,CAR,995,101,341,553,82.4,69.5,65.0,60.5,90.3,19,4,2,13,0,102,21,19,54,1,86,68,483,7.1,340,35,1,2,4,84.3,1,0
Derrick Johnson,2232,LB,15,KC,1016,74,367,575,89.0,68.0,55.6,77.9,90.8,23,4,7,12,0,91,15,21,57,0,55,37,392,10.6,315,49,2,2,3,84.8,2,0
Marcus Spears,2237,DI,5,BLT,142,69,73,0,60.7,65.7,73.5,47.7,61.3,1,0,0,1,0,7,1,0,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Patterson,2248,DI,16,NYG,404,190,212,2,62.7,70.9,60.5,54.1,53.9,6,0,1,5,0,19,6,3,15,0,0,0,0,,0,,0,0,0,0.0,2,0
Kevin Burnett,2259,LB,16,OAK,986,134,388,464,54.9,75.2,55.3,58.5,39.1,20,3,4,13,0,77,23,16,49,2,68,58,605,10.4,401,49,7,1,3,131.9,3,1
Corey Webster,2260,CB,4,NYG,167,0,55,112,57.4,42.4,52.5,,62.6,0,0,0,0,0,7,1,2,2,0,15,9,82,9.1,43,19,0,0,1,74.9,1,0
Jonathan Babineaux,2276,DI,16,ATL,905,531,372,2,63.7,70.5,32.2,51.6,66.9,34,1,5,28,0,34,8,12,31,1,1,1,5,5.0,9,5,0,0,0,87.5,1,0
Vincent Jackson,2278,WR,1,TB,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,5,0
Justin Tuck,2291,ED,16,NYG,877,545,317,15,78.6,76.4,72.5,67.8,71.3,68,12,12,44,2,36,8,6,37,2,1,1,-3,-3.0,2,-3,0,1,0,39.6,3,1
Chris Canty,2349,DI,15,BLT,567,336,229,2,64.4,69.0,69.9,54.9,62.3,22,2,5,15,3,23,2,4,19,2,1,0,0,,0,,0,0,1,39.6,0,0
Matt Giordano,2352,S,7,SL,118,0,44,74,48.4,66.5,63.1,,46.8,0,0,0,0,0,5,0,1,3,0,5,3,32,10.7,3,15,1,1,0,78.8,0,0
Trent Cole,2363,ED,16,PHI,890,446,319,125,76.8,77.2,63.2,73.1,54.2,51,9,14,28,2,40,4,5,42,3,8,7,143,20.4,81,62,1,0,0,158.3,1,0
Michael Boley,2377,LB,5,CIN,56,2,15,39,58.1,62.4,29.5,56.4,56.6,0,0,0,0,0,6,0,1,4,0,7,6,47,7.8,24,19,0,0,0,94.6,0,0
C.J. Mosley,2408,DI,16,DET,324,194,130,0,75.1,81.2,75.4,61.8,65.6,14,0,5,9,0,12,7,0,8,1,0,0,0,,0,,0,0,0,0.0,3,0
Kevin Vickerson,2433,DI,11,DEN,393,235,154,4,52.2,67.0,76.5,56.0,62.8,17,1,1,15,2,17,3,2,17,0,0,0,0,,0,,0,0,0,0.0,8,2
Jay Ratliff,2441,DI,5,CHI,207,119,88,0,55.9,61.9,44.4,49.1,60.0,6,1,2,3,0,7,3,2,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Lorenzo Alexander,2476,ED,3,ARZ,78,40,23,15,51.0,55.6,47.0,63.2,37.5,5,0,0,5,1,2,1,2,1,0,4,3,31,10.3,26,15,0,0,0,96.9,0,0
Chase Blackburn,2498,LB,10,CAR,199,4,112,83,54.3,47.0,41.0,65.5,64.8,1,0,0,1,0,14,5,5,10,0,5,4,22,5.5,19,12,1,0,0,124.6,0,0
Brandon Browner,2512,CB,8,SEA,455,0,177,278,67.2,61.6,87.7,,66.9,0,0,0,0,0,20,2,0,4,0,38,20,240,12.0,23,32,2,1,9,78.8,5,0
Chris Carr,2526,CB,10,NO,147,5,18,124,66.6,45.0,60.7,48.4,69.5,0,0,0,0,0,10,2,1,5,0,19,11,129,11.7,68,31,1,1,1,74.2,0,0
Heath Farwell,2588,LB,8,SEA,43,6,12,25,50.9,53.7,84.5,64.4,51.3,0,0,0,0,0,3,1,2,2,0,2,2,18,9.0,12,11,0,0,0,104.2,0,0
John Kuhn,2686,FB,2,GB,2,0,1,1,42.2,60.0,27.3,,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jim Leonhard,2694,S,15,BUF,614,15,245,354,56.1,31.9,30.0,51.9,67.7,1,0,0,1,0,31,5,11,8,0,27,16,192,12.0,96,42,4,3,1,81.1,1,0
Dimitri Patterson,2868,CB,6,MIA,237,2,105,130,86.4,59.9,62.2,85.9,89.9,1,1,0,0,0,19,2,3,6,0,31,18,219,12.2,66,30,1,4,3,51.1,2,0
Ahmad Brooks,2945,ED,16,SF,972,466,377,129,62.9,74.0,63.6,58.2,60.7,44,9,9,26,4,46,3,13,40,1,14,12,60,5.0,50,17,0,1,0,54.8,8,0
Mario Williams,2946,ED,16,BUF,1003,588,399,16,73.8,71.1,78.3,68.4,72.6,69,14,7,48,4,22,4,2,28,1,0,0,0,,0,,0,0,0,0.0,3,0
A.J. Hawk,2950,LB,16,GB,1000,109,421,470,59.8,38.2,65.3,56.5,79.3,15,4,1,10,0,71,24,13,32,1,51,35,374,10.7,196,32,1,1,3,88.2,1,0
Michael Huff,2952,S,6,DEN,135,12,28,95,45.8,57.2,50.0,53.4,48.4,2,0,0,2,0,5,1,2,1,0,5,5,181,36.2,115,78,3,0,0,158.3,0,0
Donte Whitner,2953,S,16,SF,1019,6,386,627,79.7,80.8,81.2,43.0,84.0,2,0,0,2,0,59,16,7,12,2,48,25,286,11.4,70,38,2,2,6,66.8,5,0
Ernie Sims,2954,LB,12,DAL,385,13,203,169,30.9,31.3,74.7,50.3,46.6,0,0,0,0,0,33,5,3,10,1,21,16,225,14.1,184,34,2,0,0,142.0,2,0
Haloti Ngata,2957,DI,15,BLT,702,383,318,1,70.5,77.7,73.8,58.0,60.0,20,2,3,15,3,32,8,2,28,0,0,0,0,,0,,0,0,0,0.0,3,0
Kamerion Wimbley,2958,ED,16,TEN,356,268,87,1,57.2,56.6,50.0,57.8,61.4,32,3,3,26,1,7,1,3,9,0,0,0,0,,0,,0,0,0,0.0,1,0
Brodrick Bunkley,2959,DI,12,NO,250,107,141,2,71.1,77.3,75.2,47.8,64.8,2,0,1,1,0,12,3,1,12,0,0,0,0,,0,,0,0,0,0.0,0,0
Chad Greenway,2962,LB,16,MIN,1157,100,413,644,47.7,47.4,51.7,63.4,44.5,13,3,4,6,0,94,24,21,43,0,88,68,829,12.2,607,77,4,3,0,106.7,1,0
Antonio Cromartie,2964,CB,16,NYJ,1071,0,398,673,50.5,74.5,58.2,,46.3,0,0,0,0,0,33,4,5,7,1,92,49,937,19.1,398,77,7,3,5,100.7,8,2
Tamba Hali,2965,ED,15,KC,950,533,339,78,84.6,71.6,51.4,73.5,90.7,77,12,7,58,0,22,10,8,26,4,4,2,12,6.0,16,7,0,1,0,16.7,2,0
Manny Lawson,2967,ED,15,BUF,706,108,370,228,78.3,68.1,73.3,56.1,90.2,11,4,2,5,0,48,6,6,37,1,20,17,76,4.5,89,17,1,1,0,78.3,0,0
Johnathan Joseph,2969,CB,15,HST,839,0,358,481,74.9,72.2,59.9,60.0,73.8,1,0,1,0,0,45,1,6,12,0,87,42,518,12.3,164,58,5,3,9,71.9,6,2
Mathias Kiwanuka,2977,ED,16,NYG,877,524,332,21,47.9,53.3,49.3,51.0,60.6,43,7,14,22,1,19,9,4,21,2,3,3,41,13.7,16,31,0,0,1,118.8,6,0
DeMeco Ryans,2978,LB,16,PHI,1167,147,411,609,57.5,60.7,71.4,44.3,61.3,8,4,1,3,0,103,25,14,43,0,65,48,516,10.8,311,28,2,2,4,94.1,2,0
D'Qwell Jackson,2979,LB,16,CLV,1149,109,451,589,60.2,51.9,76.9,57.1,65.8,15,2,1,12,1,89,17,8,39,1,60,44,425,9.7,252,32,1,1,2,91.3,1,0
Rocky McIntosh,2980,LB,12,DET,40,2,29,9,51.0,52.1,44.0,59.5,55.2,0,0,0,0,0,5,0,0,3,0,1,1,3,3.0,4,3,0,0,0,79.2,0,0
Danieal Manning,2987,S,6,HST,326,8,156,162,62.6,55.1,70.1,70.9,63.7,2,1,0,1,0,20,1,3,8,0,15,7,70,10.0,28,31,0,0,0,60.4,0,0
Roman Harper,2988,S,9,NO,375,37,111,227,58.9,71.9,82.1,43.8,56.9,7,0,2,5,0,32,3,3,15,0,25,18,216,12.0,63,37,0,1,0,81.4,0,0
Bernard Pollard,2999,S,16,TEN,1063,29,431,603,68.2,79.8,87.2,58.7,63.5,4,1,2,1,0,80,13,8,31,0,56,41,477,11.6,238,39,4,3,4,100.1,3,0
Richard Marshall,3003,CB,15,SD,625,5,219,401,53.4,69.4,70.5,67.4,49.2,2,0,0,2,0,56,4,7,13,0,64,45,543,12.1,202,51,4,0,4,116.9,5,1
Tim Jennings,3007,CB,16,CHI,1033,1,465,567,70.0,62.2,43.7,59.0,70.0,0,0,0,0,0,58,5,14,14,3,87,47,601,12.8,224,37,3,4,7,68.2,1,0
Darryl Tapp,3008,ED,11,WAS,84,30,45,9,57.5,59.7,58.1,59.4,48.7,3,1,0,2,0,8,0,2,7,0,1,1,7,7.0,10,7,0,0,0,95.8,0,0
James Anderson,3033,LB,16,CHI,1000,93,457,450,56.2,37.1,77.6,55.7,78.0,17,3,3,11,0,85,13,9,40,0,58,41,367,9.0,213,29,0,0,2,87.4,0,0
Frostee Rucker,3036,DI,16,ARZ,357,229,128,0,56.8,52.9,58.7,59.0,62.9,25,1,10,14,0,10,1,1,9,0,0,0,0,,0,,0,0,0,0.0,1,0
Jason Hatcher,3037,DI,15,DAL,755,473,276,6,76.8,64.1,49.2,79.1,61.1,51,11,7,33,1,22,8,7,29,2,0,0,0,,0,,0,0,0,0.0,2,0
Will Blackmon,3060,CB,15,JAX,674,6,286,382,75.9,88.3,47.2,97.6,65.0,2,1,0,1,0,40,10,9,14,2,56,37,604,16.3,281,91,5,1,8,124.4,2,0
Stephen Tulloch,3061,LB,16,DET,1040,64,378,598,81.7,75.5,90.2,62.2,82.6,9,4,4,1,0,112,20,9,67,0,61,49,456,9.3,210,33,1,1,3,96.4,0,0
Domata Peko Sr.,3068,DI,16,CIN,648,342,304,2,53.1,54.5,50.1,51.6,61.4,14,4,1,9,0,31,9,5,24,0,0,0,0,,0,,0,0,0,0.0,2,0
Barry Cofield,3069,DI,16,WAS,729,442,280,7,61.8,50.4,69.7,67.1,65.9,41,3,9,29,0,20,5,2,18,1,0,0,0,,0,,0,0,0,0.0,1,0
Elvis Dumervil,3071,ED,15,BLT,560,332,163,65,88.4,78.6,86.2,90.0,73.6,61,10,11,40,1,15,7,0,21,2,4,3,15,5.0,18,8,0,0,0,80.2,7,2
Kyle Williams,3079,DI,16,BUF,943,571,365,7,79.3,80.3,68.5,75.8,52.7,69,13,17,39,1,31,15,4,37,1,0,0,0,,0,,0,0,0,0.0,7,1
Rob Ninkovich,3080,ED,16,NE,1103,552,463,88,80.5,90.2,85.1,60.5,61.9,69,9,14,46,1,57,20,5,48,2,15,9,57,6.3,20,15,0,0,0,67.9,1,0
Parys Haralson,3085,ED,16,NO,365,112,193,60,74.1,70.2,76.0,61.8,77.0,14,4,6,4,0,18,5,2,19,0,5,2,21,10.5,7,11,0,0,1,52.9,0,0
Dawan Landry,3091,S,16,NYJ,1087,58,414,615,60.6,81.4,75.9,44.3,53.8,9,0,3,6,0,76,10,8,21,0,39,22,302,13.7,121,38,3,1,3,96.3,1,0
Tim Dobbins,3096,LB,1,HST,1,1,0,0,59.7,,,59.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Omar Gaither,3113,LB,3,ATL,33,1,23,9,65.5,61.8,84.4,59.6,66.3,0,0,0,0,0,4,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Reed Doughty,3118,S,14,WAS,409,13,235,161,50.4,60.8,49.0,40.2,47.6,1,0,0,1,0,52,8,13,23,0,15,9,108,12.0,48,27,0,1,0,54.3,0,0
Johnny Jolly,3128,DI,13,GB,288,137,149,2,53.2,53.9,63.7,50.2,64.4,4,0,1,3,1,13,5,1,10,0,0,0,0,,0,,0,0,0,0.0,0,0
Jeremy Mincey,3136,ED,10,DEN,300,178,117,5,66.8,73.5,75.4,63.2,59.1,24,2,1,21,0,11,2,1,12,0,1,1,17,17.0,8,17,0,0,0,118.8,2,0
Kedric Golston,3141,DI,16,WAS,467,215,251,1,55.4,52.4,62.5,58.1,60.2,19,0,4,15,0,11,4,2,8,0,0,0,0,,0,,0,0,0,0.0,0,0
Antoine Bethea,3152,S,16,IND,1032,25,420,587,62.8,80.1,89.5,58.4,53.3,7,1,3,3,0,85,18,7,23,0,33,22,320,14.5,67,41,3,2,3,103.1,0,0
Derrick Martin,3153,CB,2,CHI,5,0,3,2,47.7,60.0,78.9,,46.2,0,0,0,0,0,1,0,0,0,0,1,1,6,6.0,0,6,0,0,0,91.7,0,0
Fred Evans,3157,DI,14,MIN,349,163,185,1,64.8,74.8,63.0,58.7,59.5,9,0,2,7,3,17,2,3,13,1,0,0,0,,0,,0,0,0,0.0,5,0
Cortland Finnegan,3160,CB,7,SL,362,18,133,211,33.4,26.8,60.1,49.8,46.5,2,0,1,1,0,25,5,6,4,0,34,26,353,13.6,176,44,4,1,0,136.0,6,3
Stephen Bowen,3242,DI,10,WAS,415,266,149,0,50.5,54.4,77.1,49.7,59.9,12,0,3,9,1,17,2,1,10,0,0,0,0,,0,,0,0,0,0.0,0,0
Jarrett Bush,3261,CB,8,GB,115,2,16,97,77.6,48.1,38.5,56.2,78.6,0,0,0,0,0,5,2,3,1,0,14,9,80,8.9,52,15,0,1,3,49.7,1,0
Blake Costanzo,3278,LB,3,CHI,24,0,15,9,41.7,37.1,82.3,,64.2,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Steve Gregory,3326,S,14,NE,841,11,323,507,63.3,74.6,76.9,60.7,57.0,2,1,1,0,0,62,12,10,22,0,40,24,258,10.8,109,42,2,0,1,95.6,2,0
