player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Jason Hunter,3360,ED,13,OAK,618,367,240,11,48.1,55.3,80.4,54.7,41.7,22,4,6,12,2,18,6,1,14,1,3,3,32,10.7,27,14,0,0,0,111.1,5,1
Tom Johnson,3378,DI,12,NO,227,170,55,2,49.9,57.3,73.4,51.2,58.9,11,2,2,7,0,5,2,1,5,0,0,0,0,,0,,0,0,0,0.0,1,0
Tony McDaniel,3423,DI,16,SEA,530,270,260,0,77.3,85.2,65.9,56.7,60.0,18,2,2,14,1,35,5,4,33,0,0,0,0,,0,,0,0,0,0.0,1,0
Tramon Williams,3558,CB,16,GB,1044,35,413,596,73.4,73.0,62.7,75.9,72.0,8,2,3,3,1,66,7,9,27,2,84,51,695,13.6,242,55,4,3,4,88.1,11,3
Brent Grimes,3589,CB,16,MIA,1110,6,460,644,88.7,68.9,63.7,69.9,89.4,3,0,1,2,0,59,3,10,9,0,98,59,730,12.4,252,47,0,4,14,66.3,2,0
Garrett McIntyre,3598,ED,13,NYJ,267,89,129,49,62.3,67.2,45.9,62.9,51.4,10,2,0,8,0,9,3,2,8,0,2,1,16,16.0,11,16,0,0,0,77.1,1,0
Calvin Johnson,3618,WR,1,DET,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
LaRon Landry,3622,S,12,IND,787,22,316,449,65.1,62.8,60.8,36.4,70.6,2,0,1,1,0,70,11,13,21,0,30,22,175,8.0,72,20,2,0,0,109.7,3,0
Patrick Willis,3627,LB,14,SF,869,58,327,484,84.3,79.2,82.2,77.5,78.7,11,3,2,6,0,84,15,7,47,2,59,47,407,8.7,281,66,1,0,1,101.1,0,0
Darrelle Revis,3630,CB,16,TB,952,1,365,586,84.7,75.8,72.2,78.8,83.2,1,1,0,0,0,41,8,6,18,2,63,34,400,11.8,159,76,4,2,6,81.4,1,0
Lawrence Timmons,3631,LB,16,PIT,1080,136,430,514,64.1,59.9,63.5,57.1,66.8,15,3,4,8,0,95,10,12,66,2,75,55,500,9.1,324,37,2,2,2,88.7,1,0
Leon Hall,3634,CB,5,CIN,276,3,105,168,86.3,76.1,75.6,53.7,86.2,0,0,0,0,0,17,3,1,9,0,36,18,153,8.5,57,24,1,1,3,59.1,0,0
Michael Griffin,3635,S,14,TEN,904,12,363,529,72.4,83.4,77.3,71.6,65.7,2,0,0,2,0,67,11,9,16,1,24,17,190,11.2,42,23,1,1,3,90.6,2,0
Aaron Ross,3636,CB,3,NYG,155,1,69,85,69.8,68.4,63.9,59.3,68.8,1,0,0,1,0,5,0,1,0,0,16,7,116,16.6,15,47,1,1,5,63.5,2,0
Reggie Nelson,3637,S,15,CIN,981,48,334,599,70.8,73.5,67.1,85.3,66.5,12,1,4,7,0,49,7,7,14,1,30,19,206,10.8,53,30,4,2,2,95.3,3,0
Brandon Meriweather,3640,S,13,WAS,738,18,284,436,51.7,56.6,46.8,69.3,51.1,4,1,2,1,0,61,5,16,18,1,29,23,319,13.9,136,37,2,2,0,106.8,2,0
Jon Beason,3641,LB,14,NYG,787,44,311,432,48.0,66.6,63.4,50.2,36.2,5,0,1,4,0,69,15,10,33,0,52,42,536,12.8,339,45,2,1,0,114.4,2,0
Anthony Spencer,3642,ED,1,DAL,34,23,11,0,65.9,55.9,69.2,60.1,61.3,2,0,1,1,0,2,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Alan Branch,3649,DI,16,BUF,597,264,330,3,66.1,72.2,73.0,52.7,56.4,10,0,4,6,1,34,5,4,28,0,0,0,0,,0,,0,0,0,0.0,3,0
Paul Posluszny,3650,LB,15,JAX,1046,56,463,527,63.4,60.7,88.7,56.1,64.9,13,4,4,5,0,145,22,12,80,0,66,49,503,10.3,227,35,1,2,6,88.1,0,0
Eric Weddle,3653,S,16,SD,994,52,363,579,85.0,71.8,85.9,79.4,87.4,11,1,2,8,1,82,21,12,30,0,57,40,377,9.4,224,70,0,2,2,73.5,1,0
Chris Houston,3657,CB,12,DET,738,0,279,459,50.1,57.6,29.5,,48.4,0,0,0,0,0,42,5,11,13,0,79,48,834,17.4,274,85,5,2,7,107.3,3,2
Lamarr Woodley,3662,ED,11,PIT,577,206,267,104,73.9,62.5,54.6,76.7,76.3,37,5,8,24,1,25,3,7,18,1,8,5,18,3.6,15,7,0,0,0,66.7,3,0
David Harris,3663,LB,16,NYJ,1104,100,419,585,67.2,73.6,74.0,59.4,59.9,16,2,2,12,0,86,30,13,53,1,52,41,416,10.1,245,72,3,0,0,119.2,2,0
Justin Durant,3664,LB,10,DAL,201,9,92,100,64.6,52.5,44.7,53.2,75.3,1,0,0,1,0,17,8,8,9,1,15,13,85,6.5,61,20,0,0,1,90.3,0,0
Eric Wright,3669,CB,6,SF,119,1,20,98,69.7,65.0,82.5,59.4,69.4,0,0,0,0,0,9,0,0,2,0,10,6,107,17.8,18,29,0,1,1,57.1,0,0
Josh Wilson,3671,CB,16,WAS,968,45,399,524,65.4,56.1,53.9,85.0,63.8,11,2,3,6,1,68,11,16,24,2,85,64,805,12.6,372,51,5,1,5,119.0,2,0
Usama Young,3682,S,11,OAK,200,29,65,106,74.0,63.7,91.1,73.6,69.3,6,3,0,3,0,16,2,0,7,0,4,4,47,11.8,13,22,0,1,1,76.0,0,0
Charles Johnson,3699,ED,14,CAR,721,460,234,27,71.0,63.1,78.4,70.4,65.1,64,12,9,43,0,13,4,1,22,1,2,1,11,11.0,0,11,0,0,1,66.7,2,1
Brandon Mebane,3701,DI,16,SEA,535,260,272,3,89.8,85.0,71.0,77.9,62.4,32,0,6,26,1,24,13,1,22,0,0,0,0,,0,,0,0,0,0.0,0,0
Ray McDonald,3713,DI,14,SF,647,403,242,2,59.0,67.5,78.8,51.8,63.8,29,4,3,22,1,27,7,1,21,0,1,0,0,,0,,0,0,0,39.6,2,0
Brian Robison,3718,ED,16,MIN,973,648,317,8,70.6,62.3,78.5,68.4,64.7,83,9,11,63,3,23,5,5,26,0,1,0,0,,0,,0,0,0,39.6,2,0
Paul Soliai,3724,DI,15,MIA,522,234,284,4,68.3,68.9,68.3,64.1,57.5,14,2,3,9,5,24,4,2,19,1,0,0,0,,0,,0,0,0,0.0,2,0
Stephen Nicholas,3725,LB,7,ATL,130,6,76,48,76.7,84.9,66.7,62.0,54.0,1,1,0,0,0,22,5,1,11,1,6,5,21,4.2,17,8,1,0,1,120.8,0,0
Dashon Goldson,3742,S,13,TB,810,12,313,485,50.3,61.1,54.5,61.7,51.6,2,0,0,2,0,56,17,15,16,1,30,19,294,15.5,106,37,4,1,5,121.4,6,0
Antwan Barnes,3750,ED,5,NYJ,147,98,25,24,63.4,50.4,48.9,69.1,62.2,11,2,4,5,0,2,0,2,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Jay Richardson,3754,ED,2,NO,16,7,9,0,38.9,44.2,,52.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Tarell Brown,3763,CB,13,SF,759,3,264,492,67.2,71.8,53.4,53.3,65.2,0,0,0,0,0,33,1,6,6,0,73,42,522,12.4,155,44,3,0,11,93.5,6,1
Antonio Johnson,3768,DI,16,TEN,382,181,201,0,64.4,57.7,64.9,64.9,67.3,13,3,2,8,0,12,5,2,11,0,0,0,0,,0,,0,0,1,0.0,1,0
Will Herring,3777,LB,10,NO,41,3,17,21,34.1,30.3,79.5,56.6,49.2,0,0,0,0,0,4,1,0,1,0,7,4,30,7.5,7,21,1,1,0,67.6,1,0
Eric Frampton,3781,S,1,NO,5,0,1,4,62.0,60.0,85.5,,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Derek Landri,3782,DI,9,TB,123,75,46,2,42.8,51.7,27.2,51.3,52.7,2,1,0,1,0,5,0,2,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Corey Graham,3784,CB,16,BLT,689,11,206,472,75.6,64.0,76.4,89.9,74.9,3,1,1,1,0,56,1,4,22,0,74,43,495,11.5,209,46,7,4,6,87.4,4,1
William Gay,3786,CB,16,PIT,919,15,338,566,80.3,85.6,62.0,87.3,75.1,4,1,0,3,0,59,3,9,27,1,89,52,493,9.5,205,31,1,1,5,72.9,3,0
Adam Hayward,3798,LB,11,TB,188,14,95,79,52.7,49.4,68.2,48.3,65.3,1,0,0,1,0,11,1,3,7,0,11,8,90,11.3,74,26,1,0,1,127.1,1,0
John Wendling,3800,S,1,DET,1,0,0,1,60.0,,67.3,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Desmond Bishop,3808,LB,4,MIN,46,4,23,19,71.0,68.2,64.8,57.1,68.6,0,0,0,0,0,6,1,1,4,0,1,1,5,5.0,11,5,0,0,0,87.5,0,0
Marvin Mitchell,3836,LB,15,MIN,307,15,180,112,64.7,62.7,81.8,57.6,65.2,2,0,0,2,0,26,15,3,16,0,19,13,117,9.0,86,26,1,0,1,102.3,0,0
Trumaine McBride,3837,CB,11,NYG,609,0,215,394,75.1,51.2,51.9,,77.4,0,0,0,0,0,35,1,6,10,0,73,32,369,11.5,94,56,2,2,8,57.4,1,1
Alan Ball,3853,CB,15,JAX,1012,1,423,588,76.6,74.5,61.2,57.9,75.6,0,0,0,0,0,46,7,9,17,0,79,43,569,13.2,225,46,2,2,13,75.3,6,1
Keyunta Dawson,3858,ED,8,NO,76,54,20,2,75.2,50.3,72.3,61.0,81.1,7,2,1,4,0,1,2,0,1,1,0,0,0,,0,,0,0,0,0.0,0,0
Marquice Cole,3909,CB,7,NE,163,2,57,104,50.9,48.3,51.1,54.1,52.1,1,0,0,1,0,7,1,2,2,0,16,11,181,16.5,100,39,2,1,1,120.1,0,0
Craig Dahl,3920,S,7,SF,89,2,54,33,49.0,67.8,47.2,60.0,44.8,1,0,0,1,0,5,2,0,2,0,1,1,51,51.0,13,51,0,0,0,118.8,0,0
Mike Devito,3928,DI,14,KC,439,242,197,0,79.3,90.9,78.5,50.0,,12,0,1,11,0,19,9,1,12,0,0,0,0,,0,,0,0,0,0.0,0,0
Daniel Muir,4022,DI,10,OAK,212,131,79,2,50.0,51.3,75.1,51.6,60.4,8,1,4,3,0,11,2,1,9,0,0,0,0,,0,,0,0,0,0.0,0,0
Nick Roach,4054,LB,16,OAK,1083,141,439,503,66.4,48.2,58.5,73.6,75.7,27,6,0,21,1,87,22,18,43,5,43,35,375,10.7,279,33,1,1,1,101.1,1,0
Jason Trusnik,4083,LB,10,MIA,182,10,118,54,70.0,71.7,71.0,64.8,58.8,2,0,0,2,0,15,4,1,11,0,6,5,53,10.6,34,18,0,0,1,103.5,0,0
James Ihedigbo,4147,S,16,BLT,1077,41,432,604,63.2,84.7,54.1,90.2,48.6,10,0,5,5,0,79,12,18,32,2,44,28,344,12.3,113,46,1,3,4,66.9,2,0
Michael Adams,4192,CB,5,TB,86,5,12,69,54.6,71.6,41.1,73.7,49.6,3,1,0,2,0,11,0,1,6,0,15,11,134,12.2,34,27,0,0,1,100.4,2,0
Gary Gibson,4232,DI,13,TB,164,88,76,0,44.2,43.9,70.2,51.5,,3,0,3,0,0,2,1,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Akeem Jordan,4270,LB,16,KC,473,32,231,210,75.2,79.5,84.0,55.2,66.4,3,0,0,3,0,58,16,4,33,1,12,11,125,11.4,93,27,1,0,0,137.8,1,0
Edgar Jones,4280,ED,4,DAL,73,54,19,0,48.2,56.8,60.0,47.9,,1,0,0,1,1,2,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Chris Long,4316,ED,16,SL,845,516,322,7,65.6,62.0,69.4,71.9,81.0,63,10,7,46,2,27,6,4,27,1,0,0,0,,0,,0,0,0,0.0,10,3
Glenn Dorsey,4319,DI,16,SF,437,180,257,0,74.0,76.6,82.1,55.1,60.0,6,2,1,3,0,32,6,3,28,0,0,0,0,,0,,0,0,0,0.0,0,0
Keith Rivers,4323,LB,14,NYG,421,46,245,130,63.3,69.2,68.3,56.3,53.4,6,1,0,5,1,24,5,4,11,0,12,8,100,12.5,89,30,0,0,0,92.4,1,0
Jerod Mayo,4324,LB,6,NE,403,29,159,215,57.8,49.8,85.5,61.3,66.1,5,2,1,2,0,38,9,2,16,0,29,17,184,10.8,115,29,0,0,0,77.4,1,0
Leodis McKelvin,4325,CB,15,BUF,930,1,371,558,74.5,55.5,78.1,60.0,76.4,0,0,0,0,0,64,4,5,15,1,102,47,571,12.1,170,38,2,1,13,66.3,3,0
Dominique Rodgers-Cromartie,4330,CB,15,DEN,774,1,265,508,81.3,57.5,63.4,60.0,83.2,1,0,0,1,0,29,2,5,13,0,68,30,453,15.1,220,79,4,3,10,67.8,5,0
Aqib Talib,4334,CB,13,NE,848,2,338,508,65.6,78.7,53.0,58.5,62.8,0,0,0,0,0,38,4,7,6,1,71,38,596,15.7,188,80,3,4,7,72.3,8,2
Mike Jenkins,4339,CB,15,OAK,909,9,360,540,64.1,89.1,78.7,46.3,60.6,5,0,0,5,0,67,3,7,22,2,84,59,691,11.7,322,61,5,2,4,104.8,8,1
Antoine Cason,4341,CB,10,ARZ,167,6,27,134,61.8,65.5,64.5,65.1,62.4,0,0,0,0,0,9,2,1,2,0,19,13,169,13.0,50,29,2,2,1,91.7,1,0
Phillip Merling,4346,DI,3,WAS,41,22,19,0,30.4,39.8,68.1,50.2,60.0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,1
Brandon Flowers,4349,CB,13,KC,868,24,314,530,58.5,68.8,85.4,83.4,54.8,9,1,2,6,0,65,6,3,16,0,96,64,846,13.2,333,60,4,1,5,103.9,6,2
Curtis Lofton,4351,LB,16,NO,941,77,364,500,61.7,61.2,66.6,56.6,62.8,9,2,1,6,1,89,35,17,56,1,67,51,453,8.9,277,31,3,0,1,108.6,2,0
Tracy Porter,4354,CB,16,OAK,995,44,376,575,53.9,70.1,36.1,59.6,50.8,6,1,2,3,0,54,9,18,24,0,94,62,707,11.4,363,33,4,2,8,93.7,6,2
Eddie Royal,4356,WR,1,SD,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Calais Campbell,4364,DI,16,ARZ,968,643,322,3,75.1,72.6,64.5,69.0,61.6,68,11,17,40,5,36,12,11,38,0,0,0,0,,0,,0,0,0,0.0,2,0
Quentin Groves,4366,ED,5,CLV,53,25,19,9,75.9,61.8,45.2,69.7,76.2,3,2,1,0,0,1,0,1,3,0,1,1,-1,-1.0,5,-1,0,0,0,79.2,1,0
Jason Jones,4368,ED,3,DET,87,59,28,0,49.5,46.9,68.8,55.4,,2,0,0,2,1,2,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Terrell Thomas,4377,CB,16,NYG,573,17,158,398,71.1,67.2,58.1,69.8,69.5,1,1,0,0,1,58,4,11,25,1,79,52,549,10.6,267,43,6,1,2,105.9,0,0
Kendall Langford,4380,DI,16,SL,749,403,334,12,60.9,74.1,62.6,56.0,54.7,23,5,2,16,3,36,7,4,32,0,0,0,0,,0,,0,0,0,0.0,6,0
Charles Godfrey,4381,S,2,CAR,112,5,47,60,49.2,48.6,54.1,71.6,51.8,1,1,0,0,0,8,1,2,2,0,4,2,44,22.0,4,23,0,0,2,89.6,0,0
Dan Connor,4388,LB,2,CAR,23,0,10,13,82.5,77.9,80.9,,69.8,0,0,0,0,0,1,2,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Pat Sims,4391,DI,16,OAK,682,347,327,8,71.0,75.4,80.3,58.2,71.8,24,3,7,14,1,36,7,1,29,0,0,0,0,,0,,0,0,0,0.0,6,1
Andre Fluellen,4401,DI,13,DET,165,92,73,0,57.5,62.5,28.3,58.7,,5,0,0,5,0,1,1,2,1,0,0,0,0,,0,,0,0,0,0.0,2,0
Cliff Avril,4406,ED,15,SEA,563,368,166,29,78.6,54.8,79.8,84.6,82.4,47,9,10,28,3,9,3,0,16,5,2,1,2,2.0,4,2,0,0,1,56.3,3,0
Philip Wheeler,4407,LB,16,MIA,1034,127,432,475,48.0,48.8,58.9,68.2,45.2,28,1,4,23,1,93,24,18,41,0,65,47,483,10.3,373,34,3,0,3,108.7,3,0
Andre Caldwell,4411,WR,1,DEN,1,0,1,0,60.0,60.0,50.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Thomas DeCoud,4412,S,15,ATL,893,24,376,493,42.4,59.1,37.4,48.2,36.4,1,0,0,1,1,51,10,12,13,0,36,26,390,15.0,165,53,6,0,2,147.0,1,0
Tyvon Branch,4414,S,2,OAK,64,3,26,35,63.0,64.7,54.2,89.9,55.0,2,1,1,0,0,3,1,1,2,0,3,2,4,2.0,9,3,0,0,0,70.1,0,0
William Hayes,4417,ED,14,SL,347,226,116,5,81.6,80.6,53.6,75.3,58.9,32,5,9,18,2,19,2,5,19,0,2,1,12,12.0,11,12,0,1,0,29.2,2,0
Dwight Lowery,4427,S,3,JAX,126,0,56,70,46.5,61.8,78.4,,45.4,0,0,0,0,0,7,3,1,2,0,5,4,52,13.0,4,17,1,0,1,149.6,0,0
Quintin Demps,4431,S,16,KC,644,17,187,440,53.3,51.7,60.7,42.1,55.1,2,0,0,2,0,31,9,8,10,0,27,15,92,6.1,33,16,1,4,3,35.3,3,1
Craig Steltz,4434,S,9,CHI,122,6,56,60,44.6,36.1,71.9,49.1,57.2,0,0,0,0,0,12,1,4,4,0,3,2,43,21.5,6,22,0,0,0,109.7,0,0
Red Bryant,4435,ED,15,SEA,486,225,259,2,69.5,70.0,71.9,62.6,63.8,21,2,4,15,1,26,7,3,24,0,0,0,0,,0,,0,0,0,0.0,2,1
Bryan Kehl,4437,LB,2,WAS,5,1,3,1,60.6,60.4,89.1,58.5,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jacob Tamme,4441,TE,1,DEN,1,0,1,0,60.0,60.0,90.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Brandon Carr,4454,CB,16,DAL,1124,0,430,694,67.7,66.4,41.9,,66.3,0,0,0,0,0,60,9,15,17,0,113,68,936,13.8,350,87,3,3,7,84.5,6,1
Zackary Bowman,4456,CB,15,CHI,594,1,270,323,67.6,54.0,65.8,58.8,70.6,1,0,0,1,0,41,6,5,10,0,64,44,488,11.1,199,44,1,4,6,70.3,3,1
Orlando Scandrick,4457,CB,16,DAL,1096,26,407,663,75.5,52.5,51.0,77.5,78.8,5,2,1,2,0,59,2,14,20,1,101,62,650,10.5,318,40,5,2,9,88.3,8,2
Letroy Guion,4466,DI,13,MIN,392,221,171,0,56.9,66.0,46.1,53.7,60.0,7,1,1,5,2,15,3,3,13,1,0,0,0,,0,,0,0,0,0.0,2,0
Kroy Biermann,4468,ED,2,ATL,99,38,40,21,56.8,72.0,49.7,53.8,39.8,3,0,1,2,0,6,0,2,2,0,4,3,26,8.7,17,10,0,0,0,91.7,0,0
Erik Walden,4481,ED,15,IND,848,341,364,143,66.4,69.8,67.3,56.2,69.6,35,4,10,21,1,28,15,6,20,1,8,5,32,6.4,24,11,0,0,0,70.8,3,0
Trevor Scott,4483,ED,4,TB,55,33,21,1,57.2,78.7,70.2,54.2,60.0,1,0,0,1,0,2,1,0,1,0,1,1,7,7.0,2,7,0,0,0,95.8,1,0
Geno Hayes,4489,LB,14,JAX,924,38,394,492,63.0,51.4,63.7,53.1,73.7,5,1,1,3,0,59,29,13,31,1,58,36,324,9.0,229,37,1,2,4,68.5,1,0
Corey Lynch,4491,S,3,IND,23,0,2,21,59.7,60.0,52.0,,59.4,0,0,0,0,0,0,0,1,0,0,1,1,36,36.0,42,36,0,0,0,118.8,0,0
Nick Hayden,4495,DI,16,DAL,826,518,300,8,44.9,45.8,61.4,49.7,60.7,23,0,7,16,0,30,12,2,19,1,0,0,0,,0,,0,0,0,0.0,3,1
Spencer Larsen,4497,FB,1,TB,1,0,1,0,60.0,60.0,31.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Ahtyba Rubin,4504,DI,14,CLV,625,330,288,7,66.4,77.4,74.4,45.3,66.2,12,2,3,7,0,36,13,2,28,0,1,1,8,8.0,8,8,0,0,0,100.0,0,0
Ryan Mundy,4508,S,13,NYG,656,16,271,369,62.5,71.0,84.2,80.1,55.5,4,1,0,3,0,56,12,5,21,0,30,21,239,11.4,90,28,3,1,0,113.1,0,0
Joe Mays,4514,LB,14,HST,547,40,298,209,60.9,64.1,52.1,60.4,54.5,4,1,3,0,0,51,15,11,36,0,29,17,137,8.1,111,18,3,0,2,105.1,0,0
Andy Studebaker,4517,ED,9,IND,64,23,27,14,81.1,71.2,82.1,76.0,70.0,4,1,2,1,0,2,2,0,2,0,2,1,21,21.0,19,21,0,0,0,87.5,0,0
Landon Cohen,4530,DI,15,CHI,381,175,206,0,45.1,41.8,51.6,59.0,60.0,9,0,2,7,0,13,2,1,10,0,0,0,0,,0,,0,0,0,0.0,1,0
Steve Johnson,4538,WR,1,BUF,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Cary Williams,4543,CB,16,PHI,1145,2,401,742,64.7,65.9,46.3,81.2,63.3,1,1,0,0,0,60,3,13,14,0,117,69,805,11.7,269,36,4,3,8,80.6,6,3
Rob Jackson,4556,ED,12,WAS,184,84,82,18,61.7,57.6,69.6,57.9,82.4,7,3,0,4,0,9,3,2,8,0,0,0,0,,0,,0,1,0,0.0,1,0
Wesley Woodyard,4583,LB,14,DEN,753,67,255,431,62.4,61.9,81.6,67.5,58.8,18,3,2,13,0,66,18,5,39,1,61,45,430,9.6,261,25,4,1,2,108.0,1,0
Patrick Bailey,4585,LB,2,TEN,3,0,3,0,64.6,61.8,34.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
JoLonn Dunbar,4588,LB,12,SL,423,36,224,163,50.3,58.7,29.4,57.5,49.4,4,0,2,2,0,32,6,13,19,0,18,18,218,12.1,165,23,0,0,0,117.1,3,0
Elbert Mack,4624,CB,1,HST,1,0,1,0,60.0,60.0,90.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Husain Abdullah,4652,S,16,KC,284,25,73,186,70.5,52.4,77.8,78.2,70.9,8,1,2,5,1,12,3,2,7,0,20,13,144,11.1,121,30,1,1,3,82.1,1,0
Leger Douzable,4654,DI,16,NYJ,238,137,99,2,63.6,63.9,76.4,62.7,70.3,13,3,2,8,0,12,3,0,13,0,0,0,0,,0,,0,0,0,0.0,2,0
Erin Henderson,4656,LB,14,MIN,851,65,332,454,65.4,79.1,86.6,66.9,49.0,12,3,2,7,0,81,18,10,43,1,40,30,446,14.9,256,32,4,2,0,123.5,1,0
Jordan Senn,4690,LB,4,CAR,23,4,1,18,47.7,60.0,59.6,55.1,55.6,0,0,0,0,0,1,0,2,1,0,4,3,22,7.3,9,9,0,0,0,87.5,1,0
David Hawthorne,4693,LB,16,NO,685,42,335,308,53.4,56.3,66.5,68.3,48.1,10,3,1,6,0,67,13,11,42,1,44,34,324,9.5,215,60,0,0,0,97.2,0,0
Ropati Pitoitua,4707,ED,16,TEN,579,262,316,1,67.4,72.8,61.5,54.6,59.5,19,4,2,13,6,33,14,5,29,0,0,0,0,,0,,0,0,0,0.0,1,0
Danny Lansanah,4713,LB,1,TB,4,0,4,0,65.5,62.7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Kyle Arrington,4742,CB,16,NE,831,5,318,508,73.7,84.9,58.2,87.9,68.1,3,2,0,1,0,52,2,6,16,2,89,53,680,12.8,273,66,6,1,14,101.3,2,0
Anthony Toribio,4759,DI,7,KC,42,20,22,0,56.8,58.3,70.0,55.7,,1,0,0,1,0,3,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Wallace Gilberry,4763,ED,16,CIN,515,392,119,4,68.9,54.2,77.0,69.1,71.4,37,9,6,22,2,12,3,1,18,0,1,1,-4,-4.0,-1,-4,0,0,0,79.2,2,0
Jameel McClain,4788,LB,10,BLT,370,13,206,151,52.9,40.1,71.6,55.0,70.4,3,0,1,2,0,38,9,4,19,1,18,14,94,6.7,68,20,1,0,0,106.9,0,0
Jerrell Freeman,4888,LB,16,IND,961,65,378,518,70.6,64.4,72.5,93.6,57.0,18,6,3,9,1,93,18,13,57,6,62,49,481,9.8,338,41,0,2,2,85.6,1,0
Cameron Wake,4907,ED,15,MIA,682,418,239,25,81.1,61.5,49.5,88.6,52.4,71,10,20,41,1,19,4,7,23,2,2,2,14,7.0,8,8,0,0,0,95.8,1,0
Tyson Jackson,4926,DI,15,KC,501,261,240,0,71.0,79.8,62.3,51.1,60.0,12,4,0,8,4,29,7,2,23,0,0,0,0,,0,,0,0,0,0.0,0,0
B.J. Raji,4932,DI,16,GB,610,284,324,2,47.6,46.5,76.7,52.1,71.4,13,0,3,10,0,15,3,2,14,0,1,1,-3,-3.0,0,-3,0,0,0,79.2,1,0
Brian Orakpo,4936,ED,15,WAS,814,375,335,104,79.7,70.8,62.8,71.5,83.5,51,11,11,29,2,37,11,5,37,0,10,7,34,4.9,29,11,1,1,1,68.3,1,0
Malcolm Jenkins,4937,S,14,NO,827,38,310,479,62.6,63.8,56.6,69.2,62.9,9,3,0,6,0,53,9,16,16,2,48,36,486,13.5,197,52,2,2,3,103.3,4,0
Brian Cushing,4938,LB,7,HST,336,48,164,124,70.0,77.4,82.2,62.6,64.1,8,1,2,5,1,38,7,4,31,1,13,12,128,10.7,134,24,0,1,0,75.6,3,0
Larry English,4939,ED,9,SD,373,200,134,39,63.4,63.2,53.4,61.0,57.6,21,3,3,15,1,12,1,1,11,0,5,5,86,17.2,62,43,0,0,0,118.8,0,0
Robert Ayers,4941,ED,15,DEN,508,330,156,22,67.6,82.4,65.4,63.1,47.2,42,4,7,31,0,23,2,3,22,0,2,2,51,25.5,50,31,1,0,0,158.3,3,0
Peria Jerry,4947,DI,16,ATL,664,333,326,5,51.2,49.1,50.2,56.4,71.9,18,5,2,11,1,23,8,6,20,0,2,2,9,4.5,10,8,0,0,0,85.4,4,1
Vontae Davis,4948,CB,16,IND,935,0,383,552,83.5,69.4,73.5,,84.4,0,0,0,0,0,43,6,4,17,0,85,43,560,13.0,207,81,8,1,11,98.2,6,0
Clay Matthews,4949,ED,11,GB,560,285,222,53,66.7,66.5,48.8,64.7,57.9,33,8,4,21,1,26,4,6,26,2,8,5,67,13.4,41,30,0,0,0,89.1,3,1
Ziggy Hood,4955,DI,16,PIT,639,366,270,3,46.2,46.2,64.4,45.7,72.9,19,3,2,14,0,27,7,2,26,0,0,0,0,,0,,0,0,0,0.0,0,0
Louis Delmas,4956,S,16,DET,1031,27,376,628,64.6,60.8,47.6,70.7,67.5,5,2,0,3,0,50,10,13,19,0,32,14,313,22.4,163,83,4,3,2,79.8,3,0
Patrick Chung,4957,S,12,PHI,729,24,251,454,54.4,72.1,48.9,61.6,47.8,3,0,0,3,0,44,8,11,7,0,32,17,298,17.5,148,57,5,0,3,124.7,2,0
