player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Shaun Ellis,590,ED,14,NE,352,192,160,0,55.9,58.1,38.0,53.2,,11,1,1,9,0,8,3,2,7,0,0,0,0,,0,,0,0,0,0.0,0,0
John Abraham,591,ED,15,ATL,615,362,200,53,90.2,71.4,81.2,91.1,74.1,54,10,8,36,2,21,5,1,25,3,4,3,20,6.7,19,9,0,0,0,85.4,8,1
Fred Robbins,623,DI,15,SL,487,229,255,3,70.7,71.4,77.7,60.6,65.5,10,1,1,8,2,21,10,3,18,0,2,0,0,,0,,0,0,0,39.6,2,0
Deon Grant,624,S,16,NYG,864,26,278,560,61.6,68.1,60.1,49.1,59.2,2,1,1,0,0,45,10,11,19,0,31,19,251,13.2,127,32,3,1,5,105.7,2,0
Na'il Diggs,652,LB,13,SD,354,21,114,219,46.5,58.4,67.9,52.4,41.6,1,0,1,0,0,31,5,3,19,0,29,23,277,12.0,190,55,2,0,2,129.5,0,0
Clark Haggans,670,ED,16,ARZ,855,337,347,171,62.8,56.0,75.2,60.1,69.3,35,4,6,25,4,33,8,2,22,0,18,11,82,7.5,53,20,0,0,0,72.0,1,0
James Hall,733,ED,15,SL,718,388,280,50,71.7,65.6,74.7,69.2,61.4,41,6,4,31,0,42,7,1,36,0,2,2,35,17.5,24,20,0,0,1,118.8,0,0
Paris Lenon,751,LB,16,ARZ,1086,200,430,456,52.8,43.2,78.0,48.3,69.0,17,3,3,11,0,65,14,5,30,0,38,23,221,9.6,169,33,0,0,2,76.8,1,0
Gerard Warren,775,DI,12,NE,250,169,81,0,67.8,62.9,73.4,60.4,73.0,12,1,2,9,0,8,0,0,7,0,0,0,0,,0,,0,0,0,0.0,0,0
Justin Smith,776,DI,16,SF,923,621,298,4,78.9,74.1,83.0,72.7,65.4,69,7,14,48,2,40,12,1,30,3,0,0,0,,0,,0,0,0,0.0,3,1
Richard Seymour,778,DI,16,OAK,845,551,289,5,68.6,69.3,51.8,74.6,60.0,40,6,9,25,3,20,5,2,20,0,1,1,11,11.0,16,11,0,0,0,112.5,10,1
Andre Carter,779,ED,14,NE,741,446,295,0,81.1,80.2,82.7,69.4,67.6,51,11,16,24,1,33,3,0,34,2,0,0,0,,0,,0,0,0,0.0,2,0
Casey Hampton,789,DI,13,PIT,442,204,238,0,65.9,66.1,80.6,57.5,,6,0,0,6,0,20,9,0,15,0,0,0,0,,0,,0,0,0,0.0,0,0
Nate Clements,791,CB,15,CIN,926,22,354,550,60.0,76.6,65.9,62.5,55.2,7,1,3,3,0,52,6,7,18,2,104,54,712,13.2,222,56,4,2,2,78.7,4,0
Will Allen,792,CB,15,MIA,656,42,158,456,64.0,72.3,42.5,35.9,65.2,6,1,0,5,0,42,2,8,22,0,59,36,340,9.4,199,30,2,0,3,88.2,1,0
Ryan Pickett,799,DI,14,GB,458,231,225,2,63.4,69.5,69.3,51.3,59.0,6,0,0,6,2,25,3,1,17,0,1,1,11,11.0,17,11,0,0,0,112.5,0,0
Kyle Vanden Bosch,804,ED,16,DET,746,467,270,9,56.6,49.7,62.5,64.7,60.4,40,8,6,26,0,19,8,2,21,4,1,1,13,13.0,15,13,0,0,0,118.8,4,1
Shaun Rogers,828,DI,16,NO,315,167,147,1,65.1,68.0,61.9,61.5,60.0,7,0,4,3,1,13,4,1,12,0,1,1,8,8.0,2,8,0,0,0,100.0,1,0
Adrian Wilson,831,S,16,ARZ,1135,58,452,625,80.2,81.5,67.3,58.0,82.5,9,0,3,6,1,51,10,9,31,1,30,14,188,13.4,40,32,1,1,8,64.3,6,0
Chris Hoke,961,DI,6,PIT,61,35,26,0,58.1,59.7,71.9,55.8,,1,0,0,1,0,3,0,1,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Juqua Parker,995,ED,12,PHI,254,146,106,2,73.6,58.9,73.8,79.0,66.4,20,2,4,14,3,7,1,0,9,0,0,0,0,,0,,0,0,0,0.0,2,0
Julius Peppers,1010,ED,16,CHI,887,561,303,23,76.0,65.8,55.4,72.9,65.3,70,12,5,53,3,21,2,3,29,3,4,1,20,20.0,27,20,0,0,1,47.9,2,1
Quentin Jammer,1013,CB,15,SD,862,1,375,486,49.3,69.6,66.7,54.7,44.7,0,0,0,0,0,45,6,6,14,0,65,43,684,15.9,196,78,6,0,5,131.8,6,1
John Henderson,1017,DI,13,OAK,343,177,166,0,81.7,81.0,78.2,65.9,60.0,9,1,2,6,5,29,7,0,22,0,0,0,0,,0,,0,0,0,0.0,0,0
Dwight Freeney,1019,ED,16,IND,684,435,249,0,65.6,48.3,57.7,76.5,60.0,49,8,8,33,0,5,4,1,11,2,0,0,0,,0,,0,0,0,0.0,4,0
Albert Haynesworth,1022,DI,13,TB,388,194,194,0,68.7,67.0,56.2,71.8,60.6,16,0,3,13,3,20,2,5,15,0,0,0,0,,0,,0,0,0,0.0,2,0
Bryan Thomas,1029,ED,4,NYJ,135,31,70,34,57.2,56.2,46.4,65.2,52.8,4,0,1,3,1,11,1,2,7,0,6,6,92,15.3,69,42,0,0,0,118.8,0,0
Edward Reed,1031,S,16,BLT,1038,15,404,619,68.0,65.1,56.2,90.4,66.2,4,1,1,2,0,47,6,11,8,1,28,17,224,13.2,58,33,1,3,4,58.3,1,0
Lito Sheppard,1033,CB,9,OAK,491,6,163,322,49.0,61.5,65.4,73.3,46.0,2,1,0,1,0,39,2,5,9,0,53,36,535,14.9,252,49,1,0,3,107.0,3,0
Jon McGraw,1064,S,10,KC,484,15,212,257,57.4,60.3,44.5,50.0,57.1,2,1,0,1,0,36,5,11,15,1,26,19,220,11.6,108,39,1,2,2,79.0,1,0
Sheldon Brown,1066,CB,16,CLV,959,1,443,515,65.4,52.2,54.8,58.0,67.3,0,0,0,0,0,43,7,9,8,1,76,35,485,13.9,155,41,2,2,8,64.9,4,1
Andre' Goodman,1075,CB,16,DEN,1039,5,435,599,65.2,71.2,46.1,54.5,64.1,0,0,0,0,0,47,4,10,11,0,85,46,551,12.0,162,38,6,2,6,87.9,6,0
Ben Leber,1078,LB,5,SL,154,13,87,54,56.4,47.9,65.5,70.1,70.3,3,0,1,2,0,11,1,2,6,0,6,4,32,8.0,30,16,0,0,0,79.9,1,0
Will Witherspoon,1079,LB,16,TEN,665,55,346,264,60.8,58.8,79.2,63.4,60.8,8,2,2,4,0,45,9,4,23,1,40,32,354,11.1,223,78,2,1,3,109.8,0,0
Chris Hope,1097,S,10,TEN,286,8,107,171,58.7,86.9,77.3,67.8,50.0,1,0,0,1,0,24,1,3,7,0,13,11,114,10.4,36,23,1,1,0,96.8,2,0
Brian Williams,1106,CB,2,NYG,11,1,4,6,54.2,60.0,76.7,59.0,52.0,0,0,0,0,0,1,0,0,0,0,1,1,9,9.0,5,9,0,0,0,104.2,0,0
Larry Foote,1126,LB,15,PIT,419,75,178,166,47.5,53.8,55.1,61.0,45.3,10,2,1,7,0,34,8,6,16,0,17,15,143,9.5,94,25,1,0,1,121.3,2,0
Justin Bannan,1134,DI,15,SL,483,197,284,2,68.3,72.1,76.1,59.4,64.6,6,0,1,5,3,25,4,1,22,1,0,0,0,,0,,0,0,0,0.0,4,0
Andra Davis,1136,LB,12,BUF,125,1,73,51,64.2,67.1,86.1,73.9,54.1,1,0,0,1,0,9,5,0,5,0,3,2,39,19.5,29,22,0,0,0,109.7,0,0
Scott Fujita,1137,LB,10,CLV,633,61,309,263,53.0,59.8,72.9,54.0,48.9,3,0,1,2,1,42,9,4,25,0,23,20,243,12.2,170,80,1,1,1,107.1,1,0
Rocky Bernard,1139,DI,16,NYG,380,195,185,0,65.0,58.4,67.7,65.0,63.5,9,0,1,8,3,17,10,2,10,0,0,0,0,,0,,0,0,0,0.0,1,0
Kenyon Coleman,1140,DI,16,DAL,413,201,210,2,69.0,68.4,67.4,59.9,74.8,11,1,1,9,3,27,9,1,24,0,0,0,0,,0,,0,0,0,0.0,1,0
Aaron Kampman,1148,ED,3,JAX,66,58,6,2,50.6,53.4,,52.1,60.2,3,0,0,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Howard Green,1173,DI,14,GB,233,102,131,0,59.6,63.5,74.2,51.7,,3,0,0,3,0,2,6,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Raheem Brock,1200,ED,16,SEA,550,373,152,25,62.4,69.8,67.8,59.9,61.8,37,3,5,29,0,15,5,2,13,1,1,1,2,2.0,4,2,0,0,0,79.2,5,0
Brett Keisel,1204,DI,14,PIT,758,460,285,13,76.4,71.9,83.6,63.0,83.6,31,3,5,23,6,30,9,3,24,2,6,4,7,1.8,19,11,0,0,1,70.1,1,0
Ryan Clark,1229,S,16,PIT,989,15,379,595,72.0,78.5,80.0,64.4,71.1,2,1,1,0,0,74,22,9,20,0,35,19,147,7.7,61,25,1,1,4,62.4,2,0
James Harrison,1251,ED,11,PIT,672,250,270,152,81.4,71.8,76.8,84.9,71.7,43,9,11,23,0,38,7,3,38,2,14,8,52,6.5,60,11,0,0,1,65.2,4,2
Bart Scott,1303,LB,16,NYJ,667,111,366,190,76.1,74.6,62.9,64.3,69.8,17,4,5,8,0,48,10,8,33,1,20,15,146,9.7,128,38,0,0,1,95.0,0,0
Terence Newman,1321,CB,14,DAL,799,3,288,508,53.9,70.4,62.7,90.7,49.3,2,0,0,2,0,49,2,6,9,0,78,49,797,16.3,329,74,3,4,5,88.5,5,1
Kevin Williams,1325,DI,14,MIN,822,495,327,0,73.6,73.1,59.6,70.7,52.5,37,5,7,25,2,26,7,3,25,1,0,0,0,,0,,0,0,0,0.0,5,0
Terrell Suggs,1326,ED,16,BLT,991,534,393,64,88.4,78.2,76.8,75.0,87.2,59,14,11,34,1,40,11,3,46,7,6,3,-1,-0.3,13,4,0,2,2,16.7,6,1
Marcus Trufant,1327,CB,4,SEA,268,0,114,154,50.2,68.9,77.7,,46.0,0,0,0,0,0,22,1,1,4,0,37,22,268,12.2,95,28,0,1,0,70.6,1,0
Jimmy Kennedy,1328,DI,6,NYG,53,18,35,0,61.7,62.9,26.6,54.2,,0,0,0,0,0,2,1,1,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Troy Polamalu,1332,S,16,PIT,901,31,338,532,86.9,88.7,78.3,92.0,79.0,9,1,3,5,0,70,13,10,34,0,58,31,321,10.4,101,36,3,2,13,72.6,3,0
Calvin Pace,1334,ED,16,NYJ,958,377,412,169,77.2,78.5,73.6,58.8,79.4,36,5,8,23,1,57,5,5,44,1,14,12,50,4.2,26,11,0,1,0,51.8,2,0
Nick Barnett,1345,LB,16,BUF,956,53,419,484,73.5,74.6,70.5,58.8,70.2,5,4,0,1,0,90,22,12,48,1,60,45,412,9.2,407,53,1,3,1,77.9,2,0
Nnamdi Asomugha,1347,CB,16,PHI,932,5,355,572,63.6,58.1,30.0,44.3,65.8,0,0,0,0,0,38,2,12,17,0,47,29,376,13.0,104,38,4,3,3,88.6,7,0
Tyler Brayton,1348,ED,16,IND,554,272,282,0,58.0,61.2,77.7,54.8,67.3,11,2,2,7,0,21,5,1,19,0,0,0,0,,0,,0,0,0,0.0,4,0
Charles Tillman,1351,CB,16,CHI,1070,8,365,697,77.2,83.3,74.7,59.9,75.2,2,1,0,1,0,92,10,9,27,4,115,67,850,12.7,284,40,1,3,6,73.5,4,1
Rashean Mathis,1355,CB,9,JAX,528,0,222,306,65.1,79.5,51.6,,63.5,0,0,0,0,0,32,0,6,15,0,45,30,383,12.8,170,80,3,1,3,106.1,2,0
E.J. Henderson,1356,LB,16,MIN,862,94,378,390,67.7,89.9,79.7,61.2,43.6,6,2,2,2,0,95,16,10,50,3,46,38,372,9.8,201,27,2,0,1,114.9,1,0
Drayton Florence,1362,CB,16,BUF,1003,2,437,564,56.9,53.5,51.8,47.9,58.7,0,0,0,0,0,42,5,6,6,1,73,44,714,16.2,248,65,6,3,5,103.3,8,1
Chris Kelsay,1364,LB,12,BUF,674,276,300,98,65.1,56.7,66.2,69.5,62.9,23,6,1,16,2,21,10,2,21,2,9,7,64,9.1,42,21,0,0,0,96.3,0,0
Bryan Scott,1370,S,16,BUF,575,40,183,352,52.5,31.5,77.4,54.7,61.3,4,1,0,3,0,52,5,7,23,0,63,42,393,9.4,198,30,3,2,3,86.3,1,0
Osi Umenyiora,1371,ED,9,NYG,360,252,106,2,67.8,56.7,67.8,73.6,60.2,33,9,4,20,0,10,3,1,14,2,0,0,0,,0,,0,0,0,0.0,3,1
Anthony Adams,1372,DI,11,CHI,280,166,114,0,59.3,66.2,74.5,54.7,60.0,5,0,0,5,0,15,1,0,14,0,0,0,0,,0,,0,0,0,0.0,2,0
Cory Redding,1381,ED,15,BLT,531,258,271,2,67.8,65.0,74.1,67.1,66.8,23,5,8,10,2,33,7,3,31,0,0,0,0,,0,,0,0,0,0.0,3,1
Lance Briggs,1383,LB,16,CHI,1081,85,370,626,65.7,69.6,73.4,58.4,66.8,9,0,4,5,0,91,13,11,58,2,75,62,421,6.8,306,19,4,1,2,102.3,3,0
Chris Crocker,1399,S,16,CIN,990,44,390,556,62.5,62.1,76.5,81.1,58.4,10,4,4,2,0,53,6,7,16,1,49,27,323,12.0,125,39,3,0,4,95.9,2,0
Donald Strickland,1405,CB,14,NYJ,318,50,58,210,62.7,80.4,68.3,53.1,60.5,6,1,1,4,0,27,2,3,5,0,50,28,334,11.9,165,30,2,0,3,89.9,2,0
Bradie James,1416,LB,15,DAL,402,34,211,157,54.8,64.4,71.7,54.7,47.0,2,0,1,1,0,35,9,3,17,1,16,13,128,9.8,92,52,4,0,2,139.6,1,0
Jarret Johnson,1421,LB,16,BLT,756,197,378,181,71.9,77.3,60.9,57.0,65.7,13,3,6,4,2,44,12,7,33,1,17,11,83,7.5,85,13,0,0,2,76.3,1,0
Terrence McGee,1423,CB,6,BUF,280,5,125,150,59.2,84.0,88.8,46.7,53.1,0,0,0,0,0,26,2,0,7,0,29,20,213,10.7,61,25,1,0,1,101.7,2,0
Nick Eason,1426,DI,16,ARZ,249,128,121,0,37.6,30.0,75.2,54.5,69.7,4,1,1,2,0,8,1,0,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Asante Samuel,1432,CB,14,PHI,809,0,325,484,81.0,53.5,44.7,,83.9,0,0,0,0,0,30,4,8,6,1,61,29,296,10.2,114,45,2,3,6,52.4,2,0
Ike Taylor,1437,CB,16,PIT,984,4,376,604,64.0,70.8,73.4,46.6,63.7,0,0,0,0,0,36,4,3,9,0,96,40,455,11.4,108,43,2,2,9,54.8,7,0
Robert Mathis,1447,ED,16,IND,738,432,303,3,74.1,54.4,59.1,80.2,63.0,48,10,8,30,1,27,7,3,26,3,1,1,1,1.0,5,1,0,0,0,79.2,1,1
Aubrayo Franklin,1455,DI,16,NO,290,129,154,7,57.0,62.6,74.6,54.4,55.5,3,0,0,3,0,14,2,1,13,0,0,0,0,,0,,0,0,0,0.0,1,0
Antonio Garay,1497,DI,16,SD,530,266,263,1,60.6,59.3,75.5,73.7,59.1,29,3,6,20,0,32,10,4,23,0,0,0,0,,0,,0,0,0,0.0,7,0
Frank Walker,1507,CB,14,DAL,320,15,59,246,56.7,52.1,62.8,55.1,59.5,2,0,1,1,0,18,4,3,4,0,26,15,154,10.3,61,24,0,1,1,58.8,4,1
Yeremiah Bell,1513,S,16,MIA,1092,67,399,626,52.9,81.9,82.5,51.9,46.3,10,2,1,7,0,85,15,13,23,0,40,26,333,12.8,97,42,3,1,4,105.5,8,1
Mario Haggan,1526,LB,13,DEN,179,21,108,50,79.4,72.3,71.9,50.6,85.8,0,0,0,0,0,14,4,1,11,0,6,3,25,8.3,24,12,0,1,0,21.5,0,0
Chris Johnson,1539,CB,4,OAK,157,0,48,109,33.9,50.0,53.5,,32.3,0,0,0,0,0,12,0,2,2,1,19,15,208,13.9,68,26,1,0,3,129.8,4,0
Scott Shanle,1545,LB,16,NO,817,169,290,358,49.7,63.3,70.2,44.4,46.0,9,1,0,8,0,52,14,6,25,1,55,38,481,12.7,295,46,1,1,3,94.6,3,0
Leigh Bodden,1564,CB,5,NE,218,0,49,169,61.7,70.0,84.4,,60.0,0,0,0,0,0,13,2,0,3,0,22,12,192,16.0,68,48,1,0,1,99.1,3,1
Gary Brackett,1569,LB,1,IND,56,1,29,26,27.7,26.8,29.1,58.5,44.5,0,0,0,0,0,5,1,2,2,0,4,3,49,16.3,19,21,0,1,0,76.0,0,0
Jacques Cesaire,1582,DI,12,SD,242,125,117,0,52.1,50.5,74.7,56.1,63.8,7,0,0,7,0,8,3,1,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Chris Clemons,1585,ED,16,SEA,929,536,341,52,80.6,57.4,65.6,84.3,74.7,66,12,9,45,3,30,5,4,36,3,5,5,22,4.4,8,9,0,0,1,85.0,5,2
Stephen Cooper,1590,LB,2,SD,11,0,5,6,48.7,45.4,22.3,,64.2,0,0,0,0,0,0,0,1,0,0,1,1,4,4.0,8,4,0,0,0,83.3,0,0
Joselio Hanson,1619,CB,16,PHI,395,8,103,284,58.9,68.0,64.9,42.6,59.2,1,0,0,1,0,27,2,3,11,0,45,27,275,10.2,132,23,4,0,3,107.2,1,0
Roderick Hood,1628,CB,7,SL,285,0,131,154,69.1,75.3,70.3,,67.6,0,0,0,0,0,17,3,2,7,0,24,13,95,7.3,35,16,0,1,3,46.4,2,0
Israel Idonije,1632,ED,16,CHI,915,594,311,10,61.2,65.3,57.5,57.1,62.7,45,5,8,32,0,37,3,3,36,0,2,1,32,32.0,35,32,0,0,0,95.8,3,0
Cullen Jenkins,1637,DI,16,PHI,631,401,227,3,67.0,58.0,60.4,74.3,60.4,39,6,8,25,0,26,8,4,27,0,1,1,3,3.0,-2,3,0,0,0,79.2,5,0
Quintin Mikell,1662,S,16,SL,1068,37,480,551,67.6,73.6,68.0,68.7,62.2,8,1,2,5,1,78,10,15,23,6,35,18,260,14.4,98,41,1,2,3,61.6,2,1
Shaun Smith,1702,DI,15,TEN,283,114,169,0,52.4,61.9,76.2,55.3,60.0,3,1,0,2,0,24,1,0,16,0,0,0,0,,0,,0,0,0,0.0,4,1
Tracy White,1716,LB,8,NE,221,14,50,157,61.8,61.0,72.9,56.0,62.2,1,0,0,1,0,20,4,2,9,0,18,14,142,10.1,75,34,1,0,0,118.1,0,0
DeAngelo Hall,1729,CB,16,WAS,1006,5,417,584,62.8,80.4,71.2,60.3,60.1,1,0,1,0,0,73,11,8,21,1,94,63,858,13.6,319,73,5,3,10,100.4,3,0
Dunta Robinson,1731,CB,16,ATL,967,1,341,625,58.8,72.2,35.1,59.3,57.1,0,0,0,0,0,42,5,12,11,0,74,41,719,17.5,267,53,3,2,4,91.0,4,1
Jonathan Vilma,1733,LB,11,NO,639,108,209,322,47.2,33.0,69.5,50.5,62.8,6,0,1,5,0,45,7,5,18,1,31,23,225,9.8,145,21,5,0,1,133.7,0,0
Tommie Harris,1735,DI,13,SD,274,194,80,0,63.1,64.3,74.8,58.4,65.6,13,3,0,10,0,8,2,0,11,0,0,0,0,,0,,0,0,0,0.0,1,0
D.J. Williams,1738,LB,13,DEN,907,119,393,395,60.3,58.1,69.1,67.7,63.2,15,5,2,8,0,72,13,9,38,3,54,39,392,10.1,266,40,3,0,4,111.0,6,0
Will Smith,1739,ED,14,NO,805,544,261,0,62.2,58.0,59.3,63.8,54.2,42,7,5,30,4,17,5,2,16,2,1,1,5,5.0,8,5,0,0,0,87.5,2,0
Vince Wilfork,1742,DI,16,NE,958,607,348,3,64.5,62.4,68.7,57.0,68.0,23,4,4,15,2,38,4,3,35,1,2,0,0,,0,,0,2,0,0.0,3,0
Jason Babin,1748,ED,16,PHI,697,428,267,2,76.7,58.3,79.7,89.9,64.5,67,18,12,37,0,17,0,2,28,3,1,1,-2,-2.0,3,-2,0,0,0,79.2,11,3
Chris Gamble,1749,CB,15,CAR,913,1,387,525,77.1,66.1,36.3,53.4,77.5,0,0,0,0,0,42,4,13,14,0,60,27,338,12.5,84,34,2,3,6,53.3,2,0
Karlos Dansby,1754,LB,16,MIA,905,133,328,444,78.7,75.1,71.2,62.3,76.2,21,3,6,12,1,84,9,11,48,1,52,35,385,11.0,261,41,0,1,3,81.0,0,0
Igor Olshansky,1756,DI,8,MIA,100,47,51,2,49.0,59.5,72.9,53.3,60.2,0,0,0,0,0,4,2,0,4,0,0,0,0,,0,,0,0,0,0.0,1,0
Daryl Smith,1760,LB,16,JAX,897,88,412,397,79.3,69.1,75.2,81.5,81.6,14,4,7,3,0,84,9,11,63,2,50,37,251,6.8,169,20,1,1,7,83.0,2,0
Travis LaBoy,1763,ED,14,SD,626,195,320,111,65.8,62.4,54.9,63.9,68.3,18,1,4,13,0,26,10,5,15,1,9,8,55,6.9,55,12,0,0,1,92.1,2,1
Bob Sanders,1765,S,2,SD,99,1,48,50,33.4,66.2,58.6,59.1,31.2,0,0,0,0,0,8,2,2,2,0,7,5,65,13.0,18,20,2,0,0,139.9,0,0
Dwan Edwards,1772,DI,16,BUF,736,379,356,1,48.1,45.9,79.2,58.3,42.9,26,2,5,19,0,32,11,2,23,0,2,2,17,8.5,10,18,0,0,0,102.1,0,0
Madieu Williams,1777,S,5,SF,139,1,52,86,52.3,53.8,59.8,58.3,54.6,0,0,0,0,0,5,1,1,2,0,4,4,86,21.5,23,45,2,0,0,158.3,1,0
Shawntae Spencer,1779,CB,7,SF,84,1,10,73,68.9,65.6,79.2,57.3,68.6,0,0,0,0,0,4,0,0,1,0,10,5,29,5.8,9,8,0,0,1,56.3,0,0
Sean Jones,1780,S,16,TB,984,27,445,512,52.0,69.0,51.3,84.8,40.7,7,1,2,4,1,75,9,15,18,1,31,18,374,20.8,176,80,4,0,3,140.3,2,0
Darnell Dockett,1785,DI,16,ARZ,1001,597,397,7,61.2,52.8,54.8,66.7,62.6,54,4,15,35,1,30,6,3,28,0,1,1,10,10.0,14,10,0,0,0,108.3,5,0
Randy Starks,1792,DI,16,MIA,657,379,273,5,68.8,62.9,67.5,65.3,74.3,28,5,7,16,2,27,4,1,24,0,0,0,0,,0,,0,2,1,0.0,3,0
Darrion Scott,1809,DI,7,WAS,111,63,48,0,58.7,55.2,69.5,60.9,,5,0,1,4,0,2,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Tony Hargrove,1812,DI,15,SEA,298,232,62,4,66.1,76.5,75.1,64.5,55.8,20,3,3,14,0,8,5,0,9,0,0,0,0,,0,,0,0,0,0.0,3,1
Keyaron Fox,1814,LB,7,WAS,51,2,31,18,87.6,90.0,80.7,56.8,65.2,0,0,0,0,0,8,0,0,7,0,0,0,0,,0,,0,0,0,0.0,0,0
Shaun Phillips,1819,ED,12,SD,626,270,265,91,78.3,68.3,60.5,65.8,89.5,29,4,5,20,2,26,10,4,22,0,13,10,72,7.2,66,12,0,2,0,49.7,1,1
Demorrio Williams,1822,LB,8,KC,67,6,46,15,36.9,44.0,67.9,63.6,40.3,1,0,0,1,0,8,2,1,7,0,3,3,20,6.7,16,12,0,0,0,94.4,0,0
Isaac Sopoaga,1825,DI,15,SF,416,199,208,9,63.8,60.1,80.4,65.6,52.0,12,0,3,9,0,20,9,3,17,0,0,0,0,,0,,0,0,0,0.0,1,0
Will Allen,1832,S,3,PIT,8,0,5,3,62.0,60.0,,,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
