player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Niko Koutouvides,1837,ED,1,NE,32,1,18,13,55.4,58.6,41.5,58.7,55.6,0,0,0,0,0,5,0,2,2,0,2,2,26,13.0,17,20,0,0,0,118.8,0,0
Robert Geathers,1838,ED,14,CIN,501,264,226,11,54.3,55.8,30.8,57.3,52.9,19,4,3,12,2,13,13,3,14,0,1,1,3,3.0,1,3,0,0,0,79.2,1,0
Jared Allen,1847,ED,16,MIN,1005,595,390,20,84.5,72.5,75.6,79.1,67.2,66,24,8,34,2,27,12,4,46,4,5,3,13,4.3,4,7,0,1,0,25.0,3,0
Dave Ball,1854,ED,14,TEN,647,402,224,21,59.9,57.5,55.7,58.3,64.7,24,4,3,17,1,23,5,3,17,2,3,0,0,,0,,0,0,0,39.6,1,1
Antonio Smith,1856,DI,16,HST,718,490,226,2,60.5,42.7,62.8,79.5,64.3,51,7,15,29,2,14,4,1,19,1,0,0,0,,0,,0,0,0,0.0,10,1
Gibril Wilson,1857,S,14,CIN,210,9,76,125,69.2,67.8,55.6,66.9,65.3,2,0,2,0,0,15,6,4,2,1,2,1,13,13.0,1,13,0,0,0,70.8,0,0
Erik Coleman,1864,S,3,DET,10,0,5,5,62.8,60.0,,,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Amon Gordon,1879,DI,16,KC,284,115,169,0,63.0,67.7,78.1,56.0,60.0,3,2,0,1,1,20,2,0,16,0,0,0,0,,0,,0,0,0,0.0,2,0
Corey Williams,1897,DI,15,DET,691,418,271,2,57.5,61.4,48.3,62.8,56.5,25,3,3,19,0,22,5,5,16,0,0,0,0,,0,,0,0,0,0.0,7,2
Nathan Jones,1921,CB,6,NE,238,2,89,147,61.7,72.2,86.0,54.4,58.4,0,0,0,0,0,12,5,0,3,0,19,16,158,9.9,67,23,1,0,0,118.9,0,0
Mike Adams,1972,S,16,CLV,827,7,390,430,69.2,62.3,75.5,45.1,71.4,0,0,0,0,0,47,10,6,9,0,21,11,147,13.4,59,32,1,3,3,51.2,1,0
Jordan Babineaux,1980,S,16,TEN,923,14,353,556,60.3,52.7,46.6,68.0,63.3,3,0,1,2,0,80,8,18,21,1,42,27,350,13.0,108,34,1,1,6,88.4,2,0
Jabari Greer,2057,CB,16,NO,988,3,302,683,71.1,74.1,43.8,49.6,70.1,0,0,0,0,0,68,3,15,30,0,121,67,791,11.8,353,54,3,1,14,80.3,3,1
Spencer Johnson,2084,ED,16,BUF,600,270,321,9,58.6,60.7,82.8,56.2,55.0,16,2,1,13,1,33,5,0,25,1,1,1,17,17.0,8,17,0,0,0,118.8,1,0
Tommy Kelly,2093,DI,16,OAK,840,520,318,2,65.2,62.1,66.3,74.2,59.3,32,8,9,15,5,21,10,2,20,2,0,0,0,,0,,0,1,0,0.0,8,0
Benny Sapp,2170,CB,8,MIN,429,2,165,262,59.8,65.5,31.0,55.3,58.1,0,0,0,0,0,25,5,6,10,0,39,27,393,14.6,229,99,4,0,5,136.0,0,0
George Wilson,2210,S,13,BUF,821,28,349,444,56.3,79.5,87.3,45.7,45.7,1,0,1,0,1,83,14,7,31,2,46,33,375,11.4,124,29,4,4,1,88.6,1,0
Adam Jones,2223,CB,7,CIN,439,0,175,264,69.5,63.4,66.3,,72.0,0,0,0,0,0,28,1,3,6,0,32,16,219,13.7,49,45,1,0,3,82.7,3,1
Antrel Rolle,2225,S,16,NYG,1086,43,409,634,49.7,66.5,68.1,43.6,48.4,4,0,0,4,1,82,7,12,32,1,76,57,642,11.3,259,50,3,2,1,102.0,5,1
Carlos Rogers,2226,CB,16,SF,1000,22,323,655,76.7,78.8,71.6,55.4,74.8,5,0,1,4,0,42,3,4,17,0,106,56,761,13.6,306,53,3,6,7,61.9,2,0
DeMarcus Ware,2228,ED,16,DAL,880,478,322,80,86.8,68.1,69.4,90.5,82.8,72,20,8,44,3,27,8,4,42,2,9,6,19,3.2,32,12,0,0,0,70.1,10,1
Shawne Merriman,2229,ED,5,BUF,196,114,63,19,58.0,62.2,77.5,56.2,64.8,6,1,1,4,0,6,0,0,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Thomas Davis Sr.,2231,LB,2,CAR,104,13,41,50,58.2,46.1,64.9,69.2,64.8,3,0,0,3,0,6,6,1,3,0,5,5,32,6.4,26,13,0,0,0,93.3,1,0
Derrick Johnson,2232,LB,16,KC,1021,84,489,448,81.8,85.4,79.9,72.9,65.8,15,3,4,8,1,105,16,10,66,1,50,36,393,10.9,314,35,3,2,3,98.2,1,0
Marcus Spears,2237,DI,16,DAL,385,204,178,3,54.6,50.6,76.5,54.9,69.8,9,1,1,7,2,15,2,0,13,0,1,1,14,14.0,18,14,0,0,0,118.8,0,0
Luis Castillo,2245,DI,1,SD,29,12,17,0,29.8,29.8,67.4,52.6,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Patterson,2248,DI,15,PHI,638,380,258,0,62.2,55.7,77.5,66.1,55.7,27,3,0,24,0,27,5,0,21,1,1,1,9,9.0,14,9,0,0,0,104.2,0,0
Brodney Pool,2251,S,14,NYJ,545,22,199,324,66.7,69.4,50.6,74.3,63.1,6,1,1,4,0,29,3,7,9,0,17,11,118,10.7,69,29,0,1,0,60.4,2,0
Barrett Ruud,2253,LB,9,TEN,584,41,247,296,46.4,55.2,57.8,48.4,47.0,3,0,1,2,0,53,5,10,25,0,32,25,313,12.5,142,32,2,1,1,115.2,1,0
Shaun Cody,2254,DI,16,HST,383,182,199,2,56.9,53.9,45.5,62.6,60.2,9,1,3,5,2,19,6,3,17,0,1,1,15,15.0,12,15,0,0,0,118.8,1,0
Stanford Routt,2255,CB,16,OAK,1100,1,386,713,59.3,69.1,65.8,53.4,59.6,0,0,0,0,0,48,2,6,11,0,94,48,532,11.1,147,37,9,4,10,82.4,17,0
Kevin Burnett,2259,LB,16,MIA,1020,95,391,534,57.1,65.2,85.0,58.6,50.1,13,3,2,8,0,96,12,9,44,0,72,55,687,12.5,423,42,1,1,2,104.3,1,0
Corey Webster,2260,CB,16,NYG,1084,1,401,682,70.6,60.9,72.5,69.3,70.1,1,0,0,1,0,45,5,4,8,0,108,61,783,12.8,247,50,5,6,10,71.6,1,0
Matt Roth,2263,ED,9,JAX,401,199,195,7,72.1,75.3,53.5,58.4,66.0,15,4,2,9,0,15,5,4,19,0,1,1,1,1.0,2,1,0,0,0,79.2,1,0
Ronald Bartell,2267,CB,1,SL,59,1,17,41,48.5,63.4,72.8,54.3,52.3,0,0,0,0,0,1,0,0,0,0,3,2,48,24.0,3,41,0,0,0,109.7,2,0
Nick Collins,2268,S,2,GB,132,5,36,91,47.2,50.4,37.4,68.2,49.6,1,0,0,1,0,7,1,3,0,1,7,4,62,15.5,1,23,0,0,1,86.6,0,0
Jonathan Babineaux,2276,DI,13,ATL,539,335,187,17,70.1,63.0,75.6,71.2,57.0,28,1,7,20,1,13,3,0,10,0,0,0,0,,0,,0,0,0,0.0,1,0
Kelvin Hayden,2277,CB,8,ATL,218,22,43,153,41.1,85.3,60.8,41.5,38.5,2,0,0,2,0,18,2,3,6,0,28,21,239,11.4,109,30,0,2,1,70.4,2,1
Vincent Jackson,2278,WR,1,SD,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,0
Bryant McFadden,2279,CB,3,PIT,70,0,24,46,54.5,58.0,78.0,,54.2,0,0,0,0,0,3,0,0,0,0,10,4,74,18.5,18,29,1,0,0,99.6,0,0
Matt McCoy,2280,LB,3,SEA,66,7,17,42,91.0,86.9,65.9,61.5,82.5,1,0,0,1,0,8,2,1,7,0,3,2,5,2.5,4,4,0,0,0,70.1,0,0
O.J. Atogwe,2283,S,13,WAS,678,20,266,392,70.8,63.8,79.6,56.0,72.3,5,1,0,4,1,42,13,4,10,0,19,13,181,13.9,77,62,1,3,1,76.8,1,0
Justin Tuck,2291,ED,12,NYG,626,404,209,13,62.6,54.8,44.2,62.5,65.7,33,6,6,21,3,21,9,4,15,1,1,1,9,9.0,10,9,0,0,0,104.2,0,0
Kirk Morrison,2295,LB,7,BUF,59,4,24,31,67.2,73.1,57.4,69.7,54.4,1,1,0,0,0,5,1,1,5,0,2,1,10,10.0,8,10,0,0,1,64.6,1,0
Sione Pouha,2305,DI,16,NYJ,619,239,360,20,83.7,85.2,66.5,70.5,43.3,12,1,0,11,3,41,8,3,37,1,2,1,11,11.0,8,11,0,0,0,66.7,0,0
Darryl Blackstock,2312,LB,4,OAK,112,8,70,34,70.6,56.7,87.8,59.2,81.6,1,0,0,1,0,9,3,0,6,0,4,3,10,3.3,18,6,0,0,0,77.1,0,0
Domonique Foxworth,2314,CB,2,BLT,61,0,8,53,53.5,60.9,75.1,,52.4,0,0,0,0,0,2,0,0,1,0,6,5,80,16.0,18,28,1,0,0,158.3,0,0
Leroy Hill,2315,LB,16,SEA,961,92,411,458,67.0,62.4,69.6,60.4,71.6,11,4,0,7,0,71,8,8,38,1,42,33,294,8.9,218,31,0,0,0,95.8,1,0
Sean Considine,2319,S,1,ARZ,1,0,0,1,61.1,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Travis Daniels,2321,S,12,KC,292,14,92,186,63.0,71.8,54.8,67.8,62.3,3,0,1,2,0,12,0,2,2,0,22,11,170,15.5,82,41,0,2,1,38.1,2,1
Vincent Fuller,2325,S,1,DET,32,0,7,25,50.3,37.4,22.6,,63.6,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Kerry Rhodes,2340,S,7,ARZ,397,9,158,230,63.5,83.5,84.6,74.0,53.8,2,2,0,0,0,28,4,2,10,0,23,13,217,16.7,113,77,1,0,4,103.0,3,0
Brady Poppinga,2342,LB,15,SL,553,39,339,175,50.2,48.2,59.5,65.5,52.8,10,1,5,4,0,39,10,9,20,1,25,19,177,9.3,107,23,0,0,2,94.9,0,0
Chauncey Davis,2345,ED,6,CHI,104,51,49,4,65.1,68.3,74.2,55.7,60.9,6,1,0,5,0,6,2,0,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Chris Canty,2349,DI,16,NYG,668,373,291,4,66.7,64.4,71.7,67.0,55.7,22,4,5,13,1,31,10,1,27,0,1,1,12,12.0,10,12,0,0,0,116.7,2,0
James Sanders,2350,S,10,ATL,450,20,147,283,47.0,64.7,64.6,46.4,44.3,2,0,0,2,0,35,4,6,7,0,21,14,228,16.3,65,30,2,0,3,134.6,0,0
Matt Giordano,2352,S,15,OAK,850,28,285,537,58.5,60.1,64.9,60.2,58.1,8,1,2,5,0,54,8,10,7,1,30,12,262,21.8,86,81,0,5,0,32.2,1,0
Ronald Fields,2354,DI,6,CAR,143,51,91,1,50.3,52.3,71.5,56.8,60.0,2,0,0,2,0,6,0,0,5,0,0,0,0,,0,,0,0,0,0.0,1,0
Trent Cole,2363,ED,14,PHI,619,376,232,11,86.1,75.6,63.9,89.3,57.8,67,11,12,44,1,31,6,3,32,1,2,2,46,23.0,9,41,0,0,0,118.8,7,0
Gerald Sensabaugh,2374,S,16,DAL,971,16,356,599,62.3,74.7,76.2,56.5,56.2,6,0,0,6,0,61,10,8,10,2,27,23,331,14.4,117,45,2,2,1,111.6,1,0
Michael Boley,2377,LB,14,NYG,883,58,325,500,67.0,69.4,87.2,87.8,55.7,7,1,3,3,2,77,9,4,34,1,61,42,401,9.5,192,27,2,0,2,97.8,1,0
Chris Harris,2398,S,10,DET,562,4,164,394,28.7,44.0,46.7,48.8,28.8,0,0,0,0,0,24,3,7,7,1,25,15,319,21.3,165,80,5,1,1,127.1,0,0
Eric Moore,2403,ED,1,NE,11,9,2,0,62.4,60.0,,61.3,,2,0,1,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
C.C. Brown,2405,S,1,JAX,3,0,0,3,63.4,,75.2,,62.5,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jovan Haye,2406,DI,2,TB,25,12,13,0,66.3,69.7,70.9,54.8,63.3,0,0,0,0,0,4,0,0,3,0,0,0,0,,0,,0,0,0,0.0,1,0
C.J. Mosley,2408,DI,15,JAX,318,138,178,2,72.8,74.4,76.3,58.2,59.8,4,1,1,2,0,19,5,0,17,1,0,0,0,,0,,0,0,0,0.0,0,0
Kevin Vickerson,2433,DI,5,DEN,198,102,95,1,47.3,52.1,70.8,54.6,59.9,3,0,0,3,0,3,1,0,2,0,0,0,0,,0,,0,0,0,0.0,2,1
Jay Ratliff,2441,DI,16,DAL,722,461,254,7,72.8,69.6,79.8,67.2,72.1,29,2,6,21,3,27,5,0,24,0,2,1,6,6.0,2,6,0,0,0,56.3,2,0
Hamza Abdullah,2448,S,3,ARZ,5,0,4,1,69.1,64.0,76.7,,60.0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Jonathan Fanene,2450,ED,16,CIN,442,319,117,6,65.2,72.4,44.7,64.5,52.5,29,7,7,15,1,13,1,2,17,0,0,0,0,,0,,0,0,0,0.0,2,1
Lorenzo Alexander,2476,ED,5,WAS,10,0,9,1,78.4,72.5,69.9,,60.0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Adrian Awasom,2488,ED,1,MIN,15,8,5,2,37.1,63.1,,53.7,55.2,0,0,0,0,0,0,0,0,0,0,2,2,33,16.5,31,25,0,0,0,118.8,0,0
Atari Bigby,2496,S,15,SEA,155,21,47,87,76.2,76.2,75.5,67.8,68.6,5,1,1,3,0,6,2,1,5,0,5,2,27,13.5,7,22,0,0,1,57.9,1,1
Chase Blackburn,2498,LB,5,NYG,201,12,102,87,64.8,66.2,79.9,56.8,60.9,0,0,0,0,0,17,6,1,9,0,15,8,73,9.1,50,17,0,1,0,39.0,0,0
Brandon Browner,2512,CB,16,SEA,1071,1,423,647,64.7,83.3,78.5,55.0,61.9,0,0,0,0,0,50,2,3,11,0,95,54,830,15.4,204,53,3,6,15,70.1,15,2
Tim Bulman,2515,DI,10,HST,118,43,75,0,52.6,53.5,73.6,48.9,60.6,1,0,0,1,0,5,4,0,4,0,0,0,0,,0,,0,0,0,0.0,0,0
James Butler,2517,S,12,SL,110,5,13,92,61.5,50.6,71.5,45.2,65.3,0,0,0,0,0,6,1,1,2,0,2,1,10,10.0,3,10,0,0,0,64.6,0,0
Chris Carr,2526,CB,9,BLT,184,9,45,130,61.3,56.5,78.5,56.0,62.1,2,1,0,1,0,15,3,1,4,0,21,15,139,9.3,51,24,0,0,2,89.2,2,0
Rashied Davis,2554,WR,2,DET,5,0,2,3,51.8,60.0,73.9,,51.0,0,0,0,0,0,2,0,0,0,0,1,1,12,12.0,7,12,0,0,0,116.7,0,0
Jim Leonhard,2694,S,13,NYJ,781,28,330,423,74.5,68.4,50.2,44.0,78.5,4,0,2,2,0,39,3,9,10,1,20,11,138,12.5,69,32,0,1,3,55.8,2,0
Leigh Torrence,2817,CB,8,NO,141,10,22,109,48.5,45.7,71.3,56.9,52.8,2,1,0,1,0,12,2,2,2,0,17,10,152,15.2,68,46,0,1,1,63.8,2,0
Ray Ventrone,2824,S,3,CLV,7,0,6,1,62.7,61.2,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Wright,2854,DI,1,NE,15,10,5,0,49.7,44.9,67.4,64.7,,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Dimitri Patterson,2868,CB,14,CLV,545,10,182,353,64.6,59.9,81.3,63.0,64.1,2,0,0,2,0,23,2,1,7,0,67,35,429,12.3,216,57,0,0,10,72.3,4,0
Ahmad Brooks,2945,ED,16,SF,943,473,322,148,66.3,72.0,69.3,69.0,55.2,51,6,8,37,3,28,9,2,28,1,15,12,158,13.2,104,39,0,0,0,110.6,5,1
Mario Williams,2946,ED,5,HST,217,128,74,15,78.7,63.3,77.0,76.0,76.2,24,5,2,17,1,4,1,0,6,1,1,1,2,2.0,-5,2,0,0,0,79.2,1,0
A.J. Hawk,2950,LB,14,GB,880,156,310,414,63.8,49.2,64.5,59.1,74.0,19,1,3,15,0,61,9,7,28,0,41,26,263,10.1,222,36,1,0,4,89.8,2,0
Michael Huff,2952,S,12,OAK,624,42,213,369,63.4,70.2,71.1,40.0,67.7,7,0,0,7,0,32,4,5,13,0,34,22,278,12.6,139,41,2,2,2,85.2,3,1
Donte Whitner,2953,S,15,SF,875,21,300,554,72.8,88.1,71.6,71.3,63.9,5,0,1,4,0,56,9,7,20,1,45,29,356,12.3,122,77,2,2,5,85.0,0,0
Ernie Sims,2954,LB,13,IND,417,20,150,247,34.3,32.6,65.4,52.9,41.2,1,0,0,1,0,49,10,7,22,0,52,44,483,11.0,302,39,0,0,1,105.4,1,0
Haloti Ngata,2957,DI,16,BLT,806,463,333,10,74.2,68.1,80.5,67.8,70.5,26,5,7,14,5,35,12,0,27,2,0,0,0,,0,,0,0,0,0.0,1,0
Kamerion Wimbley,2958,LB,16,OAK,1042,475,388,179,69.7,66.4,64.9,73.4,52.7,61,6,16,39,0,47,10,5,33,0,16,11,176,16.0,94,37,0,1,1,79.2,2,0
Brodrick Bunkley,2959,DI,16,DEN,477,188,285,4,80.0,85.7,60.9,56.1,62.5,6,0,1,5,0,36,9,3,32,0,0,0,0,,0,,0,0,0,0.0,2,0
Jason Allen,2961,CB,16,HST,492,0,183,309,65.6,79.9,70.1,,61.6,0,0,0,0,0,34,3,3,4,0,71,36,435,12.1,118,34,4,4,4,65.2,2,0
Chad Greenway,2962,LB,16,MIN,1059,91,420,548,50.0,66.0,70.6,70.2,33.7,12,2,1,9,2,111,27,16,54,0,86,67,717,10.7,576,60,5,0,3,120.8,5,1
Bobby Carpenter,2963,LB,15,DET,237,9,112,116,66.2,51.9,67.2,62.2,76.5,1,0,0,1,0,23,1,2,12,0,14,10,87,8.7,39,16,1,1,0,81.5,1,0
Antonio Cromartie,2964,CB,16,NYJ,944,0,387,557,66.4,61.9,56.7,,65.8,0,0,0,0,0,39,5,7,12,1,84,39,566,14.5,108,46,6,4,8,72.8,7,1
Tamba Hali,2965,ED,16,KC,985,459,458,68,83.3,69.5,61.1,85.9,68.7,63,12,10,41,0,45,7,8,40,4,1,0,0,,0,,0,0,0,39.6,4,1
Manny Lawson,2967,LB,16,CIN,482,41,287,154,70.3,71.3,61.7,73.3,59.4,7,2,2,3,0,37,6,5,20,0,26,16,133,8.3,106,26,0,0,4,74.7,0,0
Johnathan Joseph,2969,CB,15,HST,894,0,322,572,76.2,55.0,53.9,,77.9,0,0,0,0,0,44,2,7,14,1,76,44,543,12.3,144,56,3,4,8,71.3,2,0
John McCargo,2971,DI,4,TB,109,47,62,0,71.4,69.0,71.1,58.1,60.0,2,0,1,1,0,4,1,2,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Kelly Jennings,2976,CB,13,CIN,392,1,91,300,57.5,79.0,85.4,79.6,53.4,1,1,0,0,0,26,5,1,9,0,49,30,397,13.2,147,44,3,0,2,107.3,0,0
Mathias Kiwanuka,2977,LB,16,NYG,860,289,343,228,70.9,79.4,71.7,66.8,55.4,31,4,7,20,0,65,10,6,40,1,29,25,213,8.5,155,19,1,1,1,94.4,2,0
DeMeco Ryans,2978,LB,16,HST,584,57,304,223,69.3,71.0,63.6,53.7,64.8,6,0,2,4,0,48,11,8,25,1,35,17,187,11.0,175,32,1,0,2,74.3,0,0
D'Qwell Jackson,2979,LB,16,CLV,1073,137,518,418,80.7,89.6,86.5,64.0,64.2,18,4,5,9,0,124,11,9,62,1,37,29,299,10.3,117,42,2,1,0,107.1,1,0
Rocky McIntosh,2980,LB,12,WAS,498,48,210,240,52.3,41.0,59.1,66.9,59.3,7,2,3,2,0,42,10,7,20,0,29,23,234,10.2,134,46,2,0,1,123.3,0,0
Thomas Howard,2983,LB,16,CIN,976,74,396,506,62.7,57.4,84.7,64.1,65.2,6,1,2,3,1,78,12,4,31,2,64,47,410,8.7,297,30,2,0,4,100.4,2,0
Danieal Manning,2987,S,13,HST,717,26,283,408,59.9,67.2,90.4,53.2,58.0,4,0,1,3,0,50,7,2,14,0,31,18,269,14.9,106,41,1,2,2,70.5,3,0
Roman Harper,2988,S,16,NO,989,132,321,536,51.4,82.0,66.9,54.7,46.5,18,7,5,6,0,74,10,11,41,1,54,26,341,13.1,139,72,6,0,2,105.6,8,0
Cedric Griffin,2993,CB,15,MIN,920,5,360,555,66.0,81.5,65.9,43.5,67.1,2,0,0,2,0,61,6,6,15,3,67,44,594,13.5,213,52,5,1,6,112.4,10,4
Bernard Pollard,2999,S,16,BLT,881,60,354,467,77.5,84.0,71.7,49.8,77.4,6,2,1,3,1,53,18,9,22,3,37,20,280,14.0,125,52,1,1,8,76.4,3,0
Richard Marshall,3003,CB,16,ARZ,819,18,273,528,66.7,64.8,73.6,86.7,64.2,5,2,1,2,0,68,2,8,27,1,54,28,394,14.1,128,95,2,3,5,64.9,6,0
Tim Jennings,3007,CB,16,CHI,995,2,338,655,75.9,78.6,74.2,53.6,75.3,0,0,0,0,0,73,2,4,24,1,110,63,700,11.1,245,47,0,2,5,68.8,4,0
Darryl Tapp,3008,ED,12,PHI,304,172,130,2,83.6,76.9,53.0,70.2,67.6,22,3,6,13,1,16,3,2,13,1,0,0,0,,0,,0,0,0,0.0,1,0
Ashton Youboty,3015,CB,6,JAX,301,0,112,189,47.5,90.7,51.3,,40.0,0,0,0,0,0,24,4,4,10,0,38,29,460,15.9,105,52,5,1,2,144.7,1,0
Chris Gocong,3016,LB,16,CLV,863,118,450,295,53.7,49.0,59.7,63.4,57.6,13,4,3,6,0,54,15,11,29,2,39,34,329,9.7,238,29,0,0,1,101.8,0,0
Anthony Smith,3028,S,7,TEN,37,12,4,21,51.4,60.3,80.7,68.7,51.8,1,0,1,0,2,3,0,0,1,0,2,1,7,7.0,0,7,0,0,0,58.3,1,0
James Anderson,3033,LB,16,CAR,996,82,435,479,60.2,59.2,78.5,56.7,63.7,7,2,1,4,0,104,20,13,48,1,65,46,501,10.9,315,31,6,2,6,111.1,2,1
Frostee Rucker,3036,ED,16,CIN,445,208,232,5,66.7,69.6,80.5,56.4,60.3,11,4,2,5,2,36,3,1,30,0,0,0,0,,0,,0,0,0,0.0,0,0
Jason Hatcher,3037,DI,13,DAL,416,271,143,2,60.3,65.0,56.7,64.6,56.0,25,5,6,14,1,17,5,2,15,1,1,1,7,7.0,4,7,0,1,0,56.3,4,0
Eric Smith,3042,S,16,NYJ,943,77,391,475,48.5,63.6,75.2,46.2,45.8,8,3,2,3,0,72,12,6,22,0,54,36,533,14.8,287,73,1,1,2,97.2,1,0
Will Blackmon,3060,CB,2,NYG,17,0,1,16,47.2,60.0,75.4,,46.4,0,0,0,0,0,2,0,0,0,0,2,2,48,24.0,8,27,0,0,0,118.8,0,0
Stephen Tulloch,3061,LB,16,DET,1079,92,388,599,85.8,83.4,89.9,61.6,83.2,11,3,2,6,0,91,20,8,55,1,39,28,228,8.1,119,30,1,2,4,73.5,3,0
Brandon Marshall,3064,WR,1,MIA,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,3,0
Domata Peko Sr.,3068,DI,16,CIN,645,288,354,3,59.6,59.8,53.6,57.1,58.9,10,3,3,4,0,41,13,4,28,0,0,0,0,,0,,0,0,0,0.0,2,1
Barry Cofield,3069,DI,16,WAS,762,427,327,8,54.0,52.8,77.8,54.8,56.9,15,3,5,7,7,12,7,2,11,0,1,1,5,5.0,0,5,0,0,1,87.5,0,0
Elvis Dumervil,3071,ED,14,DEN,836,488,342,6,67.2,67.3,81.1,64.1,76.6,46,12,7,27,0,28,3,1,32,0,1,0,0,,0,,0,0,1,39.6,5,2
Ray Edwards,3072,ED,16,ATL,686,421,250,15,60.6,66.9,78.5,60.0,58.1,34,4,5,25,3,25,3,1,23,0,2,2,30,15.0,5,22,0,0,0,118.8,5,0
Kyle Williams,3079,DI,5,BUF,218,146,72,0,54.6,67.2,40.7,61.8,52.7,7,0,3,4,1,6,3,1,4,0,0,0,0,,0,,0,0,0,0.0,3,1
Rob Ninkovich,3080,LB,16,NE,894,358,331,205,69.4,74.4,52.1,64.1,58.7,39,6,5,28,1,44,16,10,29,1,25,21,201,9.6,123,23,0,2,1,66.8,2,0
Parys Haralson,3085,ED,16,SF,504,159,243,102,67.6,65.9,56.1,69.5,61.2,15,2,4,9,0,23,4,2,19,3,7,4,47,11.8,32,16,0,0,0,77.7,2,0
Brandon Johnson,3087,LB,14,CIN,309,50,51,208,58.1,78.6,90.1,60.2,50.2,5,0,3,2,1,23,4,0,14,0,32,26,307,11.8,196,32,1,0,2,117.1,0,0
Dawan Landry,3091,S,16,JAX,1012,16,418,578,61.6,68.0,79.7,63.7,58.2,5,1,1,3,0,79,11,10,21,1,44,33,390,11.8,189,32,0,2,2,82.6,1,0
Tim Dobbins,3096,LB,9,HST,57,7,31,19,64.2,53.4,78.2,61.7,71.6,1,0,1,0,0,3,1,0,2,1,4,1,4,4.0,7,4,0,0,1,39.6,0,0
Charlie Peprah,3103,S,15,GB,933,7,307,619,53.0,61.2,77.2,77.4,47.4,2,0,0,2,0,67,23,10,15,1,51,34,465,13.7,177,67,4,5,4,82.2,0,0
Mark Anderson,3104,ED,16,NE,434,324,106,4,82.3,75.6,78.7,74.3,73.3,45,12,6,27,1,14,2,0,21,2,0,0,0,,0,,0,0,1,0.0,2,0
Omar Gaither,3113,LB,7,CAR,237,11,128,98,64.4,71.4,80.0,66.1,52.4,2,1,0,1,0,24,6,1,11,0,12,8,86,10.8,69,29,1,0,0,115.3,0,0
Reed Doughty,3118,S,15,WAS,663,15,277,371,35.8,65.5,70.1,37.8,30.5,0,0,0,0,0,60,9,9,15,1,24,18,286,15.9,82,68,1,0,0,128.1,3,0
Tyrone Culver,3130,S,13,MIA,437,19,155,263,54.6,68.0,65.9,54.4,53.0,3,1,1,1,0,25,5,5,4,1,17,9,98,10.9,33,40,2,0,1,109.4,1,0
Drew Coleman,3134,CB,16,JAX,494,23,98,373,71.5,58.1,66.4,59.9,72.3,3,2,0,1,0,32,6,5,19,2,65,46,437,9.5,246,30,2,2,4,86.5,1,0
Jeremy Mincey,3136,ED,16,JAX,950,551,384,15,77.0,68.5,76.4,76.9,61.7,57,8,11,38,1,37,5,4,35,4,3,3,23,7.7,43,21,0,1,0,59.0,4,1
Kedric Golston,3141,DI,9,WAS,170,89,81,0,64.1,68.0,75.1,55.2,60.0,5,2,0,3,0,6,4,0,7,0,0,0,0,,0,,0,0,0,0.0,0,0
Antoine Bethea,3152,S,16,IND,1085,11,523,551,67.0,89.6,90.1,51.6,52.5,1,0,1,0,0,102,26,9,38,2,38,24,224,9.3,85,29,4,0,6,114.4,3,0
Derrick Martin,3153,CB,2,NYG,2,0,0,2,61.4,,,,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Fred Evans,3157,DI,16,MIN,293,148,145,0,63.5,73.4,75.5,54.4,60.0,6,0,2,4,0,18,3,0,15,0,0,0,0,,0,,0,0,0,0.0,3,0
Cortland Finnegan,3160,CB,16,TEN,1122,31,456,635,85.6,82.8,65.7,66.6,84.2,6,1,2,3,1,62,10,8,26,0,81,51,417,8.2,172,25,2,1,7,79.1,5,1
