player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Terrence McGee,1423,CB,9,BUF,313,1,140,172,75.5,81.2,74.7,54.3,72.7,0,0,0,0,0,10,3,1,3,0,20,10,95,9.5,37,30,1,0,2,80.2,0,0
Nick Eason,1426,DI,16,PIT,504,354,146,4,44.4,47.6,36.7,46.6,63.2,9,2,0,7,0,9,1,3,9,0,1,1,10,10.0,10,10,0,0,1,108.3,0,0
Asante Samuel,1432,CB,11,PHI,666,5,247,414,78.3,43.5,28.4,41.1,85.2,0,0,0,0,0,24,2,10,11,0,41,19,141,7.4,61,25,2,7,6,31.7,3,0
Ike Taylor,1437,CB,16,PIT,979,10,320,649,68.8,78.3,64.0,90.9,65.0,4,2,0,2,0,48,6,6,11,1,90,52,662,12.7,207,50,1,2,5,75.3,8,0
Robert Mathis,1447,ED,16,IND,815,493,319,3,70.4,45.8,66.5,78.5,69.3,66,10,7,49,0,32,12,4,29,1,1,0,0,,0,,0,0,0,39.6,0,0
Aubrayo Franklin,1455,DI,16,SF,566,261,304,1,75.3,82.9,69.0,52.8,62.8,4,0,0,4,1,42,2,4,37,0,1,1,5,5.0,10,5,0,0,0,87.5,2,0
Jimmy Wilkerson,1492,ED,16,NO,332,169,163,0,56.7,53.0,54.3,57.3,63.2,13,2,2,9,0,14,1,1,12,0,0,0,0,,0,,0,0,0,0.0,0,0
Antonio Garay,1497,DI,16,SD,457,249,208,0,87.2,79.9,82.6,82.2,60.0,29,6,5,18,0,32,4,0,35,0,0,0,0,,0,,0,0,0,0.0,2,0
Frank Walker,1507,CB,9,MIN,235,0,65,170,69.1,53.1,41.5,,70.4,0,0,0,0,0,15,2,4,4,0,23,11,159,14.5,59,33,1,1,4,67.1,2,1
Yeremiah Bell,1513,S,16,MIA,965,41,402,522,79.8,83.4,77.7,94.1,63.4,12,2,3,7,1,86,10,11,30,2,45,31,297,9.6,127,24,1,1,2,85.1,0,0
Mario Haggan,1526,LB,16,DEN,1090,305,528,257,57.4,76.2,71.2,58.6,33.0,23,5,6,12,0,68,10,8,51,2,29,22,319,14.5,205,41,1,0,0,122.6,5,0
Tully Banta-Cain,1534,ED,15,NE,738,465,208,65,62.2,70.9,63.5,64.3,39.3,50,6,7,37,0,31,6,5,23,1,7,6,49,8.2,23,9,0,0,0,95.8,4,1
Chris Johnson,1539,CB,12,OAK,376,0,125,251,57.6,44.2,59.2,,60.6,0,0,0,0,0,16,0,3,1,0,40,17,261,15.4,51,46,3,2,5,68.9,8,1
Scott Shanle,1545,LB,14,NO,832,135,349,348,37.3,40.9,40.3,54.3,34.2,11,0,4,7,0,54,10,12,24,1,59,50,488,9.8,350,33,1,0,1,106.8,0,0
Gary Brackett,1569,LB,12,IND,765,33,320,412,73.1,59.2,84.8,65.5,79.5,4,1,3,0,0,52,15,4,30,0,24,17,171,10.1,86,25,1,0,2,104.7,1,0
Tony Brown,1574,DI,11,TEN,424,269,150,5,51.8,56.5,55.4,65.3,56.9,18,4,5,9,0,11,4,2,8,0,2,2,18,9.0,17,11,0,0,0,104.2,6,1
Jacques Cesaire,1582,DI,16,SD,607,351,256,0,51.3,49.2,41.7,54.8,66.8,18,2,2,14,0,25,4,4,21,0,0,0,0,,0,,0,0,0,0.0,1,0
Vinny Ciurciu,1584,LB,2,DET,15,0,12,3,64.9,62.3,75.1,,61.8,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Chris Clemons,1585,ED,16,SEA,844,485,311,48,82.0,67.4,61.3,84.8,76.5,72,12,9,51,3,22,5,3,24,1,3,2,12,6.0,5,9,0,0,1,74.3,7,0
Colin Cole,1589,DI,11,SEA,430,217,212,1,67.2,71.6,78.6,60.0,56.2,6,1,0,5,5,34,3,1,28,0,0,0,0,,0,,0,0,0,0.0,1,0
Stephen Cooper,1590,LB,12,SD,603,56,237,310,72.3,43.3,64.7,59.3,89.3,4,1,0,3,0,39,4,5,22,2,38,29,295,10.2,156,33,0,1,5,87.1,0,0
Joselio Hanson,1619,CB,15,PHI,665,44,189,432,70.6,72.0,79.9,43.9,71.7,4,0,0,4,0,26,3,2,10,0,53,35,322,9.2,190,75,5,1,7,106.0,1,0
Israel Idonije,1632,ED,16,CHI,833,524,295,14,68.0,64.8,79.6,67.4,64.0,48,10,9,29,3,21,10,0,28,4,1,1,9,9.0,4,9,0,0,0,104.2,5,0
Cullen Jenkins,1637,DI,11,GB,429,301,120,8,67.9,50.3,62.9,70.1,64.7,35,7,8,20,1,7,1,4,12,0,0,0,0,,0,,0,0,0,0.0,0,0
Quintin Mikell,1662,S,15,PHI,969,52,370,547,84.9,90.5,63.6,55.7,81.6,5,1,0,4,0,78,8,13,33,1,50,27,315,11.7,151,39,3,3,10,68.3,4,0
Shaun Smith,1702,DI,16,KC,436,205,231,0,66.1,73.2,80.2,53.9,60.2,9,1,0,8,0,29,15,1,26,0,0,0,0,,0,,0,0,0,0.0,2,1
Tracy White,1716,LB,1,NE,2,0,0,2,63.2,,,,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
DeAngelo Hall,1729,CB,16,WAS,1079,8,419,652,71.8,63.4,72.1,51.8,72.1,0,0,0,0,1,80,8,8,35,2,99,73,965,13.2,418,92,8,6,8,105.8,0,0
Dunta Robinson,1731,CB,15,ATL,829,0,285,544,74.6,60.9,69.7,,75.7,0,0,0,0,0,54,2,5,12,0,81,50,546,10.9,213,58,4,1,4,92.9,3,0
Jonathan Vilma,1733,LB,16,NO,955,134,395,426,49.0,48.4,72.6,58.3,52.6,14,4,4,6,0,67,17,9,46,2,44,31,350,11.3,222,34,4,1,1,114.8,1,0
Tommie Harris,1735,DI,15,CHI,544,360,184,0,62.0,59.1,73.9,58.5,60.0,17,1,1,15,1,9,2,1,7,0,1,0,0,,0,,0,0,0,39.6,0,0
D.J. Williams,1738,LB,16,DEN,1063,95,502,466,73.4,62.7,90.1,73.8,74.5,16,6,4,6,1,101,16,4,61,1,55,40,408,10.2,303,43,6,0,3,130.0,1,0
Will Smith,1739,ED,15,NO,782,465,316,1,64.2,57.7,54.3,69.9,57.2,44,6,4,34,5,27,6,4,24,1,1,0,0,,0,,0,1,0,0.0,3,1
Vince Wilfork,1742,DI,16,NE,765,424,336,5,68.5,74.5,76.5,56.0,70.2,17,2,2,13,1,46,6,5,37,0,2,0,0,,0,,0,0,1,39.6,3,0
Jason Babin,1748,ED,16,TEN,713,438,268,7,78.6,68.4,67.3,87.0,65.2,64,14,20,30,0,35,7,2,36,2,1,1,4,4.0,9,4,0,0,0,83.3,11,2
Chris Gamble,1749,CB,11,CAR,711,7,325,379,65.8,65.6,39.1,62.0,64.2,2,0,0,2,0,34,2,8,10,0,47,29,352,12.1,175,35,1,0,5,91.8,3,0
Karlos Dansby,1754,LB,14,MIA,846,75,348,423,77.9,61.5,86.7,80.5,78.5,11,3,1,7,1,75,12,5,45,2,54,35,313,8.9,210,43,3,0,3,98.8,0,0
Igor Olshansky,1756,DI,16,DAL,569,280,288,1,61.5,63.8,67.1,53.5,71.8,12,0,2,10,1,22,9,3,16,0,1,0,0,,0,,0,0,1,39.6,3,0
Junior Siavii,1757,DI,14,SEA,383,153,230,0,61.2,60.1,53.5,61.4,60.1,7,0,4,3,2,24,3,2,19,0,0,0,0,,0,,0,0,0,0.0,1,0
Daryl Smith,1760,LB,16,JAX,964,159,405,400,69.4,64.5,74.4,80.0,61.4,22,3,9,10,0,70,16,7,47,1,49,42,421,10.0,266,43,5,1,5,128.0,0,0
Travis LaBoy,1763,ED,14,SF,342,170,122,50,71.8,66.0,69.1,82.9,57.8,30,5,5,20,1,14,3,3,13,1,5,5,72,14.4,71,37,1,0,0,158.3,4,0
Bob Sanders,1765,CB,1,IND,10,0,3,7,54.9,60.0,,,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Tank Johnson,1768,DI,7,CIN,223,100,122,1,63.4,61.9,72.9,64.4,60.0,6,0,2,4,0,5,5,2,5,0,0,0,0,,0,,0,0,0,0.0,1,0
Keiwan Ratliff,1770,CB,3,CIN,63,4,7,52,57.5,61.2,70.0,67.8,55.5,0,0,0,0,0,9,1,1,3,0,11,11,127,11.5,62,46,1,0,0,145.1,0,0
Dwan Edwards,1772,ED,11,BUF,558,257,300,1,60.2,49.2,80.8,64.3,77.0,18,1,3,14,1,33,11,1,20,1,3,2,4,2.0,8,2,0,1,0,30.6,0,0
Madieu Williams,1777,S,14,MIN,801,12,320,469,40.6,60.8,61.8,66.6,32.4,3,1,0,2,0,61,7,11,15,1,28,18,332,18.4,105,67,2,1,2,114.0,0,0
Antwan Odom,1778,ED,4,CIN,158,109,47,2,61.8,66.3,45.4,55.9,60.5,7,0,0,7,1,3,2,2,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Shawntae Spencer,1779,CB,16,SF,1021,1,398,622,62.8,44.6,29.5,53.4,65.2,0,0,0,0,0,43,2,14,13,1,77,54,594,11.0,193,57,4,3,5,93.8,3,2
Sean Jones,1780,S,16,TB,938,47,397,494,60.5,68.3,60.4,73.8,53.4,9,1,2,6,0,55,16,13,16,0,25,12,159,13.3,93,43,0,1,2,51.9,2,0
Darnell Dockett,1785,DI,15,ARZ,903,479,416,8,52.1,40.3,70.8,66.6,76.0,35,5,11,19,1,38,5,2,35,1,2,2,6,3.0,1,4,0,0,0,79.2,3,0
Randy Starks,1792,DI,16,MIA,734,414,316,4,61.3,54.0,78.3,67.3,69.9,31,4,3,24,2,25,1,0,24,0,1,0,0,,0,,0,0,0,39.6,1,0
Darrion Scott,1809,DI,2,WAS,29,13,16,0,71.4,71.5,69.2,59.7,,1,0,1,0,0,2,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Matt Ware,1810,S,10,ARZ,86,1,34,51,51.1,54.4,59.6,58.0,53.9,0,0,0,0,0,5,0,1,2,0,5,5,20,4.0,1,11,2,0,0,122.9,0,0
Tony Hargrove,1812,DI,14,NO,438,261,174,3,66.7,72.6,76.3,58.4,59.8,12,1,3,8,0,20,5,0,14,1,0,0,0,,0,,0,0,0,0.0,3,1
Keyaron Fox,1814,LB,4,PIT,55,5,10,40,80.1,72.1,48.1,64.7,79.8,1,0,0,1,0,4,2,2,2,0,9,6,41,6.8,36,16,0,0,2,76.6,1,0
Landon Johnson,1817,LB,11,DET,376,24,159,193,55.5,61.1,80.7,55.4,52.0,3,0,0,3,0,33,5,2,15,1,23,19,176,9.3,96,26,1,0,0,113.0,0,0
Reggie Torbor,1818,LB,10,BUF,411,47,241,123,64.0,53.4,85.3,62.0,75.9,6,1,1,4,0,27,8,2,13,0,12,8,83,10.4,52,26,0,0,2,86.5,0,0
Shaun Phillips,1819,ED,16,SD,909,419,373,117,70.9,67.1,63.5,65.2,69.8,39,11,2,26,5,37,8,5,39,0,14,11,112,10.2,81,19,0,1,1,70.2,1,0
Demorrio Williams,1822,ED,13,KC,142,93,28,21,67.4,73.9,61.8,63.6,69.6,10,1,1,8,0,7,0,1,5,0,3,1,4,4.0,2,4,0,0,0,42.4,2,0
Isaac Sopoaga,1825,DI,16,SF,569,264,305,0,45.6,51.1,56.0,47.9,57.2,12,2,2,8,1,21,7,3,19,0,1,1,4,4.0,11,4,0,0,0,83.3,1,0
Nathan Vasher,1831,CB,13,DET,338,2,124,212,67.7,67.9,29.8,48.8,67.0,0,0,0,0,0,14,3,6,4,0,31,16,210,13.1,102,52,1,1,1,70.6,1,0
Will Allen,1832,S,6,PIT,43,0,11,32,60.1,61.1,58.1,,63.0,0,0,0,0,0,3,0,1,0,0,2,2,32,16.0,1,22,0,0,0,118.8,1,0
Niko Koutouvides,1837,LB,2,TB,2,0,2,0,60.6,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Robert Geathers,1838,ED,16,CIN,796,450,337,9,53.1,57.5,77.8,55.8,52.0,26,1,4,21,2,22,7,3,16,1,2,2,22,11.0,12,13,0,0,0,112.5,4,0
Jared Allen,1847,ED,16,MIN,934,549,365,20,72.7,48.3,74.0,72.6,68.2,66,11,14,41,3,35,7,2,34,1,11,8,27,3.4,31,11,0,2,1,35.6,0,0
Brandon Chillar,1851,LB,8,GB,130,15,25,90,46.3,53.3,51.5,64.4,44.5,1,1,0,0,0,10,3,2,3,0,20,14,135,9.6,65,21,1,1,0,84.4,2,1
Dave Ball,1854,ED,11,TEN,432,256,169,7,58.7,50.3,77.8,70.4,67.2,26,7,4,15,3,12,3,0,16,0,0,0,0,,0,,0,0,0,0.0,5,0
Antonio Smith,1856,ED,16,HST,902,546,352,4,57.3,40.8,51.7,74.9,72.5,64,3,18,43,2,22,6,7,19,1,0,0,0,,0,,0,0,0,0.0,8,0
Erik Coleman,1864,S,4,ATL,145,4,48,93,46.3,70.0,50.8,48.6,43.5,0,0,0,0,0,14,4,4,8,0,5,5,109,21.8,26,52,0,0,0,118.8,0,0
Amon Gordon,1879,DI,4,SEA,73,38,35,0,51.7,53.8,69.5,52.6,,0,0,0,0,0,2,0,2,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Corey Williams,1897,DI,16,DET,773,447,323,3,59.6,59.3,70.1,70.1,68.0,31,3,7,21,2,26,6,3,24,1,3,2,-6,-3.0,3,0,0,1,0,30.6,14,1
Craig Terrill,1907,DI,12,SEA,323,168,153,2,53.1,57.4,72.1,55.0,58.3,5,0,3,2,1,3,4,1,1,0,2,1,4,4.0,7,4,0,0,0,56.3,2,1
Nathan Jones,1921,S,16,DEN,581,28,212,341,61.5,71.8,88.5,57.4,57.5,6,0,2,4,0,48,2,2,13,0,49,38,412,10.8,143,48,1,0,2,108.5,0,0
Bobby McCray,1963,ED,1,PHI,22,17,2,3,66.4,60.0,,64.3,60.3,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Adams,1972,S,15,CLV,306,14,58,234,61.0,70.8,74.6,82.2,56.3,4,1,2,1,0,30,2,3,10,0,40,29,282,9.7,98,22,3,2,3,96.0,0,0
Eric Alexander,1973,ED,2,CLV,3,0,2,1,61.0,60.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jordan Babineaux,1980,S,16,SEA,440,47,116,277,73.5,56.7,68.3,78.5,70.7,11,2,2,7,2,27,6,5,16,1,37,22,193,8.8,91,27,2,2,2,68.9,1,1
Randall Gay,2050,CB,4,NO,59,2,11,46,62.9,66.3,79.3,72.0,59.4,1,0,0,1,0,2,2,0,0,0,4,4,48,12.0,18,16,0,0,0,116.7,0,0
Jabari Greer,2057,CB,14,NO,749,2,284,463,73.2,52.7,52.2,74.6,74.7,1,0,0,1,0,55,4,10,16,0,82,54,701,13.0,258,68,5,2,9,102.7,2,1
Spencer Johnson,2084,ED,14,BUF,491,199,291,1,64.1,57.6,75.1,70.2,56.9,11,2,1,8,3,40,9,1,29,1,1,1,15,15.0,13,15,0,0,0,118.8,0,0
Tommy Kelly,2093,DI,16,OAK,835,454,376,5,62.1,58.0,80.3,75.9,59.0,43,7,7,29,1,34,15,2,27,0,1,1,9,9.0,5,9,0,0,0,104.2,10,2
Benny Sapp,2170,CB,16,MIA,587,18,177,392,61.2,64.6,64.6,89.3,57.9,5,0,2,3,1,35,5,4,13,0,59,35,456,13.0,174,44,2,2,5,80.9,2,1
George Wilson,2210,S,15,BUF,256,6,141,109,70.3,59.3,40.2,76.3,69.6,1,0,0,1,0,14,0,5,9,0,9,5,64,12.8,32,17,0,2,2,38.4,0,0
Braylon Edwards,2220,WR,1,NYJ,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,1,39.6,8,2
Adam Jones,2223,CB,5,CIN,165,0,47,118,74.0,72.9,84.1,,72.6,0,0,0,0,0,11,2,0,3,1,16,10,162,16.2,57,43,2,1,1,109.9,0,0
Antrel Rolle,2225,S,16,NYG,991,77,355,559,49.7,72.5,76.3,82.9,35.6,17,1,8,8,1,72,9,11,30,0,36,28,394,14.1,234,80,2,1,1,119.2,3,0
Carlos Rogers,2226,CB,12,WAS,760,39,261,460,63.0,72.5,62.0,40.1,62.5,2,0,0,2,0,46,5,5,16,1,72,50,569,11.4,260,48,3,2,5,95.2,1,0
DeMarcus Ware,2228,ED,16,DAL,926,509,354,63,88.0,62.9,75.2,90.8,76.7,78,15,8,55,0,42,4,3,50,2,11,7,27,3.9,26,13,0,0,0,67.6,6,3
Shawne Merriman,2229,LB,3,BUF,43,20,17,6,73.6,56.3,76.5,63.5,90.1,2,0,0,2,0,5,0,0,3,0,2,2,7,3.5,2,4,0,0,0,81.3,0,0
Derrick Johnson,2232,LB,16,KC,1030,82,384,564,90.1,82.3,68.8,68.2,87.4,10,1,0,9,4,101,11,12,49,3,78,52,478,9.2,410,31,0,1,11,77.8,1,0
Travis Johnson,2233,DI,9,SD,194,103,91,0,52.4,55.7,43.9,53.9,,4,1,1,2,0,7,2,1,5,0,0,0,0,,0,,0,0,0,0.0,1,0
Marcus Spears,2237,DI,8,DAL,259,100,156,3,66.2,72.4,58.1,52.4,56.2,3,0,1,2,0,16,4,3,11,0,1,1,14,14.0,10,14,0,0,0,118.8,0,0
Fabian Washington,2240,CB,12,BLT,511,0,199,312,58.4,67.2,29.1,,56.0,0,0,0,0,0,29,1,5,5,0,51,35,535,15.3,219,43,3,0,5,122.6,0,0
Luis Castillo,2245,DI,16,SD,614,356,258,0,53.1,53.2,76.8,51.9,60.9,18,3,0,15,0,16,4,1,16,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Patterson,2248,DI,15,PHI,548,262,285,1,67.6,67.6,78.6,59.9,61.5,10,2,0,8,0,28,8,1,22,0,1,1,20,20.0,13,20,0,0,0,118.8,1,0
Brodney Pool,2251,S,15,NYJ,737,52,268,417,70.4,73.8,68.7,48.5,69.9,6,1,1,4,0,39,9,6,16,1,26,11,107,9.7,31,21,0,1,8,38.5,3,0
Barrett Ruud,2253,LB,16,TB,1023,101,437,485,60.5,53.5,77.9,47.9,69.6,5,2,1,2,0,82,19,8,41,2,45,31,313,10.1,222,37,1,1,2,86.6,0,0
Shaun Cody,2254,DI,16,HST,485,237,248,0,60.9,55.7,78.1,60.4,66.5,12,0,1,11,0,24,13,1,20,0,1,1,2,2.0,5,2,0,0,0,79.2,0,0
Stanford Routt,2255,CB,16,OAK,980,6,421,553,56.8,53.3,69.5,76.1,57.0,2,0,0,2,0,49,3,4,8,0,99,42,629,15.0,230,56,4,2,10,69.0,11,1
Josh Bullocks,2257,S,5,CHI,43,0,18,25,54.9,60.2,43.0,,54.9,0,0,0,0,0,3,0,1,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Kevin Burnett,2259,LB,16,SD,965,59,393,513,71.8,68.8,68.6,87.6,66.0,13,6,1,6,0,85,9,11,59,2,73,54,596,11.0,479,58,1,2,2,90.9,2,0
Corey Webster,2260,CB,15,NYG,915,4,336,575,66.2,64.4,62.3,81.2,64.4,2,0,0,2,0,44,4,4,8,0,81,44,695,15.8,180,48,6,4,6,87.2,0,0
Lofa Tatupu,2262,LB,16,SEA,1074,96,431,547,59.1,64.7,52.8,47.3,58.9,9,2,1,6,0,63,14,14,37,2,57,42,506,12.0,296,45,1,1,7,99.0,1,0
Matt Roth,2263,ED,16,CLV,1014,397,483,134,63.5,65.9,72.9,69.6,45.5,54,3,11,40,1,52,16,6,30,0,19,16,124,7.8,93,17,0,0,1,93.9,6,0
Ronald Bartell,2267,CB,15,SL,852,8,294,550,68.4,57.2,62.1,69.9,68.4,2,0,0,2,1,51,5,7,16,1,96,50,540,10.8,204,41,2,0,6,75.9,7,1
Nick Collins,2268,S,16,GB,965,26,368,571,70.8,68.6,71.6,87.3,70.7,7,0,3,4,0,52,6,6,9,0,32,12,285,23.8,115,66,1,4,6,41.3,3,0
Jonathan Babineaux,2276,DI,15,ATL,742,462,266,14,65.1,48.4,53.8,72.3,67.7,32,4,4,24,1,19,4,7,18,1,1,0,0,,0,,0,1,0,0.0,0,0
Kelvin Hayden,2277,CB,11,IND,666,0,286,380,75.0,64.8,55.1,,76.2,0,0,0,0,0,45,10,8,16,1,57,38,438,11.5,183,61,3,2,4,92.6,4,0
Bryant McFadden,2279,CB,16,PIT,894,7,295,592,63.2,75.0,71.4,91.4,57.6,3,2,0,1,0,72,5,5,26,1,109,76,816,10.7,201,67,6,2,6,102.1,3,0
Matt McCoy,2280,LB,1,SEA,3,0,3,0,64.5,61.3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
O.J. Atogwe,2283,S,16,SL,975,62,354,559,70.0,80.3,89.8,90.9,57.1,15,3,5,7,2,65,8,5,16,2,39,23,336,14.6,120,31,2,3,1,72.2,4,0
Channing Crowder,2287,LB,11,MIA,503,43,270,190,74.3,83.9,84.9,55.0,60.8,3,0,1,2,0,38,3,2,29,0,21,15,214,14.3,148,53,1,0,2,119.9,1,0
Justin Tuck,2291,ED,16,NYG,830,499,294,37,81.3,63.4,56.2,79.8,77.9,55,13,9,33,2,36,13,6,43,4,7,5,10,2.0,20,11,0,0,1,74.1,1,0
Karl Paymah,2293,CB,1,HST,1,0,0,1,60.4,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Kirk Morrison,2295,LB,16,JAX,737,62,371,304,65.4,69.4,91.6,62.8,56.7,7,0,3,4,1,69,10,1,43,0,23,19,173,9.1,76,25,3,0,0,137.6,1,0
Ellis Hobbs,2301,CB,7,PHI,452,1,176,275,48.2,62.3,34.5,54.7,48.2,0,0,0,0,0,19,0,3,4,0,36,19,265,13.9,75,42,4,1,3,102.2,5,0
Sione Pouha,2305,DI,15,NYJ,555,237,306,12,81.9,81.3,71.9,61.4,71.4,9,2,0,7,3,38,11,1,28,0,0,0,0,,0,,0,0,1,0.0,0,0
Sean Considine,2319,S,11,JAX,411,24,142,245,45.8,52.9,47.0,76.2,42.3,3,1,0,2,2,34,6,10,14,1,22,19,205,10.8,64,45,2,1,1,116.9,1,0
Travis Daniels,2321,CB,8,KC,78,1,19,58,63.6,56.3,81.8,59.0,67.9,0,0,0,0,0,5,1,0,1,0,10,4,39,9.8,12,20,0,1,1,12.1,2,1
Vincent Fuller,2325,CB,11,TEN,336,23,74,239,59.5,59.0,64.6,50.0,60.4,2,0,1,1,0,26,2,3,7,0,33,26,310,11.9,165,41,1,1,1,103.3,0,0
Kerry Rhodes,2340,S,16,ARZ,1130,34,520,576,65.7,49.2,61.6,75.0,73.0,8,1,4,3,1,79,8,15,15,0,31,18,248,13.8,94,53,1,4,7,55.0,2,0
Brady Poppinga,2342,ED,5,GB,106,41,34,31,73.1,75.6,63.7,65.4,61.1,3,1,0,2,0,7,5,1,7,0,4,3,42,14.0,35,30,0,0,0,108.3,1,0
Chauncey Davis,2345,ED,16,ATL,386,195,174,17,65.6,62.7,77.2,57.8,67.3,16,1,1,14,1,18,2,0,12,0,1,0,0,,0,,0,1,0,0.0,0,0
Chris Canty,2349,DI,16,NYG,611,340,267,4,72.1,69.5,62.7,68.3,47.9,21,1,4,16,4,24,3,3,20,0,1,1,1,1.0,8,1,0,0,0,79.2,0,0
James Sanders,2350,S,15,NE,780,23,268,489,60.5,53.6,68.1,69.1,61.0,5,0,0,5,0,37,17,9,4,0,36,22,268,12.2,129,33,3,3,3,77.1,1,0
Matt Giordano,2352,S,2,NO,10,0,3,7,56.7,60.0,38.5,,55.1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Ronald Fields,2354,DI,16,DEN,298,112,186,0,54.7,54.8,64.2,58.5,,5,0,1,4,0,11,6,1,8,0,0,0,0,,0,,0,0,0,0.0,2,0
Trent Cole,2363,ED,15,PHI,876,499,335,42,82.6,78.6,67.5,84.4,59.6,77,10,15,52,1,45,9,6,42,2,11,7,39,5.6,29,11,0,0,0,69.9,10,2
Eric King,2373,CB,6,DET,112,8,22,82,63.3,79.6,38.6,57.9,60.5,2,0,0,2,0,7,0,3,2,0,7,5,56,11.2,44,26,0,0,0,94.9,0,0
Gerald Sensabaugh,2374,S,16,DAL,918,9,373,536,68.8,73.7,66.0,90.6,61.9,4,2,0,2,0,60,3,7,30,0,42,24,292,12.2,150,58,1,5,3,47.0,0,0
Michael Boley,2377,LB,16,NYG,940,108,317,515,70.0,56.5,90.3,72.3,74.6,16,1,7,8,1,56,11,2,29,0,56,42,365,8.7,234,35,1,0,1,97.7,1,0
Tyjuan Hagler,2390,LB,9,IND,307,9,108,190,63.3,35.5,68.2,61.0,80.3,2,1,0,1,0,45,7,5,20,0,34,31,212,6.8,160,14,0,1,2,80.4,0,0
Anthony Bryant,2395,DI,6,WAS,165,75,87,3,60.6,64.1,74.2,53.6,52.3,1,0,0,1,0,4,2,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Montgomery,2397,ED,1,GB,3,2,1,0,59.1,60.0,,58.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Chris Harris,2398,S,16,CHI,858,21,308,529,57.4,79.6,68.0,89.4,43.6,5,0,2,3,1,55,6,8,11,0,34,20,284,14.2,79,53,3,5,1,75.7,0,0
Eric Moore,2403,ED,4,NE,181,99,51,31,71.9,52.1,46.1,73.3,73.6,12,2,1,9,1,7,3,2,8,2,0,0,0,,0,,0,0,0,0.0,0,0
C.C. Brown,2405,S,14,DET,585,11,226,348,52.4,40.2,29.9,88.7,55.2,3,0,1,2,0,32,3,11,9,1,18,9,138,15.3,63,29,0,0,3,75.7,0,0
Jovan Haye,2406,DI,14,TEN,470,256,213,1,46.3,48.7,62.3,53.3,56.1,6,0,2,4,1,25,2,1,16,0,0,0,0,,0,,0,0,0,0.0,3,1
C.J. Mosley,2408,DI,8,JAX,56,18,38,0,43.4,44.4,67.3,54.2,,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Kevin Vickerson,2433,DI,15,DEN,432,206,225,1,53.2,53.9,79.7,51.6,72.8,10,2,1,7,1,28,6,3,22,1,2,0,0,,0,,0,1,0,0.0,2,0
Rod Wilson,2437,LB,3,CHI,30,2,17,11,28.9,29.2,80.1,55.9,47.9,0,0,0,0,0,5,1,0,2,0,2,1,15,15.0,11,15,0,0,0,75.0,0,0
Jay Ratliff,2441,DI,16,DAL,720,467,246,7,63.2,43.3,79.4,79.8,47.3,34,4,4,26,2,20,4,3,16,1,1,1,2,2.0,6,2,0,0,0,79.2,3,0
Hamza Abdullah,2448,S,2,ARZ,9,0,2,7,68.9,60.0,76.7,,61.5,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jonathan Fanene,2450,ED,2,CIN,32,17,15,0,61.5,58.0,69.9,63.3,,2,0,0,2,0,2,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Lorenzo Alexander,2476,ED,16,WAS,637,230,271,136,50.6,42.9,42.9,59.5,53.8,20,2,5,13,0,27,9,8,12,1,24,14,91,6.5,80,12,0,0,2,66.5,0,0
Atari Bigby,2496,S,4,GB,72,1,29,42,62.6,67.5,80.7,58.0,59.7,0,0,0,0,0,3,0,1,1,0,6,4,44,11.0,8,21,0,0,0,88.2,0,0
