player,player_id,position,player_game_count,team_name,snap_counts_offense,snap_counts_pass,snap_counts_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_ce,snap_counts_rg,snap_counts_rt,grades_offense,grades_pass_block,grades_run_block,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,penalties,declined_penalties
Santana Moss,786,WR,12,WAS,213,0,0,213,0,0,0,0,0,70.2,,71.5,0,0,0,0,2,0
Steve Hutchinson,787,G,14,MIN,889,0,535,354,0,907,0,0,0,81.2,82.0,76.0,2,1,9,12,4,1
Jeff Backus,788,T,16,DET,1084,0,748,336,1121,0,0,0,0,75.4,73.4,73.2,7,4,36,47,11,4
Reggie Wayne,800,WR,16,IND,375,0,0,375,0,0,0,0,0,76.3,,65.7,0,0,0,0,2,0
Todd Heap,801,TE,10,ARZ,143,0,8,135,0,0,0,0,0,71.0,75.3,85.2,0,0,0,0,2,0
Drew Brees,802,QB,16,NO,1102,722,0,380,0,0,0,0,0,93.0,,60.0,4,1,5,10,5,0
Chad Johnson,806,WR,15,NE,81,0,0,81,0,0,0,0,0,65.1,,60.0,0,0,0,0,2,0
Matt Light,818,T,15,NE,1033,0,632,401,1055,0,0,0,0,78.1,75.0,72.4,4,7,24,35,5,0
Dominic Raiola,820,C,16,DET,1094,0,750,344,0,0,1133,0,0,68.2,81.9,62.5,4,0,10,14,5,0
Adrian Wilson,831,S,3,ARZ,5,0,0,5,0,0,0,0,0,60.0,,60.0,0,0,0,0,6,0
Steve Smith,837,WR,16,CAR,330,0,1,329,0,0,0,0,0,83.3,65.7,64.7,0,0,0,0,7,0
Kareem McKenzie,840,T,16,NYG,1076,0,659,417,0,0,0,0,1102,64.4,53.2,74.6,6,6,47,59,3,2
Roberto Garza,856,C,16,CHI,1007,0,576,431,0,0,1045,0,0,58.0,70.2,56.4,1,2,15,18,2,0
Moran Norris,865,FB,5,SF,87,0,10,77,0,0,0,0,0,70.9,79.4,70.4,0,0,0,0,0,0
Ryan Diem,867,G,11,IND,607,0,358,249,0,0,0,565,60,62.8,58.8,62.4,2,8,14,24,1,0
Russ Hochstein,890,G,2,DEN,69,0,24,45,0,0,0,68,0,60.9,60.2,59.4,0,0,2,2,0,0
A.J. Feeley,893,QB,5,SL,189,113,0,76,0,0,0,0,0,50.0,,60.0,0,0,0,0,2,0
David Martin,916,TE,3,BUF,32,0,4,28,0,0,0,0,0,57.0,70.3,54.8,0,0,0,0,0,0
T.J. Houshmandzadeh,921,WR,9,OAK,52,0,0,52,0,0,0,0,0,60.9,,57.0,0,0,0,0,0,0
Bryant McKinnie,1015,T,16,BLT,1080,0,621,459,1111,0,0,0,0,70.2,75.5,61.3,7,9,24,40,7,2
Donte' Stallworth,1020,WR,11,WAS,93,0,1,92,0,0,0,0,0,68.2,65.7,66.1,0,0,0,0,1,0
Jeremy Shockey,1021,TE,15,CAR,311,0,56,255,14,0,0,0,4,85.0,56.6,80.4,0,0,7,7,4,0
Daniel Graham,1028,TE,16,TEN,201,0,18,183,0,0,0,0,0,63.5,77.6,71.1,0,0,0,0,5,0
Marc Colombo,1036,T,16,MIA,1016,0,567,449,1,0,0,0,1032,60.9,55.5,65.3,9,9,35,53,3,1
Jabar Gaffney,1040,WR,16,WAS,255,0,1,254,0,0,0,0,0,76.0,65.7,66.0,0,0,0,0,1,0
Andre Gurode,1044,G,7,BLT,421,0,250,171,0,378,16,43,0,57.7,45.2,69.1,1,7,9,17,5,0
Maurice Morris,1061,HB,15,DET,47,0,43,4,0,0,0,0,0,57.1,76.2,58.7,1,0,2,3,1,0
Deion Branch,1072,WR,15,NE,278,0,0,278,0,0,0,0,0,68.7,,68.1,0,0,0,0,2,0
Josh McCown,1085,QB,3,CHI,133,74,0,59,0,0,0,0,0,50.1,,60.0,0,1,0,1,2,0
Justin Peelle,1104,TE,14,SF,133,0,15,118,4,0,0,0,0,60.3,63.5,65.8,0,0,1,1,2,0
Randy McMichael,1114,TE,16,SD,498,0,151,347,0,0,0,0,2,80.3,77.1,75.5,2,0,3,5,3,0
Jonathan Goodwin,1146,C,16,SF,1022,0,549,473,0,0,1060,0,0,67.2,63.9,66.5,5,5,13,23,2,0
John Gilmore,1176,TE,14,NO,292,0,85,207,0,0,0,0,0,78.8,79.4,77.8,0,1,0,1,2,0
Chester Taylor,1182,HB,12,ARZ,49,0,48,1,0,0,0,0,0,56.9,70.8,60.0,0,0,2,2,0,0
Kyle Kosier,1208,G,16,DAL,1018,0,618,400,0,0,0,1051,0,70.5,69.2,67.0,3,4,17,24,3,2
Rock Cartwright,1211,HB,7,OAK,20,0,5,15,0,0,0,0,0,50.4,60.3,61.6,0,0,1,1,0,0
Artis Hicks,1254,G,6,CLV,191,0,132,59,0,0,0,0,193,57.3,49.0,75.3,0,3,11,14,2,1
Shaun Hill,1255,QB,2,DET,21,3,0,18,0,0,0,0,0,66.7,,60.0,0,0,0,0,0,0
Corey McIntyre,1278,FB,16,BUF,89,0,14,75,0,0,0,0,0,74.1,80.5,73.2,0,0,0,0,1,0
Brandon Moore,1284,G,16,NYJ,1078,0,647,431,0,0,0,1116,0,75.7,80.7,71.4,0,0,14,14,5,0
Tony Wragge,1315,C,9,SL,559,0,339,220,0,66,508,0,0,55.6,61.9,56.0,3,0,10,13,3,0
Carson Palmer,1317,QB,10,OAK,627,374,0,253,0,0,0,0,0,66.3,,60.0,1,1,2,4,2,0
Andre Johnson,1319,WR,7,HST,156,0,0,156,0,0,0,0,0,82.1,,71.8,0,0,0,0,1,0
Jordan Gross,1324,T,15,CAR,965,0,591,374,958,0,0,0,2,85.0,76.2,88.0,4,6,30,40,5,0
Troy Polamalu,1332,S,4,PIT,10,0,0,10,0,0,0,0,0,60.5,,60.8,0,0,0,0,3,0
Bryant Johnson,1333,WR,15,HST,114,0,2,112,0,0,0,0,0,66.4,67.2,90.4,0,0,0,0,1,0
Kyle Boller,1335,QB,2,OAK,76,39,0,37,0,0,0,0,0,35.4,,60.1,1,0,0,1,0,0
Jeff Faine,1337,C,15,TB,925,0,628,297,0,0,942,0,0,60.9,73.3,52.8,2,3,10,15,3,0
Rex Grossman,1338,QB,13,WAS,852,515,1,336,0,0,0,0,0,59.1,60.9,60.0,2,2,3,7,12,0
Willis McGahee,1339,HB,15,DEN,60,0,28,32,0,0,0,0,0,77.2,61.8,59.7,0,0,1,1,1,0
Dallas Clark,1340,TE,11,IND,243,0,58,185,0,0,0,0,0,62.3,55.4,61.0,2,1,2,5,1,1
Anquan Boldin,1369,WR,14,BLT,329,0,0,329,0,0,0,0,0,72.4,,68.8,0,0,0,0,1,0
Jason Witten,1384,TE,16,DAL,461,0,61,400,11,0,0,0,1,78.7,72.1,77.1,0,0,3,3,3,0
Nate Burleson,1386,WR,16,DET,273,0,0,273,0,0,0,0,0,62.3,,67.8,0,0,0,0,6,1
Wayne Hunter,1388,T,16,NYJ,1082,0,647,435,0,0,0,0,1118,59.8,53.5,71.8,11,11,32,54,11,0
Wade Smith,1393,G,16,HST,1083,0,535,548,0,1099,0,0,0,70.0,72.7,65.5,3,3,15,21,2,0
Derrick Dockery,1396,G,3,DAL,130,0,90,40,0,131,0,2,0,57.4,74.7,57.6,0,1,2,3,2,0
Visanthe Shiancoe,1406,TE,16,MIN,398,0,61,337,0,0,0,0,0,69.4,79.1,68.7,0,0,1,1,8,2
Montrae Holland,1415,G,10,DAL,621,0,361,260,0,641,0,0,0,76.0,75.0,77.2,2,1,9,12,5,0
Seneca Wallace,1422,QB,6,CLV,185,122,0,63,0,0,0,0,0,62.4,,60.0,1,0,0,1,0,0
Brandon Lloyd,1436,WR,15,SL,261,1,0,260,0,0,0,0,0,82.4,,61.5,0,0,0,0,2,0
Ovie Mughelli,1445,FB,7,ATL,104,0,13,91,0,0,0,0,0,54.9,80.8,58.8,0,0,0,0,0,0
Donald Lee,1465,TE,9,CIN,161,0,30,131,0,0,0,0,0,67.5,63.9,64.0,0,2,1,3,3,1
David Diehl,1468,G,16,NYG,1075,0,659,416,417,684,0,0,0,50.4,36.1,60.0,9,8,48,65,4,0
Dan Koppen,1471,C,1,NE,32,0,20,12,0,0,33,0,0,74.4,79.9,72.8,0,0,0,0,0,0
Tony Pashos,1478,T,12,CLV,780,0,504,276,0,0,0,0,797,73.7,76.6,69.7,7,0,15,22,7,1
Jeremy Bridges,1488,T,12,ARZ,510,0,333,177,13,0,0,0,507,64.6,59.0,72.3,7,3,16,26,4,0
Kevin Walter,1549,WR,15,HST,330,0,6,324,0,0,0,0,0,70.3,51.9,75.5,0,0,1,1,3,0
Kris Dielman,1599,G,6,SD,419,0,248,171,0,432,0,0,0,81.7,83.5,75.4,0,1,4,5,0,0
Antonio Gates,1609,TE,13,SD,271,0,5,266,2,0,0,0,1,79.6,39.4,65.2,0,0,1,1,2,0
Adam Goldberg,1612,T,13,SL,613,0,369,244,253,0,0,0,380,64.8,62.2,63.0,6,6,15,27,1,0
Earnest Graham,1613,HB,7,TB,42,0,31,11,0,0,0,0,0,69.1,85.5,56.9,0,0,0,0,0,0
Will Heller,1623,TE,16,DET,173,0,44,129,0,0,0,0,0,62.7,78.3,63.2,0,1,0,1,1,0
Jamaal Jackson,1635,C,5,PHI,17,0,9,8,1,2,13,0,1,68.7,78.5,66.7,0,0,0,0,0,0
Kassim Osgood,1676,WR,11,JAX,89,0,1,88,0,0,0,0,0,61.4,62.3,68.4,0,0,0,0,0,0
Brett Romberg,1692,C,1,ATL,14,0,7,7,0,0,0,14,0,70.9,78.2,66.7,0,0,0,0,0,0
Tony Romo,1693,QB,16,DAL,947,585,0,362,0,0,0,0,0,74.6,,60.0,3,1,3,7,5,0
Jerheme Urban,1709,WR,6,KC,50,0,9,41,0,0,0,0,0,54.2,81.0,60.3,0,0,0,0,0,0
Eli Manning,1722,QB,16,NYG,1051,660,0,391,0,0,0,0,0,81.0,,60.0,1,3,4,8,8,0
Robert Gallery,1723,G,12,SEA,766,0,432,334,0,795,0,0,0,58.9,64.1,60.0,3,7,11,21,8,0
Larry Fitzgerald,1724,WR,16,ARZ,353,0,0,353,0,0,0,0,0,89.8,,79.8,0,0,0,0,3,0
Philip Rivers,1725,QB,16,SD,1060,656,0,404,0,0,0,0,0,78.5,,60.0,6,0,2,8,3,0
Kellen Winslow,1727,TE,16,TB,243,0,29,214,0,0,0,0,0,67.4,79.3,59.7,0,0,0,0,7,0
Roy Williams,1728,WR,15,CHI,261,0,0,261,0,0,0,0,0,70.9,,70.4,0,0,0,0,0,0
Ben Roethlisberger,1732,QB,15,PIT,971,596,2,373,0,0,0,0,0,75.2,70.7,60.0,2,0,3,5,2,0
Lee Evans,1734,WR,9,BLT,101,0,0,101,0,0,0,0,0,53.1,,60.5,0,0,0,0,0,0
Michael Clayton,1736,WR,5,NYG,11,0,0,11,0,0,0,0,0,43.9,,55.3,0,0,0,0,1,0
Vernon Carey,1740,G,15,MIA,840,0,472,368,0,0,0,856,1,71.5,67.5,69.4,3,7,15,25,1,0
J.P. Losman,1743,QB,2,MIA,28,17,0,11,0,0,0,0,0,51.8,,60.0,0,0,0,0,0,0
Steven Jackson,1745,HB,15,SL,146,0,129,17,0,0,0,0,0,70.0,72.7,57.3,1,2,6,9,0,0
Michael Jenkins,1750,WR,11,MIN,197,0,1,196,0,0,0,0,0,66.3,65.7,63.5,0,0,0,0,4,0
Benjamin Watson,1753,TE,13,CLV,299,0,63,236,4,0,0,0,1,63.9,80.4,63.5,0,0,1,1,3,0
Chris Snee,1755,G,15,NYG,985,0,607,378,0,0,0,1009,0,65.1,65.6,64.6,4,7,18,29,7,3
Devery Henderson,1771,WR,16,NO,238,0,2,236,0,0,0,0,0,59.6,67.2,75.1,0,0,0,0,1,0
Greg Jones II,1776,FB,16,JAX,316,0,28,288,0,0,0,0,0,74.8,72.9,75.7,0,0,1,1,0,0
Kris Wilson,1782,TE,10,BLT,20,0,2,18,0,0,0,0,0,57.3,69.5,59.3,0,0,0,0,0,0
Keary Colbert,1783,WR,7,KC,34,0,0,34,0,0,0,0,0,54.1,,74.5,0,0,0,0,0,0
Nick Hardwick,1787,C,16,SD,1050,0,635,415,0,0,1072,0,0,69.7,84.6,61.3,0,2,7,9,1,0
Ben Hartsock,1789,TE,15,CAR,60,0,12,48,0,0,0,0,1,52.9,76.4,61.2,0,0,0,0,0,0
Max Starks,1796,T,12,PIT,786,0,457,329,807,0,0,0,0,69.9,71.2,64.8,5,5,19,29,5,0
Bernard Berrian,1799,WR,5,MIN,72,0,0,72,0,0,0,0,0,55.9,,71.2,0,0,0,0,0,0
Chris Cooley,1802,TE,5,WAS,113,0,13,100,0,0,0,0,0,58.0,57.6,55.5,0,0,1,1,0,0
Stephen Peterman,1804,G,16,DET,1103,0,751,352,0,0,0,1142,0,71.5,77.0,65.8,2,4,13,19,5,1
Sean Locklear,1805,T,6,WAS,284,0,214,70,190,0,0,0,102,65.0,62.3,62.0,4,1,12,17,2,0
Matt Schaub,1811,QB,10,HST,666,325,0,341,0,0,0,0,0,78.5,,60.0,3,1,1,5,0,0
Travelle Wharton,1815,G,16,CAR,1000,0,622,378,67,958,0,0,0,77.6,62.9,82.5,3,3,30,36,3,1
Isaac Sopoaga,1825,DI,9,SF,38,0,0,38,0,0,0,0,0,90.7,,87.7,0,0,0,0,1,0
Luke McCown,1827,QB,4,JAX,127,65,0,62,0,0,0,0,0,38.3,,60.0,0,0,1,1,0,0
Jerricho Cotchery,1829,WR,12,PIT,73,0,0,73,0,0,0,0,0,74.0,,91.4,0,0,0,0,0,0
Mewelde Moore,1840,HB,12,PIT,51,0,42,9,0,0,0,0,0,68.9,81.5,57.2,1,0,1,2,1,0
Stacy Andrews,1844,T,9,NYG,54,0,5,49,3,0,0,0,1,52.0,39.7,64.7,1,0,0,1,1,0
Jacob Bell,1859,G,12,SL,713,0,442,271,0,740,0,0,0,63.8,64.1,65.7,4,3,12,19,4,0
Jake Scott,1862,G,16,TEN,1022,0,643,379,0,0,0,1045,0,76.3,82.4,68.2,2,1,11,14,3,0
Michael Turner,1873,HB,16,ATL,89,0,78,11,0,0,0,0,0,71.5,75.5,61.1,0,1,0,1,1,0
Rex Hadnot,1892,G,16,ARZ,985,0,629,356,0,0,0,1009,0,65.4,63.8,63.9,3,2,31,36,2,0
Patrick Crayton,1932,WR,14,SD,113,0,2,111,0,0,0,0,0,56.4,68.2,64.9,0,0,0,0,2,0
Derrick Ward,1949,HB,5,HST,4,0,1,3,0,0,0,0,0,73.8,70.7,59.2,0,0,0,0,0,0
Eugene Amano,1953,C,16,TEN,1021,0,642,379,0,0,1044,0,0,64.8,79.7,55.9,4,4,6,14,3,0
Scott Wells,1965,C,16,GB,1009,0,676,333,0,0,1055,0,0,82.2,85.7,78.1,2,1,6,9,2,0
Tyson Clabo,2011,T,16,ATL,1127,0,679,448,7,0,0,0,1140,78.2,75.1,76.8,4,8,16,28,7,1
Terrance Copper,2016,WR,14,KC,84,0,0,84,0,0,0,0,0,71.5,,76.4,0,0,0,0,0,0
Malcom Floyd,2044,WR,12,SD,155,0,0,155,0,0,0,0,0,89.2,,63.2,0,0,0,0,3,1
Anthony Herrera,2066,G,12,MIN,766,0,453,313,0,0,0,780,0,65.7,63.6,63.6,3,3,17,23,1,0
Vonta Leach,2100,FB,16,BLT,420,0,57,363,0,0,0,0,0,73.5,79.8,74.3,1,0,1,2,2,0
Ryan Lilja,2105,G,15,KC,925,0,509,416,0,956,0,0,0,72.9,72.6,68.3,2,3,16,21,1,0
Ruvell Martin,2111,WR,10,BUF,24,0,0,24,0,0,0,0,0,56.4,,58.9,0,0,0,0,0,0
Jason Peters,2148,T,14,PHI,925,0,594,331,952,0,0,0,1,90.0,85.5,90.9,3,1,17,21,7,1
Lousaka Polite,2152,FB,1,NE,6,0,0,6,0,0,0,0,0,53.1,,54.4,0,0,0,0,0,0
Wes Welker,2204,WR,16,NE,357,0,1,356,0,0,0,0,0,90.4,65.9,80.1,0,0,0,0,2,0
Alex Smith,2218,QB,16,SF,978,545,0,433,0,0,0,0,0,81.4,,60.0,5,3,4,12,5,0
Ronnie Brown,2219,HB,16,PHI,44,0,27,17,0,0,0,0,0,50.1,51.3,58.0,0,0,2,2,1,0
Braylon Edwards,2220,WR,9,SF,73,0,0,73,0,0,0,0,0,59.7,,73.2,0,0,0,0,3,1
Cedric Benson,2221,HB,15,CIN,94,0,74,20,0,0,0,0,0,67.5,78.8,57.2,1,1,2,4,0,0
Cadillac Williams,2222,HB,11,SL,56,0,47,9,0,0,0,0,0,65.0,72.9,58.7,0,1,1,2,0,0
Mike Williams,2227,WR,12,SEA,168,0,2,166,0,0,0,0,0,59.3,67.5,65.0,0,0,0,0,2,0
Jammal Brown,2230,T,12,WAS,768,0,489,279,0,0,0,0,785,65.5,62.6,68.9,9,5,29,43,4,0
Mark Clayton,2239,WR,2,SL,4,0,0,4,0,0,0,0,0,57.1,,54.1,0,0,0,0,0,0
Aaron Rodgers,2241,QB,15,GB,902,622,1,279,0,0,0,0,0,92.9,60.9,60.0,8,2,5,15,3,0
Jason Campbell,2242,QB,6,OAK,344,190,0,154,0,0,0,0,0,71.7,,60.2,1,1,1,3,0,0
Chris Spencer,2243,G,15,CHI,901,0,510,391,0,0,0,926,1,65.2,58.4,69.2,0,2,28,30,7,2
Roddy White,2244,WR,16,ATL,366,0,1,365,0,0,0,0,0,82.4,70.7,75.9,0,0,0,0,8,1
Heath Miller,2247,TE,16,PIT,527,0,94,433,0,0,0,0,0,87.9,69.9,83.5,1,0,3,4,3,0
Logan Mankins,2249,G,15,NE,990,0,601,389,16,999,0,0,0,76.2,69.6,80.6,4,4,15,23,6,0
David Baas,2250,C,11,NYG,680,0,405,275,0,0,695,0,0,64.3,67.0,62.1,2,4,6,12,2,0
Michael Roos,2258,T,16,TEN,1022,0,643,379,1045,0,0,0,0,79.5,79.5,74.1,1,9,25,35,5,0
Khalif Barnes,2269,T,16,OAK,970,0,524,446,18,0,0,0,878,66.2,67.7,67.4,2,9,24,35,9,0
Roscoe Parrish,2272,WR,2,BUF,25,0,0,25,0,0,0,0,0,51.6,,58.9,0,0,0,0,0,0
Vincent Jackson,2278,WR,16,SD,345,0,0,345,0,0,0,0,0,75.9,,76.4,0,0,0,0,2,0
Frank Gore,2282,HB,16,SF,175,0,142,33,0,0,0,0,0,62.7,68.3,66.6,2,0,8,10,2,0
Courtney Roby,2285,WR,2,NO,5,0,0,5,0,0,0,0,0,57.6,,59.6,0,0,0,0,0,0
Alex Smith,2288,TE,14,CLV,183,0,35,148,0,0,0,0,0,68.5,60.2,70.8,0,0,3,3,3,0
Evan Mathis,2296,G,15,PHI,996,0,626,370,0,1025,0,0,0,92.8,81.8,92.6,0,3,13,16,4,1
Richie Incognito,2298,G,15,MIA,928,0,518,410,0,943,0,0,2,74.2,70.0,75.3,3,5,9,17,8,1
Trai Essex,2310,G,14,PIT,314,0,176,138,63,135,52,41,28,53.8,41.5,60.1,2,2,11,15,3,0
Adam Snyder,2311,G,16,SF,831,0,436,395,0,1,5,833,0,62.2,48.0,67.7,2,5,26,33,4,0
Kyle Orton,2323,QB,9,KC,484,287,0,197,0,0,0,0,0,62.2,,60.0,0,0,3,3,2,0
Marion Barber III,2326,HB,11,CHI,22,0,20,2,0,0,0,0,0,66.5,63.9,60.0,0,0,2,2,1,0
Brandon Jacobs,2327,HB,14,NYG,44,0,40,4,0,0,0,0,0,70.2,66.5,60.0,0,0,3,3,0,0
David Stewart,2330,T,15,TEN,909,0,569,340,0,0,0,0,931,80.3,80.7,71.0,4,7,8,19,2,0
Jason Brown,2341,C,14,SL,931,0,573,358,0,286,584,95,0,60.6,64.1,63.0,4,4,19,27,7,1
Todd Herremans,2343,T,16,PHI,1061,0,679,382,77,0,0,0,1003,76.7,65.3,85.3,4,9,37,50,7,0
Dylan Gandy,2346,C,3,DET,10,0,1,9,0,0,9,0,0,66.0,69.9,66.2,0,0,0,0,0,0
Darren Sproles,2347,HB,16,NO,38,0,25,13,0,0,0,0,0,79.3,18.4,59.0,1,0,5,6,0,0
Dan Orlovsky,2362,QB,8,IND,360,215,0,145,0,0,0,0,0,57.1,,60.0,1,0,0,1,1,0
Frank Omiyale,2380,T,8,CHI,220,0,142,78,0,1,0,2,236,50.0,47.4,73.9,4,2,9,15,6,0
Geoff Hangartner,2386,G,16,CAR,1046,0,636,410,0,0,7,1065,0,70.3,67.0,69.0,2,5,21,28,2,0
Chris Harris,2398,S,1,DET,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Will Svitek,2404,T,15,ATL,727,0,423,304,719,0,0,0,3,65.2,69.6,60.5,2,7,17,26,4,0
Joel Dreessen,2415,TE,16,HST,489,0,101,388,0,0,0,0,0,87.4,76.4,82.4,1,0,1,2,5,0
Chris Myers,2417,C,16,HST,1045,0,514,531,0,0,1060,0,0,92.5,82.6,92.0,1,2,8,11,4,1
Chris Kemoeatu,2421,G,12,PIT,689,0,419,270,0,706,0,0,0,64.1,56.1,70.2,3,1,22,26,5,1
Joe Berger,2424,G,11,MIN,493,0,304,189,0,150,101,251,0,83.0,75.1,84.0,1,1,10,12,3,1
Derek Anderson,2430,QB,2,CAR,9,0,0,9,0,0,0,0,0,58.1,,60.0,0,0,0,0,0,0
Matt Cassel,2447,QB,9,KC,568,326,0,242,0,0,0,0,0,64.1,,60.2,5,1,1,7,2,0
Scott Mruczkowski,2459,G,2,SD,82,0,59,23,0,39,0,45,0,51.3,38.8,56.2,1,1,4,6,0,0
Billy Bajema,2466,TE,16,SL,406,0,133,273,2,0,0,0,0,53.9,56.6,64.0,3,1,7,11,2,0
Ryan Fitzpatrick,2467,QB,16,BUF,981,655,1,325,0,0,0,0,0,65.4,61.3,61.5,3,1,1,5,2,0
Greg Camarillo,2523,WR,12,MIN,64,0,1,63,0,0,0,0,0,58.4,68.1,65.6,0,0,0,0,0,0
Dan Connolly,2540,C,13,NE,764,0,479,285,0,0,773,12,0,67.3,63.6,66.8,1,6,12,19,1,0
Joshua Cribbs,2544,WR,16,CLV,177,1,1,175,0,0,0,0,0,73.2,70.4,63.4,0,0,0,0,1,0
Harvey Dahl,2553,G,16,SL,1055,0,649,406,0,0,0,730,361,74.0,77.7,72.3,1,5,15,21,7,1
Rashied Davis,2554,WR,9,DET,21,0,0,21,0,0,0,0,0,71.7,,74.0,0,0,0,0,0,0
Ryan Grant,2609,HB,15,GB,71,0,49,22,0,0,0,0,0,68.1,65.9,57.2,2,1,1,4,1,0
John Kuhn,2686,FB,16,GB,235,0,77,158,0,0,0,0,0,59.8,71.1,59.2,0,0,4,4,1,0
Lance Moore,2718,WR,14,NO,79,0,0,79,0,0,0,0,0,79.0,,57.6,0,0,0,0,0,0
Erik Pears,2737,T,16,BUF,1041,0,665,376,0,0,0,0,1059,64.5,69.7,57.9,4,4,27,35,7,0
Stephen Spach,2789,TE,9,SL,124,0,20,104,0,0,0,0,0,66.3,68.5,73.3,0,0,0,0,2,1
Nate Washington,2832,WR,16,TEN,264,0,0,264,0,0,0,0,0,76.7,,63.4,0,0,0,0,0,0
