player,player_id,position,player_game_count,team_name,snap_counts_offense,snap_counts_pass,snap_counts_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_ce,snap_counts_rg,snap_counts_rt,grades_offense,grades_pass_block,grades_run_block,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,penalties,declined_penalties
Damien Woody,451,T,13,NYJ,770,0,408,362,0,0,0,0,775,80.7,71.4,85.6,5,2,12,19,4,1
Reggie Kelly,468,TE,16,CIN,344,0,81,263,14,0,0,0,0,63.7,58.0,76.2,3,0,2,5,3,0
Jim Kleinsasser,469,TE,16,MIN,383,0,113,270,0,0,0,0,1,79.9,76.5,82.3,0,0,2,2,6,1
Kevin Faulk,470,HB,2,NE,13,0,13,0,0,0,0,0,0,63.4,81.8,,0,0,0,0,0,0
Brandon Stokley,498,WR,11,SEA,54,0,0,54,0,0,0,0,0,83.1,,62.8,0,0,0,0,0,0
Desmond Clark,529,TE,3,CHI,13,0,4,9,0,0,0,0,0,38.6,75.8,49.4,0,0,0,0,0,0
Donald Driver,533,WR,15,GB,167,0,1,166,0,0,0,0,0,60.3,68.1,61.2,0,0,0,0,0,0
Todd McClure,536,C,16,ATL,1139,0,659,480,0,0,1153,0,0,75.4,65.9,75.8,1,4,23,28,1,1
Cornell Green,551,T,5,BUF,248,0,154,94,0,0,0,0,254,56.3,62.6,61.7,2,0,9,11,4,0
Brian Waters,575,G,16,KC,1043,0,510,533,5,1060,0,0,0,83.7,85.3,76.7,0,3,8,11,1,0
Thomas Jones,585,HB,16,KC,58,0,43,15,0,0,0,0,0,50.4,86.5,59.6,0,0,0,0,0,0
Chad Pennington,596,QB,1,MIA,2,2,0,0,0,0,0,0,0,58.5,,,0,0,0,0,0,0
Chad Clifton,614,T,16,GB,983,0,636,347,1010,0,0,0,0,69.8,76.1,59.8,7,5,25,37,6,1
Brad Meester,627,C,16,JAX,1064,0,565,499,0,0,1081,0,0,77.0,73.1,75.5,3,6,9,18,5,2
Bobbie Williams,628,G,16,CIN,1094,0,661,433,0,0,0,1125,0,75.6,83.7,71.6,3,4,6,13,7,0
Chris Redman,635,QB,2,ATL,17,7,0,10,0,0,0,0,0,57.1,,60.0,0,0,0,0,0,0
John St. Clair,649,T,10,CLV,548,0,341,207,0,0,0,3,555,65.8,61.5,72.9,3,5,16,24,8,2
Cooper Carlisle,658,G,16,OAK,1083,0,611,472,0,0,0,1122,0,66.0,62.0,65.6,3,4,32,39,4,1
Sammy Morris,678,FB,16,NE,73,0,11,62,0,0,0,0,0,56.8,80.2,62.5,0,0,0,0,0,0
Tom Brady,698,QB,16,NE,942,552,0,390,0,0,0,0,0,86.1,,60.0,4,2,1,7,2,0
Mark Tauscher,705,T,4,GB,237,0,148,89,0,0,0,0,247,55.2,49.6,64.5,2,1,13,16,3,0
Hank Fraley,725,C,3,SL,5,0,1,4,0,0,0,0,0,72.2,66.5,68.4,0,0,0,0,0,0
Mike Leach,750,LS,1,ARZ,8,0,2,6,0,0,0,0,0,54.6,69.9,58.6,0,0,0,0,0,0
Shaun O'Hara,758,C,6,NYG,400,0,218,182,0,0,407,0,0,69.3,62.1,69.1,2,2,5,9,0,0
Billy Volek,768,QB,3,SD,17,1,0,16,0,0,0,0,0,57.9,,60.0,0,0,0,0,0,0
Michael Vick,773,QB,12,PHI,675,486,0,189,0,0,0,0,0,79.1,,60.3,6,0,2,8,4,1
Leonard Davis,774,G,16,DAL,1046,0,651,395,0,0,0,1077,0,74.5,72.1,75.2,5,1,16,22,4,0
LaDainian Tomlinson,777,HB,15,NYJ,144,1,107,36,0,0,0,0,0,52.8,53.7,61.8,1,2,5,8,1,1
Santana Moss,786,WR,16,WAS,302,0,2,300,0,0,0,0,0,76.1,71.2,75.8,0,0,0,0,2,0
Steve Hutchinson,787,G,11,MIN,715,0,409,306,0,741,0,0,0,75.3,76.8,71.0,2,2,10,14,1,0
Jeff Backus,788,T,16,DET,1102,0,716,386,1133,0,0,0,0,77.6,75.4,71.2,4,9,33,46,4,1
Michael Bennett,797,HB,2,OAK,2,0,0,2,0,0,0,0,0,56.3,,60.0,0,0,0,0,0,0
Reggie Wayne,800,WR,16,IND,395,0,3,392,0,0,0,0,0,76.4,72.6,65.7,0,0,0,0,1,0
Todd Heap,801,TE,13,BLT,386,0,84,302,2,0,0,0,36,73.7,53.3,72.0,2,0,7,9,5,0
Drew Brees,802,QB,16,NO,1075,711,0,364,0,0,0,0,0,86.8,,60.0,3,2,2,7,4,0
Alge Crumpler,805,TE,16,NE,430,0,93,337,0,0,0,0,0,75.0,64.7,85.2,0,2,4,6,7,0
Chad Johnson,806,WR,14,CIN,291,1,0,290,0,0,0,0,0,70.2,,65.4,0,0,0,0,3,0
Matt Light,818,T,16,NE,979,0,554,425,999,0,0,0,0,74.7,63.3,79.3,7,3,35,45,5,1
Dominic Raiola,820,C,16,DET,1107,0,717,390,0,0,1138,0,0,64.7,66.3,66.1,2,1,22,25,6,0
Chris Chambers,821,WR,13,KC,194,0,0,194,0,0,0,0,0,55.7,,69.5,0,0,0,0,2,1
Steve Smith,837,WR,14,CAR,311,0,0,311,0,0,0,0,0,61.6,,71.3,0,0,0,0,4,0
Kareem McKenzie,840,T,16,NYG,1062,0,583,479,0,0,0,0,1083,85.0,73.4,89.3,2,4,21,27,4,0
Heath Evans,843,FB,16,NO,242,0,38,204,0,0,0,0,0,53.2,41.0,59.1,1,1,5,7,1,0
Casey Rabach,852,C,16,WAS,971,0,652,319,0,0,997,0,0,65.3,74.2,57.8,1,4,14,19,3,0
Roberto Garza,856,G,14,CHI,854,0,491,363,0,307,0,572,0,68.7,54.3,73.0,4,5,19,28,6,0
Sage Rosenfels,863,QB,1,NYG,16,0,0,16,0,0,0,0,0,53.6,,60.0,0,0,0,0,0,0
Ben Hamilton,864,G,7,SEA,376,0,222,154,0,387,0,0,0,66.1,65.2,65.5,3,0,7,10,3,0
Moran Norris,865,FB,16,SF,227,0,37,190,0,0,0,0,0,54.2,53.2,65.0,0,1,4,5,0,0
Ryan Diem,867,T,16,IND,1121,0,719,402,0,0,0,0,1155,62.3,63.2,65.1,5,9,38,52,10,0
Correll Buckhalter,869,HB,15,DEN,119,0,103,16,0,0,0,0,0,53.4,73.9,92.3,0,1,5,6,0,0
Floyd Womack,875,G,15,CLV,888,0,513,375,0,0,0,730,174,62.7,70.2,56.7,4,2,17,23,3,0
Brandon Manumaleuna,876,TE,16,CHI,469,0,175,294,11,0,0,0,1,57.0,33.0,69.0,5,2,15,22,4,1
Russ Hochstein,890,G,9,DEN,347,0,210,137,2,257,1,77,0,65.5,56.2,67.4,3,3,3,9,4,0
David Martin,916,TE,15,BUF,247,0,46,201,0,0,0,0,0,64.6,61.4,69.4,1,0,3,4,1,0
T.J. Houshmandzadeh,921,WR,16,BLT,179,0,0,179,0,0,0,0,0,66.8,,69.8,0,0,0,0,2,0
Stephen Neal,972,G,8,NE,492,0,283,209,0,0,0,502,0,75.4,71.7,73.4,1,1,10,12,1,0
Dominic Rhodes,979,HB,3,IND,13,0,9,4,0,0,0,0,0,50.3,79.3,58.1,0,0,0,0,0,0
Rich Seubert,986,G,16,NYG,1019,0,567,452,0,645,394,0,0,80.8,77.5,79.5,0,4,14,18,1,1
Keydrick Vincent,998,G,5,TB,297,0,195,102,0,302,0,0,0,66.1,69.1,67.2,0,2,9,11,2,0
David Carr,1009,QB,1,SF,26,14,0,12,0,0,0,0,0,28.5,,60.0,0,0,0,0,0,0
Bryant McKinnie,1015,T,16,MIN,1023,0,590,433,1062,0,0,0,0,78.6,74.8,76.2,6,9,19,34,3,0
Donte' Stallworth,1020,WR,8,BLT,30,0,0,30,0,0,0,0,0,63.2,,59.3,0,0,0,0,0,0
Jeremy Shockey,1021,TE,13,NO,226,0,59,167,2,0,0,0,2,68.9,59.6,62.8,0,2,3,5,0,0
Daniel Graham,1028,TE,16,DEN,614,0,241,373,9,0,0,0,3,58.4,81.5,74.1,2,2,2,6,4,2
Jerramy Stevens,1035,TE,5,TB,31,0,3,28,0,0,0,0,0,48.1,71.9,52.8,0,0,0,0,0,0
Marc Colombo,1036,T,15,DAL,997,0,616,381,0,0,0,0,1023,56.5,52.9,65.8,7,11,40,58,9,1
Jabar Gaffney,1040,WR,16,DEN,267,0,7,260,0,0,0,0,0,68.7,75.9,68.5,0,0,0,0,2,0
Andre Gurode,1044,C,16,DAL,1073,0,670,403,0,0,1105,0,0,73.9,80.7,72.6,1,2,8,11,7,1
Chester Pitts,1057,G,7,SEA,350,0,227,123,52,306,0,0,0,61.6,63.9,59.5,2,1,5,8,6,0
Clinton Portis,1058,HB,5,WAS,35,0,32,3,0,0,0,0,0,77.6,85.7,60.0,0,0,0,0,0,0
Langston Walker,1060,T,15,OAK,951,0,520,431,0,0,0,0,934,72.7,58.0,87.9,5,4,34,43,7,0
Maurice Morris,1061,HB,11,DET,57,0,37,20,0,0,0,0,0,59.2,31.8,69.9,2,0,4,6,0,0
Ladell Betts,1063,HB,8,NO,48,0,37,11,0,0,0,0,0,53.1,50.6,57.8,0,0,4,4,0,0
Antwaan Randle El,1069,WR,16,PIT,62,3,0,59,0,0,0,0,0,60.1,,47.8,0,0,0,0,0,0
Deion Branch,1072,WR,15,NE,236,0,0,236,0,0,0,0,0,76.6,,77.1,0,0,0,0,2,0
Chris Baker,1091,TE,16,SEA,266,0,68,198,0,0,0,0,0,57.9,81.9,67.9,0,0,0,0,2,0
Brian Westbrook,1094,HB,14,SF,44,0,34,10,0,1,0,0,0,66.3,49.4,73.0,1,2,1,4,0,0
Justin Peelle,1104,TE,13,ATL,302,0,40,262,0,0,0,0,4,81.5,49.0,86.0,0,1,3,4,3,0
David Garrard,1109,QB,14,JAX,822,442,1,379,0,0,0,0,0,75.1,60.9,60.0,2,0,0,2,2,0
Randy McMichael,1114,TE,16,SD,443,0,125,318,4,0,0,0,5,77.0,60.9,78.2,1,1,7,9,2,0
Jonathan Goodwin,1146,C,16,NO,1091,0,711,380,0,0,1112,0,0,67.8,73.9,63.9,2,3,15,20,1,0
Robert Royal,1151,TE,15,CLV,242,0,40,202,0,0,0,0,0,77.4,71.4,81.8,0,1,1,2,0,0
John Gilmore,1176,TE,16,TB,326,0,68,258,0,0,0,0,0,78.1,55.1,70.3,1,1,3,5,1,0
Chester Taylor,1182,HB,16,CHI,57,0,47,10,0,0,0,0,0,61.8,73.1,58.4,0,0,2,2,0,0
Brett Keisel,1204,DI,1,PIT,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Kevin Shaffer,1206,TE,11,CHI,131,0,83,48,5,0,0,0,121,54.2,35.1,81.9,1,1,7,9,3,1
Kyle Kosier,1208,G,13,DAL,825,0,497,328,0,849,0,0,0,73.4,76.7,68.2,1,2,14,17,3,0
Rock Cartwright,1211,HB,6,OAK,11,0,0,11,0,0,0,0,0,49.7,,75.7,0,0,0,0,0,0
Artis Hicks,1254,G,11,WAS,547,0,366,181,0,0,0,555,7,58.8,60.1,65.5,2,4,15,21,6,0
Shaun Hill,1255,QB,11,DET,682,464,1,217,0,0,0,0,0,80.5,60.9,60.3,0,0,1,1,3,0
Corey McIntyre,1278,FB,16,BUF,224,0,54,170,0,0,0,0,0,61.4,57.1,74.5,0,0,6,6,2,0
Brandon Moore,1284,G,16,NYJ,1064,0,570,494,0,0,0,1084,0,76.1,83.4,69.2,1,0,12,13,4,0
Tony Wragge,1315,C,6,SF,67,0,31,36,13,0,45,10,1,73.4,66.7,74.0,0,0,2,2,0,0
Carson Palmer,1317,QB,16,CIN,1066,655,1,410,0,0,0,0,0,72.0,60.9,60.0,0,1,1,2,4,0
Andre Johnson,1319,WR,13,HST,291,0,0,291,0,0,0,0,0,84.9,,89.0,0,0,0,0,4,1
Byron Leftwich,1323,QB,1,PIT,18,9,0,9,0,0,0,0,0,53.6,,60.0,0,0,0,0,0,0
Jordan Gross,1324,T,16,CAR,988,0,574,414,1015,0,0,0,0,84.3,77.9,82.5,6,8,15,29,4,0
Troy Polamalu,1332,S,4,PIT,9,0,0,9,0,0,0,0,0,60.4,,60.7,0,0,0,0,2,0
Bryant Johnson,1333,WR,14,DET,169,0,0,169,0,0,0,0,0,48.8,,66.8,0,0,0,0,0,0
Kyle Boller,1335,QB,5,OAK,20,7,0,13,0,0,0,0,0,35.3,,60.0,0,0,0,0,0,0
Jeff Faine,1337,C,8,TB,432,0,241,191,0,0,440,0,0,62.5,44.6,68.6,1,1,14,16,1,0
Rex Grossman,1338,QB,4,WAS,209,152,0,57,0,0,0,0,0,64.7,,60.3,0,0,1,1,3,0
Willis McGahee,1339,HB,15,BLT,51,0,32,19,0,0,0,0,1,60.6,72.8,59.1,1,0,1,2,0,0
Dallas Clark,1340,TE,6,IND,196,0,37,159,0,0,0,0,0,71.7,77.4,73.9,0,0,2,2,0,0
Larry Johnson,1343,HB,2,WAS,1,0,1,0,0,0,0,0,0,53.8,70.7,,0,0,0,0,0,0
Eric Steinbach,1349,G,16,CLV,957,0,557,400,0,964,0,0,0,70.7,67.5,66.2,3,2,21,26,0,0
Jon Stinchcomb,1353,T,16,NO,1092,0,711,381,0,0,0,0,1109,73.5,63.8,82.6,6,6,39,51,8,1
Anquan Boldin,1369,WR,16,BLT,426,1,1,424,0,0,0,0,0,72.7,70.5,68.4,0,0,0,0,4,1
Kelley Washington,1380,WR,7,SD,25,0,0,25,0,0,0,0,0,75.8,,72.5,0,0,0,0,0,0
Jason Witten,1384,TE,16,DAL,490,0,92,398,3,0,0,0,6,90.3,74.2,91.0,2,0,0,2,6,1
Nate Burleson,1386,WR,14,DET,302,0,0,302,0,0,0,0,0,65.8,,71.4,0,0,0,0,3,0
Vince Manuwai,1387,G,12,JAX,795,0,423,372,0,808,0,0,0,75.7,65.0,72.4,1,5,15,21,1,0
Wayne Hunter,1388,T,13,NYJ,386,0,187,199,0,0,0,0,334,54.8,53.2,63.1,4,4,14,22,6,2
Kevin Curtis,1389,WR,2,MIA,10,0,0,10,0,0,0,0,0,51.8,,60.4,0,0,0,0,0,0
Wade Smith,1393,G,16,HST,1067,0,645,422,0,1080,0,0,0,86.7,82.9,82.8,1,3,11,15,1,0
Derrick Dockery,1396,G,3,WAS,83,0,51,32,0,84,0,0,0,70.3,73.4,66.0,0,0,2,2,2,0
Visanthe Shiancoe,1406,TE,16,MIN,308,0,33,275,0,0,0,0,0,57.8,65.7,57.2,1,0,0,1,12,0
Montrae Holland,1415,G,7,DAL,170,0,107,63,0,147,0,28,0,75.5,64.8,76.2,0,1,4,5,0,0
Seneca Wallace,1422,QB,8,CLV,218,116,0,102,0,0,0,0,0,66.0,,63.7,2,0,0,2,1,0
Brandon Lloyd,1436,WR,16,DEN,239,0,7,232,0,0,0,0,0,90.7,73.3,68.9,0,0,0,0,1,0
Sam Aiken,1439,WR,3,CLV,4,0,0,4,0,0,0,0,0,60.0,,60.1,0,0,0,0,0,0
Ovie Mughelli,1445,FB,16,ATL,308,0,36,272,0,0,0,0,0,77.0,76.5,82.1,0,0,1,1,2,0
Justin Gage,1452,WR,11,TEN,143,0,0,143,0,0,0,0,0,60.8,,86.3,0,0,0,0,1,0
Jordan Black,1462,T,14,JAX,636,0,325,311,0,0,0,0,621,68.9,42.6,87.0,5,10,23,38,6,1
Donald Lee,1465,TE,15,GB,155,0,32,123,0,0,0,0,0,65.7,80.6,54.6,0,0,0,0,1,0
David Diehl,1468,T,12,NYG,780,0,438,342,694,102,0,0,1,56.6,52.0,58.0,8,11,26,45,3,0
Brian St. Pierre,1470,QB,1,CAR,55,32,0,23,0,0,0,0,0,54.8,,60.3,0,0,0,0,0,0
Dan Koppen,1471,C,16,NE,1002,0,559,443,0,0,1023,0,0,74.8,65.6,76.8,3,2,16,21,3,0
Tony Pashos,1478,T,5,CLV,242,0,141,101,0,0,0,0,246,58.9,55.8,61.5,1,1,11,13,2,0
Reggie Wells,1482,G,2,PHI,110,0,73,37,0,71,0,39,0,41.3,52.0,45.0,1,1,2,4,1,0
Jeremy Bridges,1488,T,9,ARZ,436,0,293,143,0,0,0,0,445,72.7,67.0,80.7,3,4,10,17,3,0
Kevin Walter,1549,WR,16,HST,310,0,3,307,0,0,0,0,0,67.8,70.7,80.1,0,0,0,0,1,0
Kris Dielman,1599,G,15,SD,1001,0,583,418,0,1029,0,0,0,79.3,70.6,79.8,3,1,21,25,2,0
Antonio Gates,1609,TE,10,SD,189,0,7,182,3,0,0,0,2,84.9,74.5,57.1,0,0,0,0,2,1
Adam Goldberg,1612,G,16,SL,963,0,603,360,0,0,0,998,0,59.9,54.1,61.1,3,7,29,39,3,1
Earnest Graham,1613,FB,12,TB,153,1,21,131,0,0,0,0,0,55.6,45.5,54.3,0,0,3,3,0,0
Will Heller,1623,TE,15,DET,115,0,9,106,0,0,0,0,0,74.6,74.7,81.0,1,0,0,1,1,0
Jamaal Jackson,1635,C,1,PHI,20,0,11,9,0,0,20,0,0,64.6,41.2,68.6,1,0,0,1,0,0
Greg Lewis,1650,WR,13,MIN,125,0,0,125,0,0,0,0,0,54.2,,63.2,0,0,0,0,2,0
Kassim Osgood,1676,WR,16,JAX,177,0,0,177,0,0,0,0,0,63.1,,81.1,0,0,0,0,2,0
Tony Romo,1693,QB,6,DAL,357,235,1,121,0,0,0,0,0,91.9,60.9,60.5,1,0,1,2,3,1
Shaun Smith,1702,DI,4,KC,7,0,3,4,0,0,0,0,0,77.5,73.3,69.7,0,0,0,0,2,1
Billy Yates,1721,G,8,CLV,136,0,53,83,0,6,0,132,0,68.0,86.1,61.0,0,0,0,0,0,0
Eli Manning,1722,QB,16,NYG,1039,597,0,442,0,0,0,0,0,81.1,,60.0,0,1,1,2,4,0
Robert Gallery,1723,G,12,OAK,770,0,427,343,0,799,0,0,0,68.5,60.7,71.3,4,5,12,21,6,1
Larry Fitzgerald,1724,WR,16,ARZ,298,0,0,298,0,0,0,0,0,78.4,,77.3,0,0,0,0,3,1
Philip Rivers,1725,QB,16,SD,1031,612,0,419,0,0,0,0,0,91.6,,60.3,5,1,1,7,13,0
Kellen Winslow,1727,TE,16,TB,231,0,17,214,0,0,0,0,0,74.7,61.4,54.7,0,0,1,1,7,1
Roy Williams,1728,WR,15,DAL,186,0,0,186,0,0,0,0,0,61.8,,78.0,0,0,0,0,1,1
Ben Roethlisberger,1732,QB,12,PIT,777,455,2,320,0,0,0,0,0,86.8,79.9,60.2,7,2,1,10,2,0
Lee Evans,1734,WR,13,BUF,266,0,0,266,0,0,0,0,0,64.4,,74.2,0,0,0,0,0,0
Michael Clayton,1736,WR,6,NYG,19,0,0,19,0,0,0,0,0,61.3,,84.3,0,0,0,0,0,0
Shawn Andrews,1737,TE,12,NYG,360,0,180,180,288,8,0,0,14,61.4,73.0,54.5,0,0,11,11,3,0
Vernon Carey,1740,T,12,MIA,764,0,451,313,2,0,0,0,777,69.5,66.4,70.5,4,2,23,29,7,1
Steven Jackson,1745,HB,16,SL,145,0,110,35,0,0,0,0,0,62.2,57.3,58.7,2,2,5,9,1,1
Jason Babin,1748,ED,1,TEN,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,11,2
Michael Jenkins,1750,WR,11,ATL,185,0,0,185,0,0,0,0,0,75.6,,85.1,0,0,0,0,1,0
Benjamin Watson,1753,TE,16,CLV,443,0,55,388,1,0,0,0,0,76.5,70.9,79.6,0,0,3,3,4,0
Chris Snee,1755,G,16,NYG,1074,0,597,477,0,0,0,1099,0,77.4,78.4,78.2,1,1,16,18,7,2
Julius Jones,1764,HB,12,NO,32,0,31,1,0,0,0,0,0,54.2,51.5,60.0,0,0,4,4,1,0
Justin Smiley,1767,G,5,JAX,269,0,142,127,0,273,0,0,0,66.1,69.9,69.2,2,3,1,6,4,0
Devery Henderson,1771,WR,16,NO,184,0,1,183,0,0,0,0,0,59.3,64.5,75.8,0,0,0,0,0,0
Greg Jones II,1776,FB,16,JAX,384,0,35,349,0,0,0,0,0,77.3,52.8,82.6,1,0,2,3,1,0
Kris Wilson,1782,TE,13,SD,246,0,44,202,2,0,0,0,2,53.1,58.5,62.2,1,0,2,3,1,0
Nick Hardwick,1787,C,16,SD,1050,0,613,437,0,0,1080,0,0,67.8,77.9,61.5,2,1,10,13,2,0
Ben Hartsock,1789,TE,16,NYJ,301,0,50,251,18,0,0,0,14,62.9,73.7,70.9,0,0,2,2,2,0
Max Starks,1796,T,7,PIT,341,0,175,166,349,0,0,0,0,62.2,65.6,59.5,1,3,15,19,1,0
Bernard Berrian,1799,WR,14,MIN,202,0,0,202,0,0,0,0,0,54.4,,67.5,0,0,0,0,2,0
Chris Cooley,1802,TE,16,WAS,400,0,67,333,0,0,0,0,0,67.6,41.4,80.6,1,2,5,8,3,0
Stephen Peterman,1804,G,16,DET,1076,0,692,384,0,0,0,1106,0,64.3,64.5,68.8,4,5,23,32,12,1
Sean Locklear,1805,T,16,SEA,975,0,608,367,0,0,0,0,997,73.9,75.1,66.3,3,4,16,23,7,1
Matt Schaub,1811,QB,16,HST,1050,645,0,405,0,0,0,0,0,84.5,,60.0,4,2,2,8,1,0
Travelle Wharton,1815,G,9,CAR,538,0,331,207,0,555,0,0,0,64.8,78.1,59.2,1,3,5,9,3,0
Isaac Sopoaga,1825,DI,1,SF,2,0,0,2,0,0,0,0,0,60.0,,66.8,0,0,0,0,1,0
Luke McCown,1827,QB,1,JAX,27,21,0,6,0,0,0,0,0,38.5,,60.0,0,0,0,0,0,0
Jerricho Cotchery,1829,WR,14,NYJ,294,0,0,294,0,0,0,0,0,60.1,,76.9,0,0,0,0,0,0
Mewelde Moore,1840,HB,15,PIT,79,0,65,14,0,0,0,0,0,72.6,74.6,67.6,0,1,3,4,0,0
Ernest Wilford,1841,TE,2,JAX,1,0,0,1,0,0,0,0,0,51.9,,60.0,0,0,0,0,0,0
Stacy Andrews,1844,G,12,SEA,763,0,482,281,0,0,0,783,0,59.4,72.4,56.6,0,3,16,19,7,0
Jacob Bell,1859,G,16,SL,1079,0,663,416,0,1119,0,0,0,73.7,78.1,69.3,3,2,17,22,4,1
Jake Scott,1862,G,16,TEN,953,0,545,408,0,0,0,984,0,60.7,72.2,59.8,1,3,19,23,10,0
Michael Turner,1873,HB,16,ATL,68,0,54,14,0,0,0,0,0,64.1,58.8,85.7,1,2,1,4,0,0
Mike Karney,1875,FB,12,SL,147,0,35,112,0,0,0,0,0,48.2,54.0,53.7,0,1,3,4,1,0
Rex Hadnot,1892,G,3,ARZ,6,0,1,5,0,0,1,0,0,55.7,69.4,56.3,0,0,0,0,0,0
Patrick Crayton,1932,WR,9,SD,69,1,0,68,0,0,0,0,0,79.3,,72.9,0,0,0,0,0,0
Jeff Dugan,1936,TE,16,MIN,154,0,23,131,0,0,0,0,0,63.3,54.6,71.5,1,1,0,2,0,0
Derrick Ward,1949,HB,14,HST,18,0,14,4,0,0,0,0,0,73.4,44.9,67.0,1,0,1,2,0,0
Eugene Amano,1953,C,13,TEN,706,0,392,314,0,0,727,0,0,53.4,62.5,49.9,1,2,15,18,3,0
Scott Wells,1965,C,16,GB,1024,0,655,369,0,0,1053,0,0,82.6,75.2,82.5,1,3,12,16,1,0
Tyson Clabo,2011,T,16,ATL,1136,0,657,479,18,0,0,0,1121,80.7,72.7,80.4,5,4,24,33,0,0
Terrance Copper,2016,WR,16,KC,202,0,0,202,0,0,0,0,0,61.5,,91.6,0,0,0,0,1,0
Malcom Floyd,2044,WR,11,SD,204,0,1,203,0,0,0,0,0,80.3,68.1,64.9,0,0,0,0,1,0
John Paul Foschi,2046,FB,2,CIN,2,0,0,2,0,0,0,0,0,59.9,,59.2,0,0,0,0,0,0
Anthony Herrera,2066,G,10,MIN,599,0,345,254,0,0,0,621,0,83.6,59.2,87.8,3,4,11,18,1,0
Vonta Leach,2100,FB,16,HST,295,0,30,265,0,0,0,0,0,75.3,54.6,78.6,0,0,3,3,0,0
