player,player_id,position,player_game_count,team_name,snap_counts_offense,snap_counts_pass,snap_counts_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_ce,snap_counts_rg,snap_counts_rt,grades_offense,grades_pass_block,grades_run_block,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,penalties,declined_penalties
Matt Moore,4018,QB,6,KC,166,104,0,62,0,0,0,0,0,63.3,,60.0,2,1,1,4,0,0
Matt Ryan,4317,QB,15,ATL,1051,732,0,319,0,0,0,0,0,75.8,,60.9,10,6,11,27,3,0
Joe Flacco,4332,QB,8,DEN,524,315,0,209,0,0,0,0,0,67.2,,60.0,5,1,3,9,1,0
Duane Brown,4340,T,12,SEA,793,0,451,342,807,1,0,0,0,74.1,76.3,64.4,1,2,14,17,2,0
DeSean Jackson,4363,WR,3,PHI,25,0,0,25,0,0,0,0,0,81.7,,58.0,0,0,0,0,1,0
Matthew Slater,4467,WR,9,NE,20,0,0,20,0,0,0,0,0,59.3,,58.4,0,0,0,0,0,0
Brett Kern,4580,P,3,TEN,2,2,0,0,0,0,0,0,0,62.4,,,0,0,0,0,0,0
Wesley Woodyard,4583,LB,2,TEN,2,0,2,0,0,0,0,0,0,60.0,88.8,,0,0,0,0,0,0
Chris Clark,4623,T,7,HST,342,0,227,115,118,0,0,0,236,53.2,56.6,47.6,2,3,17,22,3,0
J.J. Jansen,4712,LS,2,CAR,2,0,1,1,0,0,0,0,0,60.0,60.3,60.0,0,0,0,0,0,0
Danny Amendola,4717,WR,15,DET,161,1,0,160,0,0,0,0,0,71.5,,65.6,0,0,0,0,1,0
Matthew Stafford,4924,QB,8,DET,531,336,0,195,0,0,0,0,0,82.4,,60.0,3,1,0,4,3,0
Andre Smith,4929,T,6,CIN,254,0,169,85,248,0,0,0,12,51.0,58.7,46.0,3,1,11,15,4,0
Michael Crabtree,4933,WR,2,ARZ,5,0,0,5,0,0,0,0,0,56.7,,82.7,0,0,0,0,0,0
Alex Mack,4944,C,16,ATL,1156,0,803,353,0,0,1192,0,0,72.1,76.3,72.1,2,8,19,29,9,0
LeSean McCoy,4976,HB,13,KC,27,0,16,11,0,0,0,0,0,65.5,63.0,60.2,0,0,1,1,1,0
Jared Cook,5012,TE,14,NO,137,0,10,127,1,0,0,0,0,75.9,44.7,41.8,0,0,1,1,6,1
Thomas Morstead,5088,P,2,NO,1,0,1,0,0,0,0,0,0,59.3,62.0,,0,0,0,0,0,0
A.Q. Shipley,5150,C,16,ARZ,1041,0,675,366,0,0,1062,0,0,57.6,71.0,50.7,2,0,13,15,4,0
Julian Edelman,5156,WR,16,NE,342,2,2,338,0,0,0,0,0,72.0,71.4,57.6,0,0,0,0,7,0
Chase Daniel,5214,QB,3,CHI,123,79,0,44,0,0,0,0,0,67.4,,60.3,2,0,3,5,1,0
Ramon Foster,5229,G,14,PIT,822,0,505,317,0,844,0,0,0,59.0,67.0,51.9,4,2,27,33,2,2
Brian Hoyer,5277,QB,4,IND,123,75,0,48,0,0,0,0,0,68.4,,60.0,0,0,0,0,0,0
Demar Dotson,5410,T,15,TB,1045,0,676,369,0,0,0,0,1065,71.0,72.4,67.3,5,3,26,34,10,0
Russell Okung,5531,T,6,LAC,257,0,143,114,262,0,0,0,0,62.4,71.6,56.4,0,1,4,5,5,1
Tyson Alualu,5535,DI,1,PIT,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,2,1
Mike Iupati,5542,G,16,SEA,1015,0,616,399,0,1034,0,1,0,60.3,60.1,60.3,5,2,17,24,8,2
Maurkice Pouncey,5543,C,13,PIT,777,0,489,288,0,0,793,0,0,51.5,57.7,50.3,0,4,14,18,4,1
Demaryius Thomas,5547,WR,11,NYJ,149,0,1,148,0,0,0,0,0,65.9,62.4,36.7,0,0,0,0,2,1
Bryan Bulaga,5548,T,16,GB,898,0,568,330,2,1,0,1,923,77.8,73.1,80.1,4,4,18,26,6,1
Rodger Saffold,5558,G,16,TEN,928,0,538,390,0,958,0,0,0,70.6,75.7,68.0,6,2,12,20,3,1
Golden Tate,5585,WR,11,NYG,170,0,0,170,0,0,0,0,0,73.9,,66.0,0,0,0,0,1,0
Jared Veldheer,5594,T,1,GB,35,0,24,11,0,0,0,0,35,69.2,83.6,56.1,0,0,0,0,0,0
John Jerry,5598,T,9,CIN,445,0,314,131,451,0,0,10,0,55.6,54.9,55.3,8,2,17,27,2,1
Emmanuel Sanders,5606,WR,17,SF,312,1,1,310,0,0,0,0,0,78.4,62.4,63.4,0,0,0,0,8,0
Colt McCoy,5609,QB,1,WAS,56,37,0,19,0,0,0,0,0,44.7,,60.0,3,0,1,4,0,0
Andre Roberts,5612,WR,12,BUF,58,0,0,58,0,0,0,0,0,53.1,,66.7,0,0,0,0,1,0
Jimmy Graham,5619,TE,16,GB,181,0,21,160,0,0,0,0,0,55.0,70.9,58.3,1,0,0,1,3,0
Marshall Newhouse,5692,T,13,NE,729,0,441,288,654,0,0,0,72,62.6,61.9,56.2,6,8,18,32,3,2
Sam Young,5702,T,1,SF,11,0,1,10,0,0,0,0,10,56.7,63.8,53.7,0,0,0,0,0,0
Antonio Brown,5718,WR,1,NE,6,0,0,6,0,0,0,0,0,90.0,,60.4,0,0,0,0,0,0
Ted Larsen,5728,G,7,CHI,168,0,104,64,0,0,0,166,0,55.4,43.3,58.4,1,1,4,6,0,0
J'Marcus Webb,5741,T,11,MIA,543,0,372,171,405,0,0,0,134,34.4,32.0,37.1,7,6,26,39,8,3
Jon Weeks,5800,LS,1,HST,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Ben Garland,5839,C,8,SF,236,0,129,107,0,1,232,8,0,59.1,62.8,59.3,1,0,3,4,1,0
Morgan Cox,6020,LS,3,BLT,3,0,1,2,0,0,0,0,0,60.0,62.1,60.0,0,0,0,0,0,0
James Develin,6142,FB,2,NE,45,0,5,40,0,0,0,0,0,51.7,80.9,48.5,0,0,0,0,0,0
Cam Newton,6153,QB,2,CAR,137,99,0,38,0,0,0,0,0,50.4,,60.2,0,0,0,0,0,0
Julio Jones,6158,WR,15,ATL,200,0,0,200,0,0,0,0,1,90.6,,80.4,0,0,0,0,2,0
Tyron Smith,6161,T,13,DAL,882,0,531,351,889,0,0,0,0,76.6,78.0,67.0,1,6,23,30,8,1
Mike Pouncey,6167,C,5,LAC,305,0,202,103,0,0,309,0,0,58.2,60.6,55.6,0,2,9,11,0,0
Nate Solder,6169,T,16,NYG,1011,0,684,327,1024,0,0,0,0,64.8,66.5,52.9,11,9,36,56,5,1
Anthony Castonzo,6174,T,16,IND,1076,0,621,455,1090,0,0,0,0,81.3,84.4,70.2,3,5,26,34,2,0
James Carpenter,6177,G,11,ATL,675,0,473,202,1,691,0,0,0,45.3,46.2,45.9,4,4,23,31,7,1
Mark Ingram II,6180,HB,15,BLT,122,0,54,68,0,0,0,0,0,80.0,79.5,46.1,0,0,1,1,1,0
Andy Dalton,6187,QB,13,CIN,885,609,1,275,0,0,0,0,0,66.3,60.9,60.0,5,1,4,10,7,0
Kyle Rudolph,6195,TE,16,MIN,430,0,77,353,0,0,0,0,1,73.0,65.1,60.0,1,0,4,5,2,0
Lance Kendricks,6199,TE,9,LAC,34,0,1,33,0,0,0,0,0,60.2,69.6,66.8,0,0,0,0,0,0
Stefen Wisniewski,6200,G,9,KC,211,0,131,80,0,193,7,11,0,68.2,80.5,59.9,0,0,3,3,0,0
Rodney Hudson,6207,C,15,OAK,904,0,527,377,0,0,921,0,0,71.0,91.2,59.6,0,1,2,3,3,0
Randall Cobb,6216,WR,15,DAL,221,1,2,218,0,0,0,0,0,69.9,68.6,50.6,0,0,1,1,2,0
Luke Stocker,6256,TE,15,ATL,323,0,85,238,0,0,0,0,3,63.0,59.0,77.5,0,0,7,7,0,0
Taiwan Jones,6277,HB,2,HST,1,0,0,1,0,0,0,0,0,71.7,,60.0,0,0,0,0,0,0
Bilal Powell,6278,HB,13,NYJ,35,1,22,12,0,0,0,0,0,54.8,36.3,59.4,1,0,3,4,0,0
Anthony Sherman,6288,FB,16,KC,79,0,6,73,0,0,0,0,0,70.6,79.3,59.7,0,0,0,0,0,0
Marcus Cannon,6290,T,15,NE,1008,0,623,385,0,0,0,0,1017,68.0,67.5,63.6,6,4,24,34,3,0
Dion Lewis,6301,HB,16,TEN,101,0,93,8,0,0,0,0,0,60.2,62.4,56.5,2,2,7,11,1,1
Lee Smith,6311,TE,16,BUF,263,0,68,195,1,0,0,0,0,60.8,74.8,62.9,1,0,2,3,9,1
Daniel Kilgore,6315,C,13,MIA,877,0,631,246,0,0,886,0,0,66.3,72.7,60.7,3,4,12,19,4,1
Charles Clay,6326,TE,15,ARZ,196,0,26,170,2,0,0,0,1,64.7,54.1,64.3,0,0,5,5,1,0
Tyrod Taylor,6332,QB,6,LAC,19,6,0,13,0,0,0,0,0,66.0,,60.0,0,0,0,0,0,0
Colin Jones,6342,S,2,CAR,1,0,1,0,0,0,0,0,0,67.3,60.9,,0,0,0,0,0,0
Jason Kelce,6343,C,16,PHI,1163,0,723,440,0,0,1189,0,0,81.0,70.6,82.4,2,4,28,34,3,0
Virgil Green,6356,TE,15,LAC,219,0,42,177,0,0,0,0,2,58.0,66.5,60.9,0,0,0,0,2,0
Mike Person,6391,G,14,SF,937,0,508,429,0,0,0,963,0,61.8,60.3,58.8,1,5,27,33,2,0
Kyle Nelson,6428,LS,1,SF,1,0,1,0,0,0,0,0,0,60.0,63.8,,0,0,0,0,0,0
Chris Hogan,6468,WR,7,CAR,42,0,0,42,0,0,0,0,0,54.9,,57.9,0,0,0,0,0,0
Kenny Wiggins,6471,G,14,DET,438,0,281,157,1,147,0,293,0,61.8,63.4,57.6,2,1,9,12,2,0
Nick Bellore,6515,FB,11,SEA,25,0,2,23,0,0,0,0,0,76.8,71.5,67.8,0,0,0,0,0,0
Jake McQuaide,6586,LS,4,LA,4,0,3,1,0,0,2,0,0,60.0,72.7,60.0,0,0,0,0,0,0
Dontrelle Inman,6597,WR,7,IND,55,0,0,55,0,0,0,0,0,63.5,,57.6,0,0,0,0,1,0
Patrick DiMarco,6997,FB,16,BUF,107,0,10,97,0,0,0,0,0,50.4,74.5,54.4,0,0,0,0,0,0
Craig Robertson,7003,LB,2,NO,2,0,2,0,0,0,0,0,0,60.0,86.2,,0,0,0,0,0,0
Robert Griffin III,7008,QB,7,BLT,118,45,0,73,0,0,0,0,0,48.3,,60.3,3,1,0,4,0,0
Ryan Tannehill,7014,QB,12,TEN,609,356,0,253,0,0,0,0,0,92.5,,60.2,5,1,2,8,1,0
Riley Reiff,7029,T,15,MIN,874,0,473,401,892,0,0,0,0,71.1,73.2,65.0,5,4,16,25,8,1
Kevin Zeitler,7032,G,15,NYG,991,0,686,305,0,0,0,1007,0,76.4,75.0,72.7,3,3,16,22,2,0
Mitchell Schwartz,7041,T,16,KC,1046,0,692,354,0,0,0,0,1059,84.0,81.2,77.0,0,5,15,20,5,1
Cordy Glenn,7045,T,6,CIN,291,0,171,120,297,0,0,0,0,68.4,76.9,54.6,4,1,5,10,0,0
Alshon Jeffery,7048,WR,10,PHI,188,0,0,188,0,0,0,0,0,74.8,,57.5,0,0,0,0,1,0
Kelechi Osemele,7062,G,3,NYJ,185,0,121,64,0,191,0,0,0,56.2,57.7,53.8,1,1,3,5,1,0
Russell Wilson,7077,QB,16,SEA,1076,659,0,417,0,0,0,0,0,91.2,,60.0,13,10,12,35,4,0
Brandon Brooks,7078,G,16,PHI,1046,0,647,399,0,0,0,1071,0,92.9,85.8,91.4,1,5,13,19,2,0
Mohamed Sanu,7084,WR,15,NE,218,0,0,218,0,0,0,0,0,58.8,,51.3,0,0,0,0,1,1
Nick Foles,7089,QB,4,JAX,183,137,0,46,0,0,0,0,0,65.0,,60.0,2,2,1,5,1,0
T.Y. Hilton,7092,WR,10,IND,180,0,0,180,0,0,0,0,0,75.1,,63.6,0,0,0,0,4,2
Tony Bergstrom,7095,C,13,WAS,226,0,98,128,0,1,110,5,0,60.9,53.2,63.1,1,0,2,3,2,1
Ben Jones,7099,C,15,TEN,918,0,517,401,0,0,946,0,0,77.2,86.8,70.9,3,0,6,9,3,0
Travis Benjamin,7100,WR,5,LAC,43,0,0,43,0,0,0,0,0,46.4,,57.5,0,0,0,0,1,0
Kirk Cousins,7102,QB,15,MIN,943,515,1,427,0,0,0,0,0,84.3,60.9,60.0,4,1,7,12,1,0
Bobby Massie,7112,T,10,CHI,612,0,404,208,0,0,0,0,625,63.2,66.1,57.7,2,4,15,21,3,1
Kyle Wilber,7113,LB,2,OAK,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Joe Looney,7117,G,4,DAL,99,0,57,42,0,95,5,0,0,58.0,67.8,53.4,0,0,2,2,1,0
Jarius Wright,7118,WR,16,CAR,165,0,1,164,0,0,0,0,0,47.8,66.1,48.3,0,0,0,0,1,0
Rhett Ellison,7128,TE,10,NYG,184,0,43,141,0,0,0,0,0,65.6,72.6,65.4,0,0,2,2,0,0
Senio Kelemete,7144,G,1,HST,64,0,41,23,0,67,0,0,0,73.4,62.1,73.8,1,1,1,3,0,0
Dennis Kelly,7146,T,12,TEN,350,0,193,157,284,1,0,0,60,71.0,75.2,60.5,2,3,5,10,2,1
Marvin Jones Jr.,7158,WR,13,DET,272,0,0,272,0,0,0,0,0,72.9,,50.5,0,0,0,0,3,1
Alfred Morris,7165,HB,1,ARZ,2,0,1,1,0,0,0,0,0,64.1,68.8,60.0,0,0,0,0,0,0
Tom Compton,7181,G,8,NYJ,363,0,217,146,0,0,0,366,0,49.7,52.5,49.2,3,1,13,17,2,0
J.R. Sweezy,7209,G,16,ARZ,1001,0,647,354,0,0,0,1019,1,61.6,71.0,52.2,1,1,26,28,7,0
Kelvin Beachum,7229,T,13,NYJ,805,0,489,316,813,0,0,2,0,67.1,72.7,56.6,4,3,20,27,9,2
Johnny Hekker,7252,P,4,LA,4,3,0,1,0,0,0,0,0,50.3,,60.0,0,1,0,1,0,0
Garrett Celek,7274,TE,5,SF,47,0,10,37,0,0,0,0,0,47.8,56.1,59.4,0,1,0,1,1,0
L.J. Fort,7292,LB,1,BLT,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,2,0
Aaron Brewer,7301,LS,2,ARZ,2,0,1,1,0,0,0,0,0,60.0,61.5,60.0,0,0,0,0,0,0
Case Keenum,7323,QB,10,WAS,441,290,0,151,0,0,0,0,0,55.0,,60.0,3,4,7,14,2,1
Cole Beasley,7330,WR,15,BUF,232,0,4,228,0,0,0,0,0,73.6,70.2,51.5,0,0,0,0,0,0
Ron Leary,7338,G,12,DEN,754,0,450,304,0,0,0,765,0,58.4,74.7,52.6,1,4,8,13,8,1
Johnson Bademosi,7374,CB,1,NO,1,0,1,0,0,0,0,0,0,60.0,62.1,,0,0,0,0,0,0
Derek Carrier,7406,TE,15,OAK,91,0,11,80,0,0,0,0,0,65.4,77.1,68.7,0,0,0,0,1,1
Beau Brinkley,7418,LS,3,TEN,3,0,2,1,0,0,0,0,0,60.0,75.9,60.0,0,0,0,0,0,0
Mike Remmers,7431,T,14,NYG,870,0,581,289,0,0,0,0,880,64.3,69.0,55.7,3,3,34,40,5,0
Brandon Bolden,7469,HB,13,NE,26,0,6,20,0,0,0,0,0,68.3,82.1,55.9,0,0,0,0,1,0
Josh Bellamy,7472,WR,5,NYJ,26,0,0,26,0,0,0,0,0,47.1,,29.5,0,0,0,0,1,0
Jamize Olawale,7572,FB,16,DAL,79,0,10,69,0,0,0,0,0,52.2,84.6,52.4,0,0,0,0,0,0
Alex Tanney,7610,QB,1,NYG,2,1,0,1,0,0,0,0,0,60.7,,60.0,0,0,0,0,0,0
Josh Gordon,7618,WR,11,SEA,146,1,0,145,0,0,0,0,0,63.7,,53.5,0,0,0,0,2,0
Ty Nsekhe,7636,T,10,BUF,358,0,226,132,2,0,0,0,365,67.3,71.1,69.1,0,3,9,12,5,0
David DeCastro,7640,G,16,PIT,995,0,606,389,0,0,0,1020,0,71.0,82.7,63.9,2,0,22,24,4,0
Jeff Allen,7642,G,3,KC,8,0,0,8,0,2,0,0,0,56.0,,56.6,0,0,0,0,0,0
Justin Bethel,7654,CB,1,NE,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Bradley Sowell,7693,TE,6,CHI,24,0,8,16,0,0,0,0,0,55.9,74.8,54.1,0,0,0,0,0,0
Greg Van Roten,7746,G,11,CAR,704,0,446,258,0,718,0,0,0,65.6,74.3,57.3,1,3,13,17,2,1
Eric Fisher,7783,T,8,KC,467,0,291,176,473,0,0,0,0,64.3,74.2,52.0,1,4,9,14,2,0
Lane Johnson,7786,T,12,PHI,759,0,454,305,6,0,0,0,769,88.8,76.6,92.6,1,4,18,23,5,1
Tavon Austin,7789,WR,14,DAL,134,0,1,133,0,0,0,0,0,61.3,65.3,54.7,0,0,0,0,3,0
D.J. Fluker,7792,G,14,SEA,863,0,518,345,0,0,0,882,1,60.4,61.4,60.8,6,2,15,23,7,2
Justin Pugh,7800,G,16,ARZ,1022,0,665,357,0,915,0,1,127,66.8,82.2,55.1,4,2,15,21,2,0
Kyle Long,7801,G,4,CHI,250,0,164,86,0,0,0,257,0,38.0,52.4,33.2,1,2,11,14,2,1
Tyler Eifert,7802,TE,16,CIN,109,0,29,80,0,0,0,0,0,65.7,79.6,47.0,0,0,0,0,0,0
DeAndre Hopkins,7808,WR,15,HST,349,2,0,347,0,0,0,0,0,87.3,,69.1,0,0,0,0,3,1
Cordarrelle Patterson,7810,WR,16,CHI,54,0,7,47,0,0,0,0,0,54.7,80.5,49.5,0,0,0,0,1,0
Travis Frederick,7812,C,16,DAL,1116,0,680,436,0,0,1125,0,0,69.9,62.7,70.0,1,8,14,23,1,0
Zach Ertz,7816,TE,15,PHI,354,0,22,332,1,0,0,0,2,73.4,55.3,54.3,0,0,1,1,2,0
Giovani Bernard,7818,HB,16,CIN,109,0,100,9,0,0,0,0,0,51.8,76.1,59.5,1,1,2,4,0,0
Manti Te'o,7819,LB,2,NO,2,0,2,0,0,0,0,0,0,60.0,86.2,,0,0,0,0,0,0
Robert Woods,7822,WR,15,LA,327,0,15,312,0,0,0,0,0,82.2,79.3,75.8,0,0,0,0,7,1
Le'Veon Bell,7829,HB,15,NYJ,104,0,71,33,0,0,0,0,0,73.8,62.5,68.6,0,0,5,5,0,0
Vance McDonald,7836,TE,14,PIT,256,0,26,230,0,0,0,0,0,45.3,65.7,47.3,1,0,1,2,4,0
Travis Kelce,7844,TE,16,KC,356,0,55,301,0,0,0,0,0,85.1,76.6,62.2,0,1,2,3,9,2
Larry Warford,7846,G,15,NO,970,0,605,365,0,0,0,990,0,73.1,70.5,73.5,2,6,22,30,6,2
Brian Winters,7853,G,9,NYJ,526,0,346,180,0,0,0,541,0,62.4,58.3,60.7,1,4,16,21,2,1
Mike Glennon,7854,QB,2,OAK,21,10,0,11,0,0,0,0,0,30.7,,60.0,0,1,0,1,0,0
Terron Armstead,7856,T,15,NO,935,0,583,352,953,0,0,0,0,80.0,85.0,64.8,0,7,15,22,6,0
Keenan Allen,7857,WR,16,LAC,289,0,3,286,0,0,0,0,0,80.3,70.0,49.1,0,0,0,0,3,0
Marquise Goodwin,7859,WR,8,SF,127,0,0,127,0,0,0,0,0,59.6,,61.7,0,0,0,0,0,0
Matt Barkley,7880,QB,2,BUF,74,54,0,20,0,0,0,0,0,45.8,,60.0,0,0,1,1,1,0
David Bakhtiari,7891,T,16,GB,1075,0,684,391,1098,2,0,2,2,78.6,89.3,66.3,2,7,26,35,11,0
B.W. Webb,7896,CB,1,CIN,3,0,0,3,0,0,0,0,0,60.0,,60.0,0,0,0,0,6,1
Earl Watford,7898,G,9,TB,322,0,208,114,1,0,0,272,3,64.9,79.4,56.4,0,2,8,10,3,0
J.C. Tretter,7904,C,16,CLV,1039,0,652,387,0,0,1074,0,0,72.0,85.5,64.3,1,0,16,17,5,2
Kyle Juszczyk,7912,FB,12,SF,256,0,30,226,0,0,0,0,0,73.3,71.7,74.7,0,0,1,1,5,0
Levine Toilolo,7915,TE,13,SF,161,0,24,137,0,0,0,0,1,58.3,69.4,60.2,0,1,1,2,1,0
Oday Aboushi,7923,G,5,DET,143,0,89,54,0,137,0,7,0,57.7,59.3,59.9,0,1,2,3,1,0
Kenny Stills,7926,WR,13,HST,193,0,2,191,0,0,0,0,0,72.2,71.8,58.6,0,0,0,0,1,1
Chris Thompson,7936,HB,11,WAS,36,0,29,7,0,0,0,0,0,65.4,58.9,59.3,0,1,1,2,0,0
Luke Willson,7940,TE,8,SEA,161,0,32,129,0,0,0,0,0,62.0,71.4,52.2,0,0,0,0,2,0
Jordan Mills,7945,T,2,ARZ,81,0,59,22,0,0,0,0,81,38.0,33.4,39.1,1,0,3,4,0,0
Rick Wagner,7950,T,12,DET,753,0,467,286,0,0,0,1,772,59.0,60.2,53.9,3,4,25,32,3,0
Eric Kush,7952,G,7,CLV,436,0,282,154,0,0,0,455,1,45.4,51.3,46.8,2,0,17,19,4,0
David Quessenberry,7957,T,4,TEN,6,0,1,5,0,0,0,0,0,91.4,65.9,70.5,0,0,0,0,0,0
Latavius Murray,7962,HB,16,NO,71,0,49,22,0,0,0,0,0,73.9,62.1,67.5,0,2,2,4,1,1
Kenjon Barner,7963,HB,10,ATL,3,1,1,1,0,0,0,0,0,60.6,17.2,60.0,0,0,1,1,0,0
Rex Burkhead,7971,HB,13,NE,33,0,20,13,0,0,0,0,0,70.2,69.2,69.7,0,0,1,1,1,1
Spencer Ware,7975,HB,3,KC,18,0,12,6,0,0,0,0,0,59.4,34.6,60.1,0,0,3,3,0,0
Ryan Griffin,7982,TE,13,NYJ,355,0,105,250,0,0,0,0,1,61.9,63.5,53.6,0,1,8,9,2,0
Ryan Griffin,7983,QB,2,TB,6,4,0,2,0,0,0,0,0,50.2,,60.0,0,0,0,0,0,0
Ryan Jensen,7985,C,16,TB,1139,0,751,388,0,0,1159,0,0,79.3,85.0,73.6,1,3,11,15,3,0
Jordan Poyer,8000,S,5,BUF,8,0,0,8,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Chris Hubbard,8051,T,14,CLV,891,0,566,325,46,0,0,0,872,50.5,61.9,38.5,6,3,29,38,8,0
Daren Bates,8077,LB,4,TEN,3,0,1,2,0,0,0,0,0,58.4,62.7,57.8,0,0,0,0,0,0
John Wetzel,8088,G,2,ATL,18,0,7,11,0,17,0,0,0,59.3,80.5,55.5,0,0,0,0,0,0
C.J. Anderson,8101,HB,2,DET,8,0,6,2,0,0,0,0,0,48.3,20.9,60.0,0,1,1,2,1,1
Jahleel Addae,8117,S,1,HST,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,3,0
Jaron Brown,8128,WR,14,SEA,155,0,5,150,0,0,0,0,0,57.2,63.4,54.7,0,0,1,1,2,0
Josh Hill,8200,TE,16,NO,406,0,86,320,1,0,0,0,3,67.5,66.4,69.0,3,1,5,9,4,0
Josh Kline,8230,G,13,MIN,733,0,381,352,0,0,0,745,0,61.6,62.5,60.2,2,2,17,21,3,1
Russell Shepard,8254,WR,3,NYG,20,0,0,20,0,0,0,0,0,50.3,,88.7,0,0,0,0,0,0
Jordan Devey,8268,G,4,OAK,228,0,139,89,0,123,0,111,0,53.2,41.2,62.7,0,2,4,6,2,0
Patrick Omameh,8277,T,10,NO,155,0,79,76,126,0,0,1,6,58.6,77.1,42.9,1,1,6,8,1,0
Adam Thielen,8288,WR,10,MIN,188,0,0,188,0,0,0,0,0,76.0,,63.0,0,0,0,0,3,1
