player,player_id,position,player_game_count,team_name,snap_counts_offense,snap_counts_pass,snap_counts_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_ce,snap_counts_rg,snap_counts_rt,grades_offense,grades_pass_block,grades_run_block,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,penalties,declined_penalties
Julio Jones,6158,WR,5,ATL,72,0,0,72,0,0,0,0,0,80.8,,60.9,0,0,0,0,1,0
Jake Locker,6160,QB,7,TEN,385,221,0,164,0,0,0,0,0,70.2,,60.0,0,0,0,0,2,0
Tyron Smith,6161,T,16,DAL,997,0,666,331,1023,0,0,0,0,88.8,87.9,84.9,1,3,27,31,6,1
Blaine Gabbert,6162,QB,3,JAX,157,109,0,48,0,0,0,0,0,38.6,,60.3,2,1,0,3,1,0
Christian Ponder,6164,QB,9,MIN,502,301,0,201,0,0,0,0,0,56.7,,60.0,1,0,0,1,1,0
Mike Pouncey,6167,C,14,MIA,901,0,594,307,0,0,908,0,0,80.4,88.0,75.3,2,3,9,14,4,0
Nate Solder,6169,T,15,NE,1085,0,646,439,1079,0,0,0,0,83.7,80.3,77.7,10,2,23,35,4,1
Anthony Castonzo,6174,T,16,IND,1066,0,701,365,1070,0,0,0,0,77.9,75.0,74.3,4,8,39,51,6,1
Danny Watkins,6175,G,1,MIA,6,0,4,2,0,6,0,0,0,58.0,77.9,57.8,0,0,0,0,0,0
James Carpenter,6177,G,16,SEA,761,0,396,365,0,781,0,0,0,63.3,69.3,61.4,4,4,8,16,5,2
Jonathan Baldwin,6178,WR,7,SF,36,0,0,36,0,0,0,0,0,54.7,,60.4,0,0,0,0,0,0
Mark Ingram II,6180,HB,11,NO,28,0,14,14,0,0,0,0,0,80.6,55.1,58.2,0,2,1,3,2,0
Gabe Carimi,6181,G,13,TB,212,0,93,119,3,132,0,12,1,66.7,62.9,63.9,1,0,1,2,1,0
Derek Sherrod,6184,T,1,GB,6,0,3,3,0,0,0,0,6,59.3,72.5,56.7,0,0,1,1,0,0
Andy Dalton,6187,QB,16,CIN,1080,667,0,413,0,0,0,0,0,73.8,,60.4,2,0,1,3,3,0
Colin Kaepernick,6188,QB,16,SF,924,528,0,396,0,0,0,0,0,67.3,,60.0,9,1,0,10,8,1
Kyle Rudolph,6195,TE,8,MIN,188,0,46,142,0,0,0,0,0,70.3,87.9,61.4,0,0,1,1,1,0
Orlando Franklin,6198,T,15,DEN,1092,0,661,431,0,0,0,0,1114,76.6,73.8,74.8,2,4,18,24,11,1
Lance Kendricks,6199,TE,15,SL,384,0,67,317,0,0,0,0,3,77.5,78.5,68.6,1,0,1,2,1,0
Stefen Wisniewski,6200,C,14,OAK,903,0,549,354,0,0,930,0,0,80.0,82.3,76.4,0,2,9,11,3,0
Jaiquawn Jarrett,6206,S,1,NYJ,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Rodney Hudson,6207,C,15,KC,1006,0,637,369,0,0,1035,0,0,74.5,80.6,70.4,5,2,7,14,4,1
Shane Vereen,6208,HB,8,NE,42,0,35,7,0,0,0,0,0,75.6,89.2,72.2,0,0,1,1,0,0
Torrey Smith,6210,WR,16,BLT,391,0,0,391,0,0,0,0,0,70.5,,68.9,0,0,0,0,6,0
Greg Little,6211,WR,16,CLV,250,0,0,250,0,0,0,0,0,53.6,,63.8,0,0,0,0,2,0
Daniel Thomas,6214,HB,15,MIA,105,0,92,13,0,0,0,0,0,74.5,70.3,59.1,3,0,6,9,0,0
Marcus Gilbert,6215,T,16,PIT,950,0,605,345,0,0,0,0,964,68.3,69.0,66.9,11,5,30,46,8,0
Randall Cobb,6216,WR,6,GB,109,0,0,109,0,0,0,0,0,78.2,,86.2,0,0,0,0,1,0
Rob Housler,6221,TE,13,ARZ,209,0,23,186,0,0,0,0,0,58.0,37.5,57.5,0,1,2,3,3,0
DeMarco Murray,6223,HB,14,DAL,130,0,121,9,0,0,0,0,0,79.8,83.5,57.4,1,1,7,9,2,1
Stevan Ridley,6225,HB,14,NE,53,0,45,8,0,0,0,0,0,74.6,86.1,57.7,0,0,3,3,0,0
John Moffitt,6227,G,1,DEN,9,0,2,7,0,9,0,0,0,59.0,70.9,58.3,0,0,0,0,0,0
Will Rackley,6228,G,11,JAX,649,0,422,227,0,666,0,0,0,44.3,53.4,44.2,4,7,19,30,6,1
Austin Pettis,6230,WR,16,SL,184,0,3,181,0,0,0,0,0,66.7,49.8,65.8,0,1,0,1,1,0
Leonard Hankerson,6231,WR,10,WAS,112,0,2,110,0,0,0,0,0,68.2,72.4,68.0,0,0,0,0,2,0
Vincent Brown,6234,WR,16,SD,365,0,0,365,0,0,0,0,0,64.9,,69.2,0,0,0,0,0,0
Jerrel Jernigan,6235,WR,15,NYG,62,0,1,61,0,0,0,0,0,86.5,68.5,89.2,0,0,0,0,0,0
Jah Reid,6237,G,5,BLT,20,0,9,11,0,11,0,0,0,68.2,81.2,66.8,0,0,0,0,0,0
Akeem Dent,6243,LB,1,ATL,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,2,0
Joe Barksdale,6244,T,16,SL,823,0,479,344,0,0,0,0,833,71.2,77.6,59.5,4,5,18,27,1,0
Kenrick Ellis,6246,DI,1,NYJ,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,2,0
Alex Green,6248,HB,8,NYJ,14,0,4,10,0,0,0,0,0,60.7,75.1,56.7,0,0,0,0,0,0
Clint Boling,6253,G,12,CIN,776,0,474,302,0,778,0,10,0,78.7,81.9,73.0,0,0,17,17,1,0
Jordan Cameron,6254,TE,15,CLV,328,0,57,271,3,0,0,0,1,70.6,58.2,64.5,0,0,2,2,6,1
Luke Stocker,6256,TE,2,TB,67,0,18,49,0,0,0,0,0,50.8,31.8,63.3,1,0,2,3,0,0
Roy Helu,6257,HB,16,WAS,152,0,133,19,0,0,0,0,0,60.5,86.7,78.7,1,3,4,8,0,0
Kris Durham,6259,WR,16,DET,366,0,0,366,0,0,0,0,0,55.4,,68.4,0,0,0,0,5,1
Colin McCarthy,6261,LB,1,TEN,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
David Arkin,6262,G,1,MIA,4,0,3,1,0,4,0,0,0,61.1,74.9,60.0,0,0,0,0,0,0
Clyde Gates,6263,WR,6,NYJ,44,0,0,44,0,0,0,0,0,60.1,,59.9,0,0,0,0,0,0
Greg Salas,6264,WR,8,NYJ,68,0,0,68,0,0,0,0,0,64.6,,53.2,0,0,0,0,0,0
Chimdi Chekwa,6265,CB,2,OAK,1,0,0,1,0,0,0,0,0,77.5,,60.0,0,0,0,0,2,0
Cecil Shorts,6266,WR,13,JAX,262,0,0,262,0,0,0,0,0,71.8,,73.5,0,0,0,0,1,0
Kendall Hunter,6267,HB,16,SF,35,0,16,19,0,0,0,0,0,66.3,60.1,57.2,0,0,2,2,0,0
James Brewer,6269,G,14,NYG,434,0,259,175,1,335,0,64,0,63.6,59.7,62.0,1,4,11,16,1,0
Delone Carter,6271,HB,1,JAX,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Alex Henery,6272,K,1,PHI,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Tandon Doss,6275,WR,14,BLT,76,0,0,76,0,0,0,0,0,62.8,,65.9,0,0,0,0,0,0
Taiwan Jones,6277,CB,4,OAK,2,0,0,2,0,0,0,0,0,80.9,,60.1,0,0,0,0,0,0
Bilal Powell,6278,HB,16,NYJ,161,1,113,47,0,0,0,0,0,64.5,71.9,64.9,1,0,11,12,1,1
Julius Thomas,6281,TE,14,DEN,442,0,122,320,0,0,0,0,0,81.0,72.2,62.5,1,1,1,3,0,0
Anthony Sherman,6288,FB,16,KC,259,0,26,233,0,0,0,0,0,85.8,77.3,91.7,1,0,1,2,1,0
Marcus Cannon,6290,T,13,NE,570,0,309,261,31,0,0,79,468,69.3,75.5,64.8,1,4,12,17,5,0
D.J. Williams Jr.,6293,TE,4,NE,21,0,5,16,0,0,0,0,0,42.3,75.1,44.6,0,0,0,0,0,0
Jacquizz Rodgers,6297,HB,15,ATL,83,0,76,7,0,0,0,0,0,74.7,84.0,68.5,0,0,4,4,0,0
Denarius Moore,6300,WR,13,OAK,201,0,0,201,0,0,0,0,0,73.7,,70.1,0,0,0,0,4,1
Jason Pinkston,6302,G,3,CLV,151,0,107,44,0,147,0,10,0,72.7,87.6,65.6,0,0,4,4,0,0
T.J. Yates,6304,QB,3,HST,49,27,0,22,0,0,0,0,0,34.0,,60.0,1,1,0,2,0,0
Jeremy Kerley,6305,WR,12,NYJ,228,1,0,227,0,0,0,0,0,73.4,,59.4,0,0,0,0,0,0
Niles Paul,6307,TE,13,WAS,105,0,10,95,0,0,0,0,0,59.9,82.5,57.2,0,0,0,0,1,0
Lee Smith,6311,TE,16,BUF,340,0,57,283,0,0,0,0,0,69.0,82.2,68.0,0,0,1,1,3,0
Julian Vandervelde,6313,C,3,PHI,9,0,1,8,1,0,8,0,0,64.6,70.2,64.8,0,0,0,0,0,0
Chris Carter,6314,ED,1,PIT,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Daniel Kilgore,6315,C,13,SF,80,0,11,69,0,8,20,1,0,66.0,58.6,65.9,0,0,1,1,0,0
Brandon Fusco,6324,G,15,MIN,904,0,563,341,0,0,0,920,0,83.9,73.2,85.2,2,4,17,23,4,0
Charles Clay,6326,TE,16,MIA,370,0,105,265,0,0,0,0,0,76.3,71.2,63.5,0,1,3,4,3,0
Byron Stingily,6327,T,2,TEN,140,0,59,81,0,0,0,0,140,57.6,60.9,53.6,2,2,2,6,0,0
Dwayne Harris,6328,WR,10,DAL,54,0,1,53,0,0,0,0,0,63.9,68.8,94.9,0,0,0,0,1,0
Evan Royster,6329,HB,3,WAS,5,0,2,3,0,0,0,0,0,48.3,74.4,49.4,0,0,0,0,0,0
Aldrick Robinson,6330,WR,16,WAS,131,0,0,131,0,0,0,0,0,66.9,,66.5,0,0,0,0,0,0
Caleb Schlauderaff,6331,G,1,NYJ,2,0,2,0,0,0,2,0,0,60.0,71.6,,0,0,0,0,0,0
Tyrod Taylor,6332,QB,3,BLT,13,7,0,6,0,0,0,0,0,61.1,,60.0,0,0,0,0,0,0
Richard Gordon,6333,TE,1,KC,12,0,2,10,0,0,0,0,0,38.4,0.8,49.9,0,0,1,1,0,0
Jordan Todman,6335,HB,15,JAX,46,0,40,6,0,0,0,0,0,57.9,68.3,58.3,1,0,3,4,2,0
Allen Bradford,6339,LB,1,NYG,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Jason Kelce,6343,C,16,PHI,1096,0,622,474,0,0,1119,0,0,88.7,80.8,89.3,3,1,8,12,7,0
Matt Bosher,6344,P,1,ATL,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Steve Schilling,6353,G,4,SD,59,0,35,24,0,12,0,47,0,57.0,65.4,52.9,0,0,2,2,0,0
Jacquian Williams,6354,LB,1,NYG,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Virgil Green,6356,TE,16,DEN,251,0,47,204,3,0,0,0,0,64.2,70.2,70.9,0,2,1,3,0,0
Bruce Miller,6363,FB,14,SF,328,0,32,296,0,0,0,0,0,69.1,64.2,79.0,0,0,0,0,2,0
Derek Newton,6366,T,16,HST,830,0,517,313,0,0,0,0,848,59.7,56.9,67.2,6,7,37,50,12,5
Ryan Taylor,6370,TE,13,GB,102,0,14,88,0,0,0,0,0,50.3,83.5,50.9,0,0,0,0,0,0
Da'Rel Scott,6373,HB,5,NYG,63,0,62,1,0,0,0,0,0,58.6,80.3,60.0,1,2,1,4,0,0
Andrew Gachkar,6386,LB,2,SD,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Stephen Burton,6388,WR,4,JAX,42,0,0,42,0,0,0,0,0,56.9,,62.8,0,0,0,0,1,0
Mike Person,6391,T,1,SL,2,0,2,0,0,0,0,0,0,60.0,72.7,,0,0,0,0,1,0
Stanley Havili,6392,FB,13,IND,203,0,42,161,0,0,0,0,0,64.9,75.0,60.9,1,1,1,3,0,0
Tommie Campbell,6403,CB,1,TEN,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Mike Preston,6413,WR,7,TEN,19,0,0,19,0,0,0,0,0,66.5,,87.3,0,0,0,0,0,0
Spencer Paysinger,6419,LB,1,NYG,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,2,0
Phillip Tanner,6420,HB,6,DAL,13,0,11,2,0,0,0,0,0,53.4,85.5,59.0,0,0,0,0,0,0
Matt Asiata,6432,HB,3,MIN,33,0,27,6,0,0,0,0,0,61.1,50.1,54.6,3,0,1,4,0,0
Willie Smith,6439,T,1,SD,6,0,0,6,5,0,0,0,1,59.7,,59.0,0,0,0,0,0,0
Shaun Draughn,6440,HB,1,BLT,2,0,2,0,0,0,0,0,0,52.9,77.4,,0,0,0,0,0,0
Mario Harvey,6447,LB,3,IND,4,0,0,4,0,0,0,0,0,52.4,,52.4,0,0,0,0,0,0
Chris Hogan,6468,WR,12,BUF,61,0,0,61,0,0,0,0,0,57.9,,62.7,0,0,0,0,1,0
Konrad Reuland,6469,TE,5,NYJ,24,0,3,21,1,0,0,0,2,53.2,50.4,56.5,0,0,0,0,0,0
Ian Williams,6472,DI,1,SF,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Jeremy Ross,6476,WR,11,DET,79,0,0,79,0,0,0,0,0,61.7,,65.2,0,0,0,0,0,0
Will Yeatman,6480,T,2,MIA,18,0,5,13,0,0,0,0,0,79.3,75.1,70.3,0,0,0,0,0,0
Andre Holmes,6489,WR,10,OAK,118,0,0,118,0,0,0,0,0,74.5,,79.6,0,0,0,0,1,0
Allen Reisner,6493,TE,5,JAX,103,0,30,73,0,0,0,0,0,46.4,63.0,61.5,0,1,0,1,0,0
Weslye Saunders,6496,TE,6,IND,56,0,12,44,0,0,0,0,0,50.1,84.4,51.3,0,0,0,0,0,0
Tim Barnes,6499,C,5,SL,266,0,148,118,0,0,272,0,0,69.1,70.2,66.6,1,2,3,6,0,0
Nick Bellore,6515,LB,1,NYJ,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Michael Campbell,6516,WR,3,NYJ,12,0,0,12,0,0,0,0,0,53.4,,60.1,0,0,0,0,0,0
Drew Davis,6525,WR,16,ATL,95,0,3,92,0,0,0,0,0,66.6,82.7,94.7,0,0,0,0,0,0
Christian Yount,6527,LS,2,CLV,3,0,1,2,0,0,0,1,0,60.0,,60.0,0,0,0,0,0,0
Kyle Adams,6556,TE,6,TB,40,0,5,35,0,0,0,0,0,47.1,77.0,51.1,0,0,0,0,0,0
Robert Hughes,6564,FB,1,IND,4,0,1,3,0,0,0,0,0,57.3,63.1,55.4,0,0,0,0,0,0
Spencer Lanning,6566,P,2,CLV,3,1,0,2,0,0,0,0,1,48.4,,60.0,0,0,0,0,0,0
Dane Sanzenbacher,6570,WR,9,CIN,28,0,0,28,0,0,0,0,0,64.1,,59.6,0,0,0,0,0,0
Andre Smith,6571,TE,5,CLV,11,0,2,9,0,0,0,0,0,69.1,72.5,71.9,0,0,0,0,0,0
Jake McQuaide,6586,LS,1,SL,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Cameron Bradfield,6591,T,14,JAX,794,0,506,288,798,0,0,0,6,54.7,60.4,46.7,7,14,29,50,5,1
Doug Baldwin,6615,WR,16,SEA,301,0,0,301,0,0,0,0,0,78.9,,70.8,0,0,0,0,1,0
Ricardo Lockette,6622,WR,8,SEA,49,0,0,49,0,0,0,0,0,73.4,,75.9,0,0,0,0,2,0
Henry Hynoski,6666,FB,3,NYG,22,0,8,14,0,0,0,0,0,48.0,83.1,64.1,0,0,0,0,0,0
Bryan Braman,6699,ED,1,HST,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Lestar Jean,6705,WR,9,HST,36,0,0,36,0,0,0,0,0,53.2,,55.0,0,0,0,0,2,0
Jeff Maehl,6706,WR,15,PHI,59,0,0,59,0,0,0,0,0,50.9,,56.5,0,0,0,0,0,0
Bront Bird,6731,LB,2,SD,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Scott Tolzien,6749,QB,3,GB,158,102,0,56,0,0,0,0,0,71.1,,60.0,0,0,1,1,0,0
Tori Gurley,6750,WR,2,CLV,2,0,0,2,0,0,0,0,0,63.4,,60.0,0,0,0,0,0,0
Brandian Ross,6755,S,1,OAK,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,1,0
Kerry Taylor,6760,WR,8,JAX,101,0,0,101,0,0,0,0,0,65.0,,59.9,0,0,0,0,0,0
Mark Herzlich,6767,LB,1,NYG,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Mike McNeill,6787,TE,10,SL,31,0,4,27,0,0,0,0,0,58.7,75.4,57.3,0,0,0,0,0,0
Armond Smith,6824,HB,2,CAR,4,0,0,4,0,0,0,0,0,49.8,,58.0,0,0,0,0,0,0
Byron Bell,6848,T,16,CAR,1013,0,569,444,12,0,0,0,1014,65.8,70.2,59.8,9,6,31,46,5,0
Kevin Cone,6889,WR,10,ATL,18,0,0,18,0,0,0,0,0,69.0,,80.0,0,0,0,0,0,0
Chase Reynolds,6892,HB,1,SL,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Terrelle Pryor Sr.,6944,QB,11,OAK,537,354,0,183,0,0,0,0,0,53.9,,61.1,13,1,3,17,8,0
Matt Overton,6979,LS,1,IND,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Dominique Jones,6988,TE,8,KC,97,0,9,88,2,0,0,0,2,62.0,45.0,66.0,1,0,0,1,0,0
Patrick DiMarco,6997,FB,14,ATL,124,0,15,109,0,0,0,0,0,75.9,78.1,89.9,0,0,1,1,1,0
Craig Robertson,7003,LB,1,CLV,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Andrew Luck,7007,QB,16,IND,1027,689,0,338,0,0,0,0,0,76.8,,60.0,3,0,0,3,0,0
Robert Griffin III,7008,QB,13,WAS,853,548,0,305,0,0,0,0,0,65.9,,60.0,10,1,2,13,6,0
Trent Richardson,7009,HB,16,IND,148,0,132,16,0,0,0,0,0,64.0,67.6,66.4,1,4,9,14,0,0
Matt Kalil,7010,T,16,MIN,1041,0,646,395,1059,0,0,0,0,72.8,78.2,64.1,4,12,33,49,5,2
Justin Blackmon,7011,WR,4,JAX,84,0,0,84,0,0,0,0,0,71.9,,66.8,0,0,0,0,0,0
Ryan Tannehill,7014,QB,16,MIA,997,679,0,318,0,0,0,0,0,80.4,,60.0,3,1,0,4,2,0
Michael Floyd,7019,WR,16,ARZ,332,0,4,328,0,0,0,0,0,82.0,48.6,78.5,0,0,2,2,3,0
Kendall Wright,7026,WR,16,TEN,246,0,0,246,0,0,0,0,0,81.5,,71.9,0,0,0,0,1,0
Brandon Weeden,7028,QB,8,CLV,448,316,0,132,0,0,0,0,0,62.7,,60.7,6,2,0,8,5,0
Riley Reiff,7029,T,16,DET,1107,0,675,432,1127,0,0,0,0,70.4,72.7,67.9,7,8,34,49,5,0
Kevin Zeitler,7032,G,12,CIN,809,0,489,320,0,0,0,827,0,76.2,74.1,75.8,3,4,10,17,3,0
A.J. Jenkins,7034,WR,15,KC,72,0,0,72,0,0,0,0,0,58.2,,62.9,0,0,0,0,0,0
Doug Martin,7035,HB,6,TB,59,0,53,6,0,0,0,0,0,61.6,61.6,59.9,0,1,6,7,0,0
David Wilson,7036,HB,5,NYG,28,0,26,2,0,0,0,0,0,63.7,58.2,60.0,1,0,0,1,1,0
Brian Quick,7037,WR,16,SL,120,0,0,120,0,0,0,0,0,62.4,,76.4,0,0,0,0,2,0
Coby Fleener,7038,TE,16,IND,299,0,59,240,0,0,0,0,3,67.0,86.2,55.3,0,0,1,1,1,0
Mitchell Schwartz,7041,T,16,CLV,1110,0,779,331,2,0,0,0,1148,75.9,74.0,72.2,11,19,35,65,3,1
Amini Silatolu,7044,G,3,CAR,170,0,92,78,0,171,0,0,0,87.3,75.9,84.9,1,2,2,5,1,0
Cordy Glenn,7045,T,16,BUF,1161,0,645,516,1180,0,0,0,0,82.3,82.0,75.9,2,5,23,30,6,0
Jonathan Martin,7046,T,7,MIA,454,0,306,148,378,0,0,0,80,65.8,66.9,62.6,7,7,15,29,3,1
Stephen Hill,7047,WR,12,NYJ,246,0,0,246,0,0,0,0,0,60.6,,64.3,0,0,0,0,2,0
Alshon Jeffery,7048,WR,16,CHI,317,0,7,310,0,0,0,0,0,86.6,89.4,89.0,0,0,0,0,5,2
Isaiah Pead,7053,HB,7,SL,14,0,13,1,0,0,0,0,0,65.2,64.1,60.0,0,1,1,2,0,0
Zach Brown,7055,LB,1,TEN,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,2,1
Ryan Broyles,7057,WR,6,DET,73,0,0,73,0,0,0,0,0,50.0,,56.9,0,0,0,0,0,0
Peter Konz,7058,C,16,ATL,889,0,618,271,0,0,591,316,0,59.6,57.2,57.7,6,3,33,42,1,0
Brock Osweiler,7059,QB,3,DEN,49,21,0,28,0,0,0,0,0,58.8,,60.0,0,0,0,0,0,0
Lavonte David,7060,LB,1,TB,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,3,0
Kelechi Osemele,7062,G,7,BLT,424,0,275,149,0,443,0,0,0,68.6,70.6,70.2,0,6,11,17,5,1
LaMichael James,7063,HB,8,SF,3,0,1,2,0,0,0,0,0,62.9,73.4,60.0,0,0,0,0,0,0
Rueben Randle,7065,WR,16,NYG,141,0,0,141,0,0,0,0,0,69.2,,63.8,0,0,0,0,0,0
Dwayne Allen,7066,TE,1,IND,19,0,4,15,0,0,0,0,2,72.2,73.0,56.8,0,0,0,0,0,0
Ronnie Hillman,7069,HB,9,DEN,21,0,14,7,0,0,0,0,0,61.3,77.1,67.6,0,0,2,2,0,0
DeVier Posey,7070,WR,13,HST,71,0,1,70,0,0,0,0,0,59.2,61.6,49.3,0,0,0,0,0,0
T.J. Graham,7071,WR,16,BUF,324,1,0,323,0,0,0,0,0,57.1,,64.8,0,0,0,0,3,1
Donald Stephenson,7076,T,13,KC,533,0,322,211,307,0,0,0,230,65.6,61.4,67.5,1,5,22,28,6,0
Russell Wilson,7077,QB,16,SEA,928,535,0,393,0,0,0,0,0,83.6,,60.0,7,2,1,10,9,0
Brandon Brooks,7078,G,15,HST,1043,0,665,378,0,0,0,1062,0,87.6,77.8,91.0,1,7,25,33,5,0
Demario Davis,7079,LB,1,NYJ,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,3,0
Michael Egnew,7080,TE,16,MIA,140,0,22,118,0,0,0,0,0,59.4,72.0,56.9,0,0,2,2,0,0
Mohamed Sanu,7084,WR,16,CIN,264,1,2,261,0,0,0,0,0,62.8,68.2,70.7,0,0,0,0,1,0
Bernard Pierce,7085,HB,16,BLT,87,0,68,19,0,0,0,0,0,67.9,72.4,58.3,0,3,5,8,0,0
Nick Foles,7089,QB,13,PHI,663,387,0,276,0,0,0,0,0,76.3,,60.3,6,5,2,13,4,0
Lamar Holmes,7091,T,16,ATL,1052,0,735,317,907,0,0,0,168,60.5,63.6,61.4,10,13,53,76,12,1
T.Y. Hilton,7092,WR,16,IND,189,0,0,189,0,0,0,0,0,77.9,,61.9,0,0,0,0,0,0
Chris Givens,7096,WR,16,SL,311,0,0,311,0,0,0,0,0,61.0,,66.3,0,0,0,0,1,0
Lamar Miller,7097,HB,16,MIA,153,0,133,20,0,0,0,0,0,69.9,68.9,47.6,2,1,4,7,1,0
Gino Gradkowski,7098,C,16,BLT,1135,0,723,412,0,0,1180,0,0,68.9,65.0,71.2,3,7,26,36,3,0
Ben Jones,7099,G,10,HST,228,0,148,80,0,153,0,81,0,70.5,59.6,75.5,1,2,8,11,2,0
Travis Benjamin,7100,WR,8,CLV,36,0,0,36,0,0,0,0,0,59.1,,61.6,0,0,0,0,0,0
Kirk Cousins,7102,QB,5,WAS,236,165,0,71,0,0,0,0,0,51.4,,60.0,0,0,2,2,3,0
Robert Turbin,7106,HB,16,SEA,55,0,35,20,0,0,0,0,0,66.8,83.0,56.5,0,0,1,1,0,0
Alameda Ta'amu,7109,DI,2,ARZ,3,0,1,2,0,0,0,0,0,59.1,68.5,58.0,0,0,0,0,1,1
Ladarius Green,7110,TE,16,SD,213,0,13,200,0,0,0,0,1,83.2,70.1,70.3,0,0,1,1,1,0
Evan Rodriguez,7111,FB,4,BUF,10,0,0,10,0,0,0,0,0,73.5,,78.6,0,0,0,0,0,0
Bobby Massie,7112,T,8,ARZ,56,0,13,43,0,0,0,0,22,65.6,52.4,64.9,0,0,2,2,0,0
Orson Charles,7116,FB,8,CIN,52,0,4,48,0,0,0,0,0,55.1,75.6,57.0,0,0,0,0,1,0
Joe Looney,7117,G,3,SF,69,0,34,35,0,3,0,62,0,60.9,86.6,53.3,0,0,0,0,1,0
Jarius Wright,7118,WR,16,MIN,96,0,1,95,0,0,0,0,0,70.9,61.4,80.9,0,0,0,0,0,0
Keshawn Martin,7121,WR,14,HST,77,0,0,77,0,0,0,0,0,56.3,,54.8,0,0,0,0,0,0
Nick Toon,7122,WR,8,NO,59,0,0,59,0,0,0,0,0,51.7,,73.9,0,0,0,0,0,0
Rhett Ellison,7128,FB,11,MIN,202,0,44,158,0,0,0,0,0,71.5,78.6,82.6,0,1,2,3,2,1
Miles Burris,7129,LB,1,OAK,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,1,0
Brandon Mosley,7131,G,5,NYG,59,0,40,19,1,30,0,19,0,77.4,68.3,85.5,0,0,3,3,1,0
Mike Daniels,7132,DI,2,GB,2,0,0,2,0,0,0,0,0,59.5,,58.4,0,0,0,0,1,1
Adam Gettis,7138,G,2,WAS,17,0,15,2,0,17,0,0,0,69.1,84.1,60.0,0,0,1,1,0,0
Taylor Thompson,7140,TE,16,TEN,198,0,22,176,0,0,0,0,0,66.9,83.1,72.3,0,0,0,0,1,0
Tank Carder,7141,LB,1,CLV,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Rokevious Watkins,7143,G,3,KC,88,0,43,45,0,87,0,0,0,55.5,53.2,60.8,1,3,1,5,1,1
Bradie Ewing,7150,FB,2,ATL,12,0,3,9,0,0,0,0,0,73.7,77.4,58.9,0,0,0,0,0,0
Marvin Jones Jr.,7158,WR,16,CIN,143,0,0,143,0,0,0,0,0,86.5,,53.0,0,0,0,0,2,0
Juron Criner,7160,WR,1,OAK,15,0,0,15,0,0,0,0,0,61.9,,77.2,0,0,0,0,0,0
Vick Ballard,7162,HB,1,IND,13,0,13,0,0,0,0,0,0,65.0,86.4,,0,0,0,0,0,0
Alfred Morris,7165,HB,16,WAS,140,0,81,59,0,0,0,0,0,80.4,76.6,64.6,1,1,2,4,1,0
James Hanna,7175,TE,16,DAL,211,0,57,154,0,0,0,0,0,53.9,71.9,53.7,0,0,3,3,2,0
Josh Bush,7176,S,1,NYJ,1,1,0,0,0,0,0,0,0,51.8,,,0,0,0,0,1,0
Dan Herron,7179,HB,2,IND,2,0,1,1,0,0,0,0,0,68.4,69.8,60.0,0,0,0,0,0,0
Tom Compton,7181,T,4,WAS,9,0,1,8,2,0,0,0,0,62.1,72.4,62.2,0,0,0,0,0,0
Marvin McNutt,7182,WR,1,CAR,1,0,0,1,0,0,0,0,0,56.0,,60.0,0,0,0,0,0,0
Billy Winn,7190,DI,4,CLV,3,0,0,3,0,0,0,0,0,57.1,,57.1,0,0,0,0,0,0
